county,state,fips,mean_hospitalized,median_hospitalized,std_hospitalized,min_hospitalized,max_hospitalized,weeks_of_data,file
Meade,KS,20119,0.06351351351351352,0.0,0.5463639020959506,0.0,4.7,74,by_state/KS/meade_20119.csv
Sherman,KS,20181,0.06216216216216216,0.0,0.5347391382215688,0.0,4.6,74,by_state/KS/sherman_20181.csv
Geary,KS,20061,1.239189189189189,0.0,2.6787247818444926,0.0,9.1,74,by_state/KS/geary_20061.csv
Chautauqua,KS,20019,0.0,0.0,0.0,0.0,0.0,74,by_state/KS/chautauqua_20019.csv
Riley,KS,20161,5.039189189189189,5.199999999999999,5.016761427852746,0.0,22.6,74,by_state/KS/riley_20161.csv
Jewell,KS,20089,0.0,0.0,0.0,0.0,0.0,74,by_state/KS/jewell_20089.csv
Box Butte,NE,31013,1.6513513513513511,0.0,3.6080292212179397,-0.1,23.3,74,by_state/NE/box_butte_31013.csv
York,NE,31185,0.26756756756756755,0.0,1.1441462819719195,0.0,6.3,74,by_state/NE/york_31185.csv
Perkins,NE,31135,0.0,0.0,0.0,0.0,0.0,73,by_state/NE/perkins_31135.csv
Nemaha,NE,31127,0.0,0.0,0.0,0.0,0.0,74,by_state/NE/nemaha_31127.csv
Merrick,NE,31121,0.0,0.0,0.0,0.0,0.0,69,by_state/NE/merrick_31121.csv
Douglas,NE,31055,137.05405405405406,128.75,84.61279120436991,5.3,343.2,74,by_state/NE/douglas_31055.csv
Scotts Bluff,NE,31157,10.22972972972973,6.35,13.684925510477695,-0.1,56.0,74,by_state/NE/scotts_bluff_31157.csv
Adams,NE,31001,5.201351351351351,4.65,5.934886255115807,0.0,20.1,74,by_state/NE/adams_31001.csv
Pierce,NE,31139,0.44594594594594594,0.0,1.5688918686985003,0.0,8.0,74,by_state/NE/pierce_31139.csv
Buffalo,NE,31019,18.314864864864866,16.45,14.41516213216337,0.0,54.6,74,by_state/NE/buffalo_31019.csv
Brown,NE,31017,0.0,0.0,0.0,0.0,0.0,74,by_state/NE/brown_31017.csv
Keith,NE,31101,0.0,0.0,0.0,0.0,0.0,74,by_state/NE/keith_31101.csv
Kearney,NE,31099,0.0,0.0,0.0,0.0,0.0,74,by_state/NE/kearney_31099.csv
Dundy,NE,31057,0.0,0.0,0.0,0.0,0.0,74,by_state/NE/dundy_31057.csv
Cuming,NE,31039,0.060810810810810814,0.0,0.523114374347187,0.0,4.5,74,by_state/NE/cuming_31039.csv
Morrill,NE,31123,0.05945945945945946,0.0,0.5114896104728048,0.0,4.4,74,by_state/NE/morrill_31123.csv
Phelps,NE,31137,0.0554054054054054,0.0,0.47661531884965896,0.0,4.1,74,by_state/NE/phelps_31137.csv
Gage,NE,31067,1.0635135135135136,0.0,2.5688105196990016,0.0,9.7,74,by_state/NE/gage_31067.csv
Fillmore,NE,31059,0.11891891891891893,0.0,0.7200981051266796,0.0,4.7,74,by_state/NE/fillmore_31059.csv
Cherry,NE,31031,0.11351351351351349,0.0,0.7129572456055542,-0.3,4.6,74,by_state/NE/cherry_31031.csv
Hamilton,NE,31081,0.0554054054054054,0.0,0.47661531884965885,0.0,4.1,74,by_state/NE/hamilton_31081.csv
Butler,NE,31023,0.08243243243243242,0.0,0.7091105963372978,0.0,6.1,74,by_state/NE/butler_31023.csv
Otoe,NE,31131,0.05945945945945946,0.0,0.5114896104728048,0.0,4.4,74,by_state/NE/otoe_31131.csv
Chase,NE,31029,0.0,0.0,0.0,0.0,0.0,74,by_state/NE/chase_31029.csv
Hall,NE,31079,13.63783783783784,9.05,12.231832518795528,0.0,54.3,74,by_state/NE/hall_31079.csv
Johnson,NE,31097,0.0,0.0,0.0,0.0,0.0,73,by_state/NE/johnson_31097.csv
Platte,NE,31141,4.052702702702702,4.05,4.647792905961379,-0.2,18.1,74,by_state/NE/platte_31141.csv
Boyd,NE,31015,0.0,0.0,0.0,0.0,0.0,74,by_state/NE/boyd_31015.csv
Colfax,NE,31037,0.05405405405405406,0.0,0.46499055497527725,0.0,4.0,74,by_state/NE/colfax_31037.csv
Saline,NE,31151,0.0,0.0,0.0,0.0,0.0,74,by_state/NE/saline_31151.csv
Thayer,NE,31169,0.0,0.0,0.0,0.0,0.0,73,by_state/NE/thayer_31169.csv
Red Willow,NE,31145,0.29324324324324325,0.0,1.0976102411111501,0.0,4.6,74,by_state/NE/red_willow_31145.csv
Holt,NE,31089,0.18243243243243243,0.0,0.894635168330186,0.0,4.8,74,by_state/NE/holt_31089.csv
Antelope,NE,31003,0.16486486486486485,0.0,0.93066958255833,-1.5,5.1,74,by_state/NE/antelope_31003.csv
Knox,NE,31107,0.30405405405405406,0.0,1.2957717528154014,0.0,6.6,74,by_state/NE/knox_31107.csv
Furnas,NE,31065,0.0,0.0,0.0,0.0,0.0,74,by_state/NE/furnas_31065.csv
Polk,NE,31143,0.0,0.0,0.0,0.0,0.0,72,by_state/NE/polk_31143.csv
Cheyenne,NE,31033,0.28378378378378377,0.0,1.1992037343361475,0.0,5.9,74,by_state/NE/cheyenne_31033.csv
Pawnee,NE,31133,0.0,0.0,0.0,0.0,0.0,74,by_state/NE/pawnee_31133.csv
Harlan,NE,31083,0.0,0.0,0.0,0.0,0.0,67,by_state/NE/harlan_31083.csv
Sheridan,NE,31161,0.0,0.0,0.0,0.0,0.0,74,by_state/NE/sheridan_31161.csv
Nuckolls,NE,31129,0.20810810810810815,0.0,1.0212477939489937,0.0,5.4,74,by_state/NE/nuckolls_31129.csv
Kimball,NE,31105,0.0,0.0,0.0,0.0,0.0,73,by_state/NE/kimball_31105.csv
Nance,NE,31125,0.0,0.0,0.0,0.0,0.0,74,by_state/NE/nance_31125.csv
Valley,NE,31175,0.05405405405405406,0.0,0.4649905549752772,0.0,4.0,74,by_state/NE/valley_31175.csv
Thurston,NE,31173,0.058108108108108104,0.0,0.4998648465984226,0.0,4.3,74,by_state/NE/thurston_31173.csv
Jefferson,NE,31095,0.0,0.0,0.0,0.0,0.0,74,by_state/NE/jefferson_31095.csv
Lancaster,NE,31109,70.77567567567569,68.94999999999999,42.1196918473774,10.4,182.0,74,by_state/NE/lancaster_31109.csv
Boone,NE,31011,0.4810810810810811,0.0,1.806963370816572,0.0,8.3,74,by_state/NE/boone_31011.csv
Dodge,NE,31053,3.4432432432432436,0.0,3.9555780306373136,0.0,12.0,74,by_state/NE/dodge_31053.csv
Garden,NE,31069,0.0,0.0,0.0,0.0,0.0,74,by_state/NE/garden_31069.csv
Sarpy,NE,31153,4.2337837837837835,0.0,8.663595334328221,0.0,32.8,74,by_state/NE/sarpy_31153.csv
Dawes,NE,31045,0.9040540540540541,0.0,2.134224647583568,0.0,8.8,74,by_state/NE/dawes_31045.csv
Burt,NE,31021,0.0,0.0,0.0,0.0,0.0,48,by_state/NE/burt_31021.csv
Saunders,NE,31155,0.0,0.0,0.0,0.0,0.0,74,by_state/NE/saunders_31155.csv
Seward,NE,31159,0.127027027027027,0.0,0.7737645561155081,0.0,5.3,74,by_state/NE/seward_31159.csv
Howard,NE,31093,0.0,0.0,0.0,0.0,0.0,74,by_state/NE/howard_31093.csv
Richardson,NE,31147,0.27702702702702703,0.0,1.1733977472418022,0.0,6.0,74,by_state/NE/richardson_31147.csv
Wayne,NE,31179,0.3716216216216216,0.0,1.420835203950963,-2.1,5.6,74,by_state/NE/wayne_31179.csv
Custer,NE,31041,0.6283783783783784,0.0,1.7098041440565497,0.0,6.0,74,by_state/NE/custer_31041.csv
Lincoln,NE,31111,11.685135135135134,10.35,9.83907059917048,0.0,54.9,74,by_state/NE/lincoln_31111.csv
Webster,NE,31181,0.0,0.0,0.0,0.0,0.0,61,by_state/NE/webster_31181.csv
Rock,NE,31149,0.0,0.0,0.0,0.0,0.0,74,by_state/NE/rock_31149.csv
Madison,NE,31119,10.177027027027027,9.95,9.609306951151645,0.0,38.3,74,by_state/NE/madison_31119.csv
Dawson,NE,31047,0.44729729729729734,0.0,1.7855756121116624,0.0,11.3,74,by_state/NE/dawson_31047.csv
Franklin,NE,31061,0.0,0.0,0.0,0.0,0.0,72,by_state/NE/franklin_31061.csv
Washington,NE,31177,0.05135135135135135,0.0,0.4658894110776861,-0.2,4.0,74,by_state/NE/washington_31177.csv
Hawaii,HI,15001,8.945945945945946,2.0,15.192681990985987,0.0,66.2,74,by_state/HI/hawaii_15001.csv
Kauai,HI,15007,1.6094594594594596,0.0,3.0731345346725325,0.0,10.6,74,by_state/HI/kauai_15007.csv
Maui,HI,15009,10.043243243243245,7.7,8.790406992324481,0.0,36.6,74,by_state/HI/maui_15009.csv
Honolulu,HI,15003,91.8891891891892,54.85,83.94495353498692,11.4,346.9,74,by_state/HI/honolulu_15003.csv
Kent,DE,10001,35.39054054054054,29.45,28.105716129568165,0.0,106.4,74,by_state/DE/kent_10001.csv
Sussex,DE,10005,45.116216216216216,43.5,32.69063804247086,0.0,130.8,74,by_state/DE/sussex_10005.csv
New Castle,DE,10003,108.12432432432432,94.4,71.43559185576741,9.1,298.40000000000003,74,by_state/DE/new_castle_10003.csv
Coconino,AZ,04005,28.116216216216216,27.85,21.978682243439657,0.0,73.7,74,by_state/AZ/coconino_04005.csv
Yavapai,AZ,04025,45.55135135135136,36.35,39.379854536987736,0.0,125.0,74,by_state/AZ/yavapai_04025.csv
Apache,AZ,04001,1.1128571428571428,0.0,2.1804747142069925,0.0,6.4,70,by_state/AZ/apache_04001.csv
La Paz,AZ,04012,1.695945945945946,0.0,3.0753745373504247,0.0,11.7,74,by_state/AZ/la_paz_04012.csv
Santa Cruz,AZ,04023,0.2972972972972973,0.0,1.113795555988863,0.0,4.7,74,by_state/AZ/santa_cruz_04023.csv
Yuma,AZ,04027,45.741891891891896,38.7,40.32299730228654,0.0,163.3,74,by_state/AZ/yuma_04027.csv
Navajo,AZ,04017,17.441891891891892,12.350000000000001,13.995743058836656,0.0,43.6,74,by_state/AZ/navajo_04017.csv
Gila,AZ,04007,8.760810810810812,5.95,8.696430027545276,0.0,28.6,74,by_state/AZ/gila_04007.csv
Mohave,AZ,04015,56.83378378378378,53.65,44.02990041656165,0.0,175.3,74,by_state/AZ/mohave_04015.csv
Pima,AZ,04019,201.2445945945946,161.05,165.52774972579508,32.4,663.3000000000001,74,by_state/AZ/pima_04019.csv
Graham,AZ,04009,5.8364864864864865,4.4,6.3238746212936805,0.0,19.7,74,by_state/AZ/graham_04009.csv
Pinal,AZ,04021,53.61351351351351,41.5,39.77036249132758,10.0,159.5,74,by_state/AZ/pinal_04021.csv
Maricopa,AZ,04013,1104.9797297297298,979.05,789.3461349853841,322.4,3387.8,74,by_state/AZ/maricopa_04013.csv
Cochise,AZ,04003,11.337837837837839,7.7,12.147469466481347,0.0,39.4,74,by_state/AZ/cochise_04003.csv
Orange,NY,36071,64.95945945945945,52.2,47.38172562277027,0.0,169.2,74,by_state/NY/orange_36071.csv
Schuyler,NY,36097,0.0,0.0,0.0,0.0,0.0,74,by_state/NY/schuyler_36097.csv
Putnam,NY,36079,6.386486486486487,4.5,7.695903986605327,0.0,30.9,74,by_state/NY/putnam_36079.csv
Dutchess,NY,36027,48.10675675675675,34.75,39.44816724419936,4.4,156.7,74,by_state/NY/dutchess_36027.csv
Tompkins,NY,36109,8.885135135135135,7.85,8.600074584455687,0.0,35.3,74,by_state/NY/tompkins_36109.csv
Cortland,NY,36023,4.629729729729729,0.0,5.729345984089756,0.0,20.0,74,by_state/NY/cortland_36023.csv
Queens,NY,36081,378.4567567567568,263.79999999999995,272.7693280476818,104.5,1020.5,74,by_state/NY/queens_36081.csv
Essex,NY,36031,0.5432432432432432,0.0,1.8825864662840623,0.0,9.1,74,by_state/NY/essex_36031.csv
Herkimer,NY,36043,0.881081081081081,0.0,2.3683805041660606,0.0,10.0,74,by_state/NY/herkimer_36043.csv
Schenectady,NY,36093,21.822972972972973,14.85,20.79225058022917,0.0,82.6,74,by_state/NY/schenectady_36093.csv
Otsego,NY,36077,10.335135135135136,9.05,10.635781330115634,0.0,43.6,74,by_state/NY/otsego_36077.csv
Steuben,NY,36101,11.5,8.2,10.659666652887646,0.0,34.0,74,by_state/NY/steuben_36101.csv
Warren,NY,36113,12.495945945945945,8.5,13.974923130027902,0.0,48.7,74,by_state/NY/warren_36113.csv
Oneida,NY,36065,51.2,26.2,55.0201532192884,0.0,219.09999999999997,74,by_state/NY/oneida_36065.csv
Madison,NY,36053,4.337837837837838,0.0,6.215793025209841,0.0,21.6,74,by_state/NY/madison_36053.csv
Sullivan,NY,36105,6.918918918918918,6.9,5.967277796005953,0.0,22.4,74,by_state/NY/sullivan_36105.csv
Jefferson,NY,36045,8.99054054054054,5.85,9.722071611346122,0.0,32.3,74,by_state/NY/jefferson_36045.csv
Chautauqua,NY,36013,15.07027027027027,9.0,15.907874587717748,0.0,49.0,74,by_state/NY/chautauqua_36013.csv
Chenango,NY,36017,1.0027027027027025,0.0,2.4431045247026852,0.0,11.6,74,by_state/NY/chenango_36017.csv
Broome,NY,36007,60.35675675675675,55.85,40.03425615706643,5.6,158.0,74,by_state/NY/broome_36007.csv
Lewis,NY,36049,2.745945945945946,0.0,4.360727260860679,0.0,16.9,74,by_state/NY/lewis_36049.csv
Richmond,NY,36085,106.1081081081081,71.8,81.56330385717428,11.3,294.0,74,by_state/NY/richmond_36085.csv
St. Lawrence,NY,36089,9.91081081081081,5.65,10.289874895302539,0.0,33.3,74,by_state/NY/st._lawrence_36089.csv
Kings,NY,36047,313.46486486486486,199.75,249.4652804417318,36.8,852.8000000000001,74,by_state/NY/kings_36047.csv
Nassau,NY,36059,218.7918918918919,150.10000000000002,182.87135590373452,26.5,665.9,74,by_state/NY/nassau_36059.csv
Delaware,NY,36025,0.5162162162162163,0.0,1.6301968136517384,0.0,6.7,74,by_state/NY/delaware_36025.csv
Bronx,NY,36005,216.37702702702703,105.29999999999998,224.82253430376232,7.6,804.4,74,by_state/NY/bronx_36005.csv
Albany,NY,36001,81.9608108108108,68.5,75.43713851828376,5.0,314.8,74,by_state/NY/albany_36001.csv
Schoharie,NY,36095,0.55,0.0,1.810793362794255,0.0,9.0,74,by_state/NY/schoharie_36095.csv
Ontario,NY,36069,18.13243243243243,7.800000000000001,23.923485956348237,0.0,122.7,74,by_state/NY/ontario_36069.csv
Franklin,NY,36033,3.3189189189189183,0.0,3.7984378791949363,0.0,12.5,74,by_state/NY/franklin_36033.csv
Suffolk,NY,36103,290.0081081081081,215.45,227.66955611735418,51.8,890.4999999999999,74,by_state/NY/suffolk_36103.csv
Rensselaer,NY,36083,15.754054054054057,12.2,13.258062310014092,0.0,46.0,74,by_state/NY/rensselaer_36083.csv
Genesee,NY,36037,8.847297297297297,5.1,10.849887607182195,0.0,44.6,74,by_state/NY/genesee_36037.csv
Yates,NY,36123,0.2716216216216216,0.0,1.1546831707146257,0.0,6.1,74,by_state/NY/yates_36123.csv
New York,NY,36061,706.8554054054055,478.75,494.8148196975301,204.2,1805.3,74,by_state/NY/new_york_36061.csv
Onondaga,NY,36067,90.52702702702703,57.7,88.21439527370865,4.6,402.7000000000001,74,by_state/NY/onondaga_36067.csv
Cattaraugus,NY,36009,18.647945205479456,15.1,14.739036505418765,0.0,46.7,73,by_state/NY/cattaraugus_36009.csv
Columbia,NY,36021,10.535135135135135,8.8,9.626112210173856,0.0,36.0,74,by_state/NY/columbia_36021.csv
Wayne,NY,36117,7.289189189189189,5.050000000000001,8.07627283437255,0.0,30.1,74,by_state/NY/wayne_36117.csv
Livingston,NY,36051,4.741891891891892,0.0,6.325140244408831,0.0,24.7,74,by_state/NY/livingston_36051.csv
Westchester,NY,36119,157.85135135135135,111.14999999999999,134.17918529068552,5.1,494.1,74,by_state/NY/westchester_36119.csv
Saratoga,NY,36091,13.413513513513513,10.45,13.528046202665731,0.0,57.7,74,by_state/NY/saratoga_36091.csv
Chemung,NY,36015,16.187837837837836,13.149999999999999,13.483850845258518,0.0,39.4,74,by_state/NY/chemung_36015.csv
Oswego,NY,36075,6.231081081081081,0.0,7.48497903430736,0.0,22.4,74,by_state/NY/oswego_36075.csv
Allegany,NY,36003,5.347297297297297,4.199999999999999,6.170282801915082,0.0,22.1,74,by_state/NY/allegany_36003.csv
Erie,NY,36029,164.04324324324324,119.4,127.32932501397848,4.1,435.1,74,by_state/NY/erie_36029.csv
Wyoming,NY,36121,4.2453125,0.0,5.747847897809162,0.0,19.3,64,by_state/NY/wyoming_36121.csv
Ulster,NY,36111,12.531081081081082,8.4,11.948278097708686,0.0,46.1,74,by_state/NY/ulster_36111.csv
Clinton,NY,36019,10.025675675675675,6.75,9.963427104876853,0.0,30.3,74,by_state/NY/clinton_36019.csv
Niagara,NY,36063,14.436486486486483,10.2,15.202294116028208,0.0,56.7,74,by_state/NY/niagara_36063.csv
Rockland,NY,36087,34.73378378378379,21.0,33.771769344601104,0.0,115.9,74,by_state/NY/rockland_36087.csv
Monroe,NY,36055,173.56486486486486,128.5,167.30029717111424,7.9,656.1,74,by_state/NY/monroe_36055.csv
Fulton,NY,36035,3.9000000000000004,2.0,4.483730100757444,0.0,15.7,74,by_state/NY/fulton_36035.csv
Orleans,NY,36073,0.09054054054054055,0.0,0.7788591795835895,0.0,6.7,74,by_state/NY/orleans_36073.csv
Cayuga,NY,36011,8.624324324324325,6.45,10.02126247495808,0.0,39.6,74,by_state/NY/cayuga_36011.csv
Montgomery,NY,36057,10.055405405405406,10.5,8.170782258150524,0.0,28.4,74,by_state/NY/montgomery_36057.csv
Nez Perce,ID,16069,4.645945945945946,4.0,5.310862200444165,0.0,17.0,74,by_state/ID/nez_perce_16069.csv
Lemhi,ID,16059,0.06351351351351352,0.0,0.5463639020959509,0.0,4.7,74,by_state/ID/lemhi_16059.csv
Gem,ID,16045,0.0,0.0,0.0,0.0,0.0,74,by_state/ID/gem_16045.csv
Minidoka,ID,16067,0.5432432432432431,0.0,1.6175477025915497,0.0,7.7,74,by_state/ID/minidoka_16067.csv
Clearwater,ID,16035,0.7581081081081081,0.0,1.8843266125258336,0.0,8.0,74,by_state/ID/clearwater_16035.csv
Butte,ID,16023,0.0,0.0,0.0,0.0,0.0,74,by_state/ID/butte_16023.csv
Benewah,ID,16009,0.0,0.0,0.0,0.0,0.0,74,by_state/ID/benewah_16009.csv
Ada,ID,16001,100.07297297297296,78.4,66.41786419474086,33.0,309.6000000000001,74,by_state/ID/ada_16001.csv
Canyon,ID,16027,16.23918918918919,13.05,16.255787736988278,0.0,64.19999999999999,74,by_state/ID/canyon_16027.csv
Oneida,ID,16071,0.0,0.0,0.0,0.0,0.0,74,by_state/ID/oneida_16071.csv
Gooding,ID,16047,0.0554054054054054,0.0,0.47661531884965896,0.0,4.1,74,by_state/ID/gooding_16047.csv
Caribou,ID,16029,0.0,0.0,0.0,0.0,0.0,74,by_state/ID/caribou_16029.csv
Bonneville,ID,16019,33.660810810810815,32.900000000000006,17.770730264344813,0.0,70.4,74,by_state/ID/bonneville_16019.csv
Bonner,ID,16017,1.8513513513513513,0.0,3.0384857098738736,0.0,11.0,74,by_state/ID/bonner_16017.csv
Madison,ID,16065,0.8918918918918919,0.0,2.1324470962463575,0.0,9.1,74,by_state/ID/madison_16065.csv
Cassia,ID,16031,0.9094594594594596,0.0,2.1896499325465415,0.0,8.6,74,by_state/ID/cassia_16031.csv
Kootenai,ID,16055,47.9472972972973,34.5,33.54328311168129,9.7,135.4,74,by_state/ID/kootenai_16055.csv
Jerome,ID,16053,0.0,0.0,0.0,0.0,0.0,74,by_state/ID/jerome_16053.csv
Bannock,ID,16005,16.37972972972973,15.850000000000001,11.244822001426325,0.0,44.0,74,by_state/ID/bannock_16005.csv
Franklin,ID,16041,0.0,0.0,0.0,0.0,0.0,74,by_state/ID/franklin_16041.csv
Shoshone,ID,16079,0.0,0.0,0.0,0.0,0.0,74,by_state/ID/shoshone_16079.csv
Boundary,ID,16021,0.0,0.0,0.0,0.0,0.0,74,by_state/ID/boundary_16021.csv
Latah,ID,16057,1.0040540540540541,0.0,2.312114562573142,0.0,8.9,74,by_state/ID/latah_16057.csv
Blaine,ID,16013,0.05945945945945946,0.0,0.5114896104728048,0.0,4.4,74,by_state/ID/blaine_16013.csv
Valley,ID,16085,0.0,0.0,0.0,0.0,0.0,74,by_state/ID/valley_16085.csv
Twin Falls,ID,16083,24.08108108108108,17.7,19.20550488774861,0.0,78.4,74,by_state/ID/twin_falls_16083.csv
Bingham,ID,16011,0.34324324324324323,0.0,1.2938295161011526,0.0,5.7,74,by_state/ID/bingham_16011.csv
Bear Lake,ID,16007,0.16621621621621624,0.0,0.8146395163820869,0.0,4.3,74,by_state/ID/bear_lake_16007.csv
Washington,ID,16087,0.06621621621621622,0.0,0.5696134298447146,0.0,4.9,74,by_state/ID/washington_16087.csv
Teton,ID,16081,0.06351351351351352,0.0,0.5463639020959506,0.0,4.7,74,by_state/ID/teton_16081.csv
Power,ID,16077,0.0,0.0,0.0,0.0,0.0,74,by_state/ID/power_16077.csv
Elmore,ID,16039,1.572972972972973,0.0,3.673499965871721,0.0,14.9,74,by_state/ID/elmore_16039.csv
Idaho,ID,16049,0.23378378378378376,0.0,0.9863836019239123,0.0,4.7,74,by_state/ID/idaho_16049.csv
Mercer,OH,39107,3.52027027027027,2.05,4.056112577459093,0.0,14.9,74,by_state/OH/mercer_39107.csv
Harrison,OH,39067,0.0,0.0,0.0,0.0,0.0,74,by_state/OH/harrison_39067.csv
Guernsey,OH,39059,6.587837837837838,0.0,7.921480294461067,0.0,25.9,74,by_state/OH/guernsey_39059.csv
Fayette,OH,39047,2.9,0.0,4.050367816884633,0.0,17.0,74,by_state/OH/fayette_39047.csv
Knox,OH,39083,8.80945945945946,7.05,9.156899770252132,0.0,31.9,74,by_state/OH/knox_39083.csv
Coshocton,OH,39031,6.281081081081081,6.65,5.369668127692342,0.0,21.3,74,by_state/OH/coshocton_39031.csv
Lake,OH,39085,24.29189189189189,15.7,20.58578281013284,0.0,77.3,74,by_state/OH/lake_39085.csv
Muskingum,OH,39119,29.395945945945947,20.15,22.228344481944603,0.0,83.9,74,by_state/OH/muskingum_39119.csv
Medina,OH,39103,23.47027027027027,18.6,14.77397498685627,0.0,60.0,74,by_state/OH/medina_39103.csv
Morrow,OH,39117,0.4337837837837838,0.0,1.3569988064951723,0.0,5.1,74,by_state/OH/morrow_39117.csv
Fulton,OH,39051,2.1337837837837834,0.0,3.389802476446448,0.0,12.1,74,by_state/OH/fulton_39051.csv
Trumbull,OH,39155,37.98513513513513,23.75,29.708869034289354,0.0,108.7,74,by_state/OH/trumbull_39155.csv
Shelby,OH,39149,3.463513513513514,0.0,4.913904630636717,0.0,16.6,74,by_state/OH/shelby_39149.csv
Columbiana,OH,39029,18.075675675675676,13.350000000000001,16.56975963822998,0.0,57.4,74,by_state/OH/columbiana_39029.csv
Henry,OH,39069,0.34324324324324323,0.0,1.165494907058104,0.0,4.7,74,by_state/OH/henry_39069.csv
Van Wert,OH,39161,2.578378378378379,0.0,3.4633213241907823,0.0,10.6,74,by_state/OH/van_wert_39161.csv
Mahoning,OH,39099,76.77702702702703,65.35,52.5841414379505,0.0,192.7,74,by_state/OH/mahoning_39099.csv
Wyandot,OH,39175,0.8594594594594595,0.0,2.112903534865948,0.0,7.6,74,by_state/OH/wyandot_39175.csv
Gallia,OH,39053,14.225675675675676,11.15,13.16594882419486,0.0,42.7,74,by_state/OH/gallia_39053.csv
Adams,OH,39001,1.593243243243243,0.0,2.698925767075967,0.0,10.4,74,by_state/OH/adams_39001.csv
Lucas,OH,39095,166.57702702702701,134.25,111.4666318364297,9.0,438.4,74,by_state/OH/lucas_39095.csv
Lorain,OH,39093,56.76756756756757,39.85,43.77050707831282,0.0,170.7,74,by_state/OH/lorain_39093.csv
Williams,OH,39171,2.5054054054054054,0.0,3.9941015377264777,0.0,13.7,74,by_state/OH/williams_39171.csv
Ashtabula,OH,39007,11.483783783783785,4.199999999999999,15.163736726620323,0.0,56.0,74,by_state/OH/ashtabula_39007.csv
Wood,OH,39173,3.0202702702702706,0.0,4.042716424674987,0.0,13.3,74,by_state/OH/wood_39173.csv
Defiance,OH,39039,3.2162162162162162,0.0,5.0956609806111,0.0,16.3,74,by_state/OH/defiance_39039.csv
Jackson,OH,39079,0.0,0.0,0.0,0.0,0.0,74,by_state/OH/jackson_39079.csv
Belmont,OH,39013,1.945945945945946,0.0,3.7396135317571453,0.0,13.7,74,by_state/OH/belmont_39013.csv
Clark,OH,39023,30.663513513513507,30.349999999999998,19.571425734839437,0.0,75.6,74,by_state/OH/clark_39023.csv
Clinton,OH,39027,5.297297297297297,4.35,6.006981622393514,0.0,18.0,74,by_state/OH/clinton_39027.csv
Hocking,OH,39073,1.5500000000000003,0.0,3.0234358573585856,0.0,13.3,74,by_state/OH/hocking_39073.csv
Clermont,OH,39025,19.891891891891888,15.05,13.7395116337284,0.0,48.7,74,by_state/OH/clermont_39025.csv
Ashland,OH,39005,4.263513513513514,4.05,4.888666634034172,0.0,17.1,74,by_state/OH/ashland_39005.csv
Huron,OH,39077,8.522972972972974,5.800000000000001,9.099323282038084,0.0,38.9,74,by_state/OH/huron_39077.csv
Pike,OH,39131,0.17702702702702702,0.0,0.8685600266000496,0.0,4.7,74,by_state/OH/pike_39131.csv
Seneca,OH,39147,5.258108108108107,0.0,6.861267241008479,0.0,21.200000000000003,74,by_state/OH/seneca_39147.csv
Tuscarawas,OH,39157,17.60810810810811,9.85,15.629991864578264,0.0,49.6,74,by_state/OH/tuscarawas_39157.csv
Summit,OH,39153,181.12567567567567,159.1,102.93940904468374,22.9,454.2999999999999,74,by_state/OH/summit_39153.csv
Allen,OH,39003,52.69594594594596,42.5,39.38590054095114,0.0,136.0,74,by_state/OH/allen_39003.csv
Hardin,OH,39065,0.32297297297297295,0.0,1.214021653267354,0.0,5.6,74,by_state/OH/hardin_39065.csv
Scioto,OH,39145,13.263513513513512,11.1,10.952069602682712,0.0,47.9,74,by_state/OH/scioto_39145.csv
Miami,OH,39109,14.268918918918917,10.45,11.699021451593405,0.0,37.7,74,by_state/OH/miami_39109.csv
Marion,OH,39101,16.92972972972973,9.850000000000001,15.929147314672203,0.0,53.3,74,by_state/OH/marion_39101.csv
Franklin,OH,39049,236.83783783783784,206.9,144.73764333441645,17.2,594.5999999999999,74,by_state/OH/franklin_39049.csv
Sandusky,OH,39143,5.3689189189189195,0.0,6.74916383812719,0.0,23.0,74,by_state/OH/sandusky_39143.csv
Wayne,OH,39169,12.413513513513514,8.5,13.089024203866533,0.0,46.3,74,by_state/OH/wayne_39169.csv
Holmes,OH,39075,3.586486486486487,0.0,4.697283514716043,0.0,20.7,74,by_state/OH/holmes_39075.csv
Stark,OH,39151,82.64594594594594,52.75,67.95763021094429,5.9,231.3,74,by_state/OH/stark_39151.csv
Montgomery,OH,39113,161.45675675675673,133.5,100.45474968632772,24.9,370.9,74,by_state/OH/montgomery_39113.csv
Geauga,OH,39055,17.610810810810808,12.75,12.95034317594233,0.0,47.3,74,by_state/OH/geauga_39055.csv
Washington,OH,39167,18.441891891891892,14.399999999999999,19.51917221715478,0.0,68.1,74,by_state/OH/washington_39167.csv
Crawford,OH,39033,6.749999999999999,0.0,8.415400917528512,0.0,26.0,74,by_state/OH/crawford_39033.csv
Ross,OH,39141,21.355405405405406,18.299999999999997,15.408031546396993,0.0,64.3,74,by_state/OH/ross_39141.csv
Darke,OH,39037,3.210810810810811,0.0,4.200801214105408,0.0,14.0,74,by_state/OH/darke_39037.csv
Cuyahoga,OH,39035,394.1189189189189,333.15000000000003,237.27262146620583,123.2,1256.3000000000002,74,by_state/OH/cuyahoga_39035.csv
Delaware,OH,39041,26.031081081081076,20.3,18.81281205576111,0.0,70.2,74,by_state/OH/delaware_39041.csv
Pickaway,OH,39129,4.275675675675676,0.0,5.094310842681861,0.0,15.7,74,by_state/OH/pickaway_39129.csv
