"GEOID","state","R","density_log","private","hincome","R_death","sensitivitydensity"
18131,"IN",1.252756663,2.479270284,9.071389246,4.837,NA,FALSE
18133,"IN",1.644756949,3.417828287,8.969350584,5.6169,NA,TRUE
18137,"IN",1.278420135,3.215829685,9.348945117,5.6295,NA,FALSE
18141,"IN",2.421399208,5.416549947,9.022351459,5.0938,NA,TRUE
18145,"IN",1.990551949,3.73120089,9.424404517,5.9214,NA,FALSE
18157,"IN",1.547212434,4.893901133,8.523283303,5.1844,NA,TRUE
18163,"IN",1.548684672,5.694331616,9.302374253,4.6943,NA,TRUE
18167,"IN",1.786230167,4.637113076,9.143426713,4.3859,NA,TRUE
18173,"IN",1.540137477,4.092485917,9.493372892,7.0648,1.837577053,FALSE
18175,"IN",1.01461428,3.055931519,9.32885906,4.7078,NA,FALSE
18181,"IN",2.001701321,2.935789764,9.266071429,5.5086,NA,TRUE
19015,"IA",1.314706717,2.877513881,9.308342521,6.1111,NA,FALSE
19017,"IA",1.19974276,3.06914835,8.689639006,6.8023,NA,TRUE
19021,"IA",2.630095598,2.610528584,8.76793908,5.4556,NA,TRUE
19039,"IA",1.337737668,2.118115583,9.210061783,5.1571,NA,TRUE
19045,"IA",1.359683311,3.306497475,9.045323482,5.0156,NA,TRUE
19047,"IA",4.063823927,2.223797865,9.135443038,5.3609,NA,TRUE
19049,"IA",1.87046292,3.770313217,9.352203606,8.479,NA,FALSE
19061,"IA",1.000000063,4.08502271,9.055021518,6.1321,NA,TRUE
19077,"IA",1.200502292,1.968633582,9.029721956,5.7075,NA,TRUE
19099,"IA",1.789582405,2.969120758,9.094688222,5.5727,NA,FALSE
19103,"IA",1.306787428,4.410338554,7.9325098,6.164,NA,TRUE
19113,"IA",1.535635146,4.734122229,9.338981314,6.4862,1.028192942,TRUE
19115,"IA",1.464260645,2.392704064,9.332597904,5.3943,NA,TRUE
19121,"IA",1.247982801,2.378692259,8.799467506,6.4512,NA,FALSE
19127,"IA",1.703992113,3.311037217,9.197932211,5.4027,NA,FALSE
19135,"IA",1.429747473,1.959398594,8.941535051,4.9549,NA,TRUE
19139,"IA",2.264366719,3.630347516,9.304908466,5.7348,NA,TRUE
19143,"IA",1.418899839,1.83387114,8.949903661,5.8125,NA,TRUE
19153,"IA",1.971901395,5.669102881,9.182154795,6.6044,NA,TRUE
19157,"IA",1.656644607,2.524508153,7.998341453,5.352,NA,TRUE
19163,"IA",2.100036251,4.93634134,9.256094796,5.8803,NA,TRUE
19171,"IA",2.159063433,2.252789762,9.02900983,5.5898,NA,TRUE
19173,"IA",3.761304184,1.522888058,8.977311209,4.8717,NA,TRUE
19179,"IA",3.939199767,3.461109808,9.352841868,4.5233,NA,TRUE
19183,"IA",1.735837729,2.690007816,8.806629834,6.1769,NA,TRUE
19193,"IA",1.693257477,3.811014302,9.278728367,5.5483,NA,TRUE
19197,"IA",2.039676936,2.174757467,9.094125973,5.0198,NA,TRUE
20009,"KS",1.102258264,2.479324905,9.28496082,5.0198,NA,TRUE
20031,"KS",0.78559316,1.667119107,9.309385277,5.8636,NA,TRUE
20045,"KS",1.2312385,4.54185404,8.649656405,5.5832,NA,FALSE
20057,"KS",2.843340258,2.476489708,9.510721836,5.3072,NA,TRUE
20085,"KS",2.346575127,2.069481424,9.21715121,5.5904,NA,TRUE
20091,"KS",2.205370809,6.095493298,9.191871304,8.4915,1.647447819,TRUE
20103,"KS",1.477161844,4.152455671,9.306198472,7.1184,NA,FALSE
20111,"KS",1.02027517,2.731042789,9.119057486,4.4191,NA,TRUE
20173,"KS",1.851782431,5.262170653,9.345744183,5.4974,NA,TRUE
20175,"KS",3.397367432,2.628824461,9.201992668,4.7025,NA,TRUE
20177,"KS",1.441247132,4.838535343,9.334108509,5.5199,NA,TRUE
20189,"KS",1.197786976,1.111441029,9.222614841,5.6507,NA,TRUE
20197,"KS",1.446210544,1.232091721,8.68641532,6.045,NA,TRUE
20209,"KS",2.213994682,5.994313329,9.443726096,4.4873,2.191239002,TRUE
21001,"KY",1.013484796,2.877684956,9.181679777,3.9346,0.819109083,TRUE
21003,"KY",1.20583917,3.108009475,8.997389654,4.0893,NA,TRUE
21015,"KY",1.317358117,5.226845448,9.222994315,7.5043,NA,TRUE
21019,"KY",0.887964547,4.784598493,9.323071831,4.6165,NA,TRUE
21029,"KY",1.508828701,4.570656246,9.494813627,6.0534,NA,FALSE
21031,"KY",1.729991816,2.442270866,9.442768055,4.0061,NA,TRUE
21037,"KY",1.079364753,5.440318747,8.979591837,5.9782,NA,TRUE
21047,"KY",1.688592707,3.683781668,8.653510191,4.1235,NA,TRUE
21059,"KY",1.409628576,4.399635443,9.485373537,4.9836,NA,FALSE
21067,"KY",2.566937888,5.998056782,8.798930803,5.4918,NA,TRUE
21083,"KY",2.425284787,3.257203095,9.557978584,4.1615,0.541554069,TRUE
21085,"KY",1.899589801,2.996399109,9.398460058,3.7906,NA,TRUE
21093,"KY",1.760653432,4.180228138,9.320706069,5.3168,NA,FALSE
21107,"KY",1.402814794,3.509289137,9.594228057,4.5738,0.981748369,TRUE
21109,"KY",0.8087513,2.714221705,9.331002331,3.2143,1.090062091,TRUE
21111,"KY",2.340601529,6.622965692,8.934124063,5.4357,2.238816503,TRUE
21117,"KY",2.066335917,5.952790661,9.07858349,6.1606,NA,TRUE
21177,"KY",2.200051806,3.259559695,9.763578836,4.311,NA,TRUE
21183,"KY",2.1597296,2.752059405,9.68352434,4.2826,NA,TRUE
21199,"KY",1.706551868,3.610411834,9.553156823,3.7921,NA,TRUE
21227,"KY",1.532229946,4.395946193,9.286437247,5.2007,NA,TRUE
22001,"LA",1.260938186,3.594751386,9.502227623,4.1177,NA,FALSE
22003,"LA",1.449307962,2.569334393,9.485155514,4.1009,NA,TRUE
22005,"LA",1.724796551,4.961123406,9.473136374,7.6589,1.103425635,FALSE
22007,"LA",2.453268688,3.284743541,9.443902439,4.4744,NA,TRUE
22009,"LA",1.366908257,2.971154108,9.41236972,3.8077,NA,TRUE
22011,"LA",1.093790447,2.476082076,9.488346049,5.0738,NA,TRUE
22013,"LA",2.179811683,1.921462322,9.370781624,3.03,1.532229946,TRUE
22015,"LA",1.879298792,3.984626532,9.432631399,5.3806,1.015950278,TRUE
22017,"LA",2.533584439,4.718983898,9.379300404,4.0866,1.302060735,TRUE
22019,"LA",1.940004544,4.248119218,9.424156987,4.9452,1.243562958,TRUE
22027,"LA",1.333804809,2.174164053,9.551482059,2.7303,NA,TRUE
22029,"LA",0.8087513,2.44544174,9.578839988,3.1813,NA,TRUE
22031,"LA",1.748680663,2.464230896,9.546101985,4.423,0.699921151,TRUE
22033,"LA",2.920733101,5.922147205,9.283513387,5.2719,1.268800679,TRUE
22037,"LA",1.405480341,2.848299966,9.709876543,4.8129,0.866481036,FALSE
22039,"LA",1.444553719,2.986155898,9.403991131,3.218,NA,TRUE
22041,"LA",1.134708837,2.552379753,9.33169391,3.5466,NA,TRUE
22045,"LA",1.66682135,3.897021104,9.522680997,4.5274,1.301060481,FALSE
22047,"LA",2.261702247,3.036766169,9.222372719,4.7797,1.000009257,FALSE
22051,"LA",2.749120252,6.336690042,9.324220431,5.2558,1.39221273,TRUE
22053,"LA",1.744973234,2.930055864,9.50247504,3.9653,NA,TRUE
22055,"LA",1.838147418,5.763208442,9.250123084,5.4726,0.732802194,TRUE
22057,"LA",3.175135277,3.5500136,9.17183923,5.3089,1.505744192,FALSE
22061,"LA",1.44134425,3.644163199,9.205788404,3.4154,NA,TRUE
22063,"LA",2.356545044,4.334184452,9.559825215,6.3159,NA,FALSE
22067,"LA",1.475063182,2.609296802,9.718814461,3.3333,NA,TRUE
22069,"LA",1.753238763,2.501375152,9.495972764,2.7795,NA,TRUE
22071,"LA",2.090518564,6.663848286,7.778930922,3.9576,1.047702861,TRUE
22073,"LA",2.00518333,4.577110239,9.482922201,4.1314,1.266188142,TRUE
22075,"LA",1.906107495,2.434240411,9.546731598,5.2386,0.90774244,FALSE
22077,"LA",1.506858911,2.759763751,8.910636394,4.4269,1.068751307,FALSE
22079,"LA",1.606225021,3.652125768,9.218132668,4.4852,NA,TRUE
22083,"LA",1.071573468,2.661216327,9.614235615,3.4422,NA,TRUE
22087,"LA",3.14997568,3.603140401,9.527593103,4.6011,0.929028556,FALSE
22089,"LA",4.055680557,4.290726581,9.409604753,6.662,0.728982942,FALSE
22093,"LA",1.742096864,3.564747723,9.310926259,5.0661,1.048399522,TRUE
22095,"LA",2.560368551,4.42146369,9.682239057,5.4821,1.043302207,FALSE
22097,"LA",1.83974031,3.550976891,9.41325411,3.3288,1.395912573,FALSE
22099,"LA",1.691582396,3.306951726,9.461172742,4.7974,1.017555129,FALSE
22101,"LA",1.617900172,3.637400758,9.378345622,4.0485,1.547212434,TRUE
22103,"LA",2.411679485,4.670323014,9.21936673,6.7706,2.05063885,FALSE
22105,"LA",3.371336767,4.079048844,9.403270798,4.6297,1.142807286,TRUE
22109,"LA",2.24511341,3.557106219,9.114501826,4.8866,1.343914424,TRUE
22111,"LA",1.350570502,2.302897866,9.435,4.3083,NA,TRUE
22113,"LA",0.898812422,2.949037956,9.23549317,5.069,NA,FALSE
22117,"LA",2.165885467,3.303249556,9.424233222,3.4985,1.121455262,TRUE
22119,"LA",2.269118068,3.289465731,9.434510063,3.0358,NA,TRUE
22121,"LA",1.973711829,3.865736433,9.621670953,6.0908,0.344753014,FALSE
22123,"LA",1.759849517,2.522331879,9.501651982,3.6528,NA,TRUE
22125,"LA",1.086021236,2.705507834,9.806382216,5.551,NA,FALSE
23001,"ME",1.137436435,4.487156962,9.13141879,5.1412,NA,TRUE
23005,"ME",1.584949179,4.869132473,8.465289006,6.9708,0.770411715,TRUE
23007,"ME",0.63311787,1.946190507,8.661691542,4.8053,NA,TRUE
23011,"ME",1.44998486,3.995716771,9.014067427,5.2929,NA,TRUE
23019,"ME",0.855841565,2.861800096,9.042380017,4.9374,NA,TRUE
23027,"ME",1.341217809,3.021228748,8.784887865,5.1564,0.631168347,TRUE
23031,"ME",1.700562986,4.341545518,9.034580902,6.5538,NA,FALSE
24001,"MD",1.350283614,4.224643908,9.301451024,4.4065,2.105036381,TRUE
24003,"MD",2.456291378,6.21527912,8.777262258,9.781,1.889562064,TRUE
24005,"MD",2.699283205,6.252884887,8.83478933,7.4127,2.322853065,TRUE
24009,"MD",1.63215628,5.079773529,9.037020906,10.4301,NA,TRUE
24011,"MD",1.737094337,3.688102624,9.418204965,5.4956,NA,FALSE
24013,"MD",1.518821959,4.971009836,9.201558724,9.3363,1.010946723,TRUE
24015,"MD",1.630610257,4.725063761,9.174356191,7.2845,NA,FALSE
24017,"MD",2.353672414,4.817154937,8.852662611,9.5924,1.787215098,FALSE
24021,"MD",3.272536733,4.916216766,8.818295865,9.1999,1.527916567,FALSE
24025,"MD",1.704277339,5.376512816,9.212892678,8.5942,NA,TRUE
24027,"MD",1.921170044,6.091459506,8.841633057,11.773,1.5201153,TRUE
24031,"MD",2.469634537,6.638266139,7.534775776,10.6287,2.955145512,TRUE
24033,"MD",3.005876565,6.537626839,7.832398813,8.1969,2.336248916,TRUE
24037,"MD",1.856586427,4.733259455,9.21494257,9.0438,NA,FALSE
24043,"MD",1.80795404,4.823067268,9.08345561,5.9719,NA,FALSE
24045,"MD",2.556964848,4.623080237,9.279102442,5.6608,NA,TRUE
24047,"MD",1.344436216,3.747722654,8.871896975,6.1145,NA,TRUE
24510,"MD",2.365818795,7.993616323,6.95889303,4.884,1.9926309,TRUE
25001,"MA",2.611970209,5.355213629,8.791999221,7.0621,1.375835972,TRUE
25003,"MA",2.919880705,4.001205033,8.559965747,5.6674,1.909830165,FALSE
25005,"MA",2.720793279,5.947366411,9.041567944,6.6157,1.853603094,TRUE
25009,"MA",3.570287471,6.36738978,8.322360597,7.5878,2.107817893,TRUE
25011,"MA",1.677751236,3.673900101,8.660255347,5.9522,0.497575511,FALSE
25013,"MA",3.193289335,5.669790505,9.024374189,5.3403,1.587821126,TRUE
25015,"MA",1.850752181,4.751518201,7.842467008,6.7044,NA,FALSE
25017,"MA",1.840599286,6.564738939,7.448454924,9.7012,2.135490047,TRUE
25021,"MA",1.826687895,6.482967115,7.521545752,9.9511,2.665170787,TRUE
25023,"MA",2.42364816,5.669658645,8.7171073,8.5654,1.763892304,TRUE
25025,"MA",2.440184402,8.475059508,4.811136221,6.4582,3.483014078,TRUE
25027,"MA",4.201074519,5.318527221,8.896011465,7.1895,1.757525585,TRUE
26005,"MI",1.082327737,3.953638045,9.374039298,5.9883,NA,FALSE
26007,"MI",1.095820083,2.994914603,9.219806173,4.1991,NA,TRUE
26015,"MI",1.213024616,3.721043907,9.353743953,6.1016,NA,FALSE
26017,"MI",1.476201984,4.544116971,9.369302569,4.8005,NA,TRUE
26021,"MI",1.282047115,4.669480181,9.075119842,4.9135,1.50574419,FALSE
26023,"MI",0.866481036,3.540995533,9.291449653,5.0536,NA,FALSE
26025,"MI",1.558286304,4.309884499,9.237205411,4.7426,NA,FALSE
26037,"MI",1.831111714,3.939355102,9.266602192,6.7482,NA,FALSE
26039,"MI",1.35989033,2.279159658,9.026548673,4.7443,NA,TRUE
26045,"MI",1.876813624,4.281325511,9.334762291,6.2474,NA,FALSE
26049,"MI",2.027481248,5.553314212,9.369115104,4.7006,1.174454512,TRUE
26057,"MI",1.454530286,3.362103996,9.033712145,4.4991,NA,TRUE
26059,"MI",1.47474452,3.405775342,8.889415232,4.8392,0.953168967,FALSE
26065,"MI",3.399900399,5.273098982,8.572158701,5.094,NA,TRUE
26069,"MI",2.271103305,2.901568883,9.180672269,4.2102,NA,TRUE
26073,"MI",1.241574252,3.85870909,8.634295794,4.4408,NA,TRUE
26075,"MI",2.027481249,4.479367364,9.329769921,5.1431,1.231960078,FALSE
26077,"MI",1.286860782,5.1479921,8.988624355,5.4431,0.720414265,TRUE
26081,"MI",2.42737648,5.615753069,9.058050892,6.0351,1.726457094,TRUE
26087,"MI",1.976480582,3.970891572,9.461680975,5.8952,0.841605039,FALSE
26091,"MI",1.0037172,3.940712296,9.271500379,5.3972,NA,FALSE
26093,"MI",1.489020888,4.817141576,9.350672589,8.0897,1.939202393,FALSE
26099,"MI",2.320850945,6.518500467,9.495073862,6.0466,1.728712033,TRUE
26103,"MI",1.121455262,2.66174484,8.897998224,5.0771,NA,TRUE
26115,"MI",2.541629535,4.671304577,9.408427877,6.1514,2.358609962,FALSE
26121,"MI",1.502075193,4.891590228,9.506127047,4.8329,2.936970234,FALSE
26123,"MI",1.764912126,3.135858903,9.240845797,4.6724,NA,FALSE
26125,"MI",2.784165743,6.282341594,9.308118081,7.6387,1.558286304,TRUE
26127,"MI",1.429747473,2.997421453,9.092983457,4.6217,NA,TRUE
26139,"MI",1.425667791,5.197187684,9.186172428,6.7468,NA,TRUE
26145,"MI",2.023051704,4.57051032,9.274273844,4.6919,1.391835849,FALSE
26147,"MI",2.399661189,4.469222089,9.445214979,5.524,NA,FALSE
26155,"MI",1.547212435,3.939675849,9.112978225,5.4742,NA,FALSE
26157,"MI",1.637389643,3.288090358,9.406802357,4.7694,0.861152972,FALSE
26161,"MI",2.827690271,5.239474173,7.981370012,6.9434,1.269480856,TRUE
26163,"MI",3.309982053,7.046151451,9.065076839,4.5321,1.768488761,TRUE
27003,"MN",2.001966937,5.710353889,9.045432654,7.9923,NA,TRUE
27005,"MN",1.177912719,2.255718965,8.73223635,5.9278,NA,TRUE
27009,"MN",2.397913315,3.593482481,9.103861649,5.6357,NA,TRUE
27017,"MN",1.140277061,2.763880929,9.243282764,6.039,NA,TRUE
27023,"MN",1.019519081,2.112139572,8.714521452,5.4552,NA,TRUE
27025,"MN",1.588150822,3.915046166,9.087206007,8.0409,NA,FALSE
27027,"MN",1.515181886,3.081500111,8.817652449,6.5,1.674711957,TRUE
27033,"MN",1.572765729,1.955284804,8.817345598,5.3354,NA,TRUE
27037,"MN",1.439597355,5.612140007,8.954151166,8.3288,NA,TRUE
27047,"MN",0.922307554,2.837128077,9.180993637,5.2447,NA,TRUE
27053,"MN",1.600501889,6.68929974,8.090136721,7.4113,1.501132853,TRUE
27059,"MN",1.375835972,3.511664577,9.277102252,7.2473,NA,FALSE
27061,"MN",1.521970796,1.875072487,9.042849193,5.3022,NA,TRUE
27063,"MN",1.121455262,1.729608748,8.812583925,5.701,NA,TRUE
27067,"MN",1.798872385,3.018861726,9.073901278,5.9089,NA,TRUE
27083,"MN",0.870852912,2.637018006,8.869244936,5.5525,NA,TRUE
27091,"MN",1.167941848,2.424410592,8.828006088,5.3915,NA,TRUE
27097,"MN",1.17827349,2.432998214,8.854320988,5.4962,NA,TRUE
27101,"MN",1.4698785,1.564519593,8.73263057,5.75,NA,TRUE
27105,"MN",2.466046716,2.446033314,9.019890458,5.4149,NA,TRUE
27109,"MN",1.784943465,4.445525017,8.554748346,7.488,NA,TRUE
27111,"MN",1.065786905,2.417616913,8.753755384,5.7131,NA,TRUE
27115,"MN",2.205370809,2.096672586,9.066677339,4.9138,NA,TRUE
27119,"MN",1.283147907,1.82289768,8.955252545,5.7151,NA,TRUE
27123,"MN",1.607194801,7.162565634,8.325571096,6.2304,NA,TRUE
27131,"MN",2.756671031,3.91126335,8.188966961,6.5758,NA,FALSE
27137,"MN",1.940531258,2.515628025,8.780133847,5.3344,1.000266445,TRUE
27145,"MN",2.873854651,3.768248162,8.736874798,6.0606,NA,TRUE
27153,"MN",2.373542248,2.31960354,8.813450614,5.2872,NA,TRUE
27163,"MN",1.771050377,5.477567555,9.069248624,9.2376,NA,TRUE
27169,"MN",1.381705416,3.45724767,8.570663812,5.5529,0.982655558,TRUE
28001,"MS",2.11678642,3.294631244,9.490146093,2.9203,NA,TRUE
28011,"MS",2.229102909,2.710697765,9.326723324,2.9912,NA,TRUE
28013,"MS",1.750438873,2.287317865,9.567454268,3.644,NA,TRUE
28015,"MS",2.574590442,1.873746557,9.577340769,4.306,NA,TRUE
28019,"MS",1.326639246,2.065776608,9.428093645,3.7203,NA,TRUE
28027,"MS",0.957015761,2.905640961,9.294406884,3.0009,NA,TRUE
28031,"MS",1.572324514,2.904633734,9.674457429,3.5931,NA,TRUE
28033,"MS",1.340012208,4.873347333,9.670636161,6.5169,NA,FALSE
28035,"MS",1.488419498,4.127850225,8.86823847,4.0675,NA,TRUE
28043,"MS",1.728761103,2.997604375,9.493030714,3.6877,NA,TRUE
28045,"MS",1.370681169,3.578000447,9.434591561,4.7543,NA,FALSE
28047,"MS",1.303634241,4.835153129,9.202682563,4.5566,NA,TRUE
28049,"MS",1.846513113,4.690327323,9.486515725,4.3005,NA,TRUE
28057,"MS",2.287365768,2.830759276,9.440042827,4.051,NA,TRUE
28059,"MS",1.922644862,4.312301646,9.636859127,5.1142,NA,TRUE
28063,"MS",1.346917849,1.746993088,9.528508772,2.0188,NA,TRUE
28065,"MS",1.568522413,2.468437968,9.542594385,3.0083,NA,TRUE
28071,"MS",1.035329647,3.365262527,9.17222964,4.7132,NA,TRUE
28073,"MS",1.771449368,3.766626281,9.194880115,5.8188,NA,TRUE
28075,"MS",1.364570435,3.78512793,9.445359519,4.1704,0.779470922,TRUE
28079,"MS",1.986247334,2.757809858,9.508515815,3.3482,NA,TRUE
28081,"MS",1.102048844,4.264719106,9.609294183,4.7978,NA,TRUE
28085,"MS",1.443026433,3.134184211,9.564665768,4.0355,NA,TRUE
28089,"MS",1.435893884,3.940521739,9.556676142,7.169,NA,TRUE
28091,"MS",1.510116359,2.959219479,9.282626475,3.1446,NA,TRUE
28095,"MS",1.758030979,2.926723718,9.4395218,4.094,NA,TRUE
28099,"MS",1.612539712,3.000557458,9.357870008,3.6875,NA,TRUE
28103,"MS",1.826457333,1.858243501,9.623905204,3.6,NA,TRUE
28105,"MS",1.076830207,3.693118338,9.207368265,3.88,NA,TRUE
28107,"MS",1.048399527,2.973413957,9.557792992,3.6563,NA,TRUE
28109,"MS",1.541195943,3.280385829,9.385007794,4.582,NA,TRUE
28113,"MS",1.180148817,3.641279973,9.378791201,3.091,NA,TRUE
28121,"MS",1.178912027,4.255739647,9.65905029,6.4557,NA,TRUE
28123,"MS",1.900144006,2.885569245,9.615558981,3.3735,NA,TRUE
28127,"MS",1.068751307,2.89169376,9.708424352,3.7946,NA,TRUE
28129,"MS",1.601250546,2.303321975,9.189440994,4.1657,NA,TRUE
28133,"MS",1.574877645,2.790928772,9.397379913,3.0029,NA,TRUE
28139,"MS",0.870042447,2.931170019,9.407213562,3.9839,NA,TRUE
28141,"MS",1.243562958,2.880941031,9.835107764,3.7312,NA,TRUE
28145,"MS",2.067465223,3.227170679,9.81251051,4.1287,NA,TRUE
28151,"MS",1.167189145,3.304795647,9.670884572,3.0834,NA,TRUE
28157,"MS",1.532229946,1.727108033,9.539227895,2.6599,NA,TRUE
28163,"MS",2.156624006,2.463053685,9.613875174,3.1402,NA,TRUE
29007,"MO",2.558657536,2.655992,9.05557128,4.3761,NA,TRUE
29019,"MO",1.224590858,4.51763109,8.936990201,5.4043,NA,TRUE
29029,"MO",0.987132504,3.254294227,9.233676021,5.2087,NA,TRUE
29031,"MO",1.031501899,3.92203797,9.315524056,5.173,NA,TRUE
29047,"MO",1.004368697,5.37381703,9.230320558,6.8367,NA,TRUE
29051,"MO",1.213618203,4.310987023,9.507057429,5.7587,NA,TRUE
29071,"MO",1.868329725,3.748798355,9.413410633,5.5312,NA,FALSE
29077,"MO",1.912025613,5.05834204,9.216051748,4.4808,NA,TRUE
29095,"MO",2.045970476,6.065227355,9.04769079,5.2805,1.166707648,TRUE
29099,"MO",1.265759315,4.856834855,9.505757715,6.303,NA,FALSE
29101,"MO",0.783106432,3.198163151,8.989578275,5.3056,NA,FALSE
29107,"MO",0.948565666,3.020859062,9.111199947,5.4661,NA,FALSE
29113,"MO",0.77181818,3.477933617,9.540123457,6.1628,NA,FALSE
29133,"MO",0.93725746,2.60039823,9.371205551,3.2846,NA,TRUE
29135,"MO",1.589167853,2.675481894,9.198664441,5.4828,NA,TRUE
29157,"MO",1.011301237,2.737060397,9.612403101,5.4964,NA,TRUE
29159,"MO",1.491388013,3.173190699,9.246953385,4.4382,NA,TRUE
29165,"MO",0.972346536,4.407643047,9.254137819,7.6912,NA,FALSE
29183,"MO",1.996354482,5.514838801,9.267769712,8.1411,1.021977844,TRUE
29189,"MO",2.571853672,6.632723604,8.998245227,6.53,2.044450136,TRUE
29195,"MO",1.100444383,2.480170152,9.231888275,4.3201,NA,TRUE
29211,"MO",1.186599608,1.386435228,9.074923547,4.2604,NA,TRUE
29510,"MO",1.881894159,7.596551232,8.014057432,4.1107,0.988016279,TRUE
30029,"MT",1.435893884,1.931596676,8.782096736,5.2966,NA,TRUE
30031,"MT",1.908210134,2.586185302,8.29542133,6.1499,NA,TRUE
30101,"MT",1.054727182,0.070516044,7.307871449,4.6823,NA,TRUE
30111,"MT",1.745398377,3.077134368,9.211098679,5.9117,NA,TRUE
31001,"NE",1.78596454,3.067999352,9.214992928,5.1536,NA,TRUE
31019,"NE",1.345453696,2.911610562,9.229439459,5.6952,NA,TRUE
31023,"NE",1.100444384,1.712286267,8.937836515,5.5562,NA,TRUE
31037,"NE",2.476807653,2.288707601,8.522054611,5.6528,NA,TRUE
31043,"NE",2.035717968,3.423997143,9.187345526,5.5017,NA,TRUE
31047,"NE",2.848676348,2.226881789,9.387636243,5.3769,NA,TRUE
31053,"NE",1.469878501,3.288201417,9.408772697,5.3101,NA,FALSE
31055,"NE",1.726457094,6.409959134,9.167140201,6.1688,NA,TRUE
31067,"NE",0.443400489,2.314192626,9.00923361,5.1662,NA,TRUE
31079,"NE",2.344200226,3.723808533,9.425008098,5.4742,1.457170005,TRUE
31109,"NE",2.128291988,4.879539101,9.044513007,5.8009,NA,FALSE
31119,"NE",1.915169242,3.157464543,9.231829712,5.2857,NA,TRUE
31141,"NE",2.526217294,2.915898722,9.192621538,6.2617,NA,TRUE
31151,"NE",2.468264636,2.256683994,9.033153206,5.1143,NA,TRUE
31153,"NE",1.580514672,5.547576492,9.495213138,7.9549,NA,TRUE
31155,"NE",1.37755925,2.369708078,9.222663832,6.6718,NA,FALSE
31185,"NE",1.657973146,2.220910289,8.94760412,5.9779,NA,TRUE
32003,"NV",2.292997007,4.558804524,8.897769971,5.6802,1.4420729,TRUE
32031,"NV",2.642296258,3.25102079,8.947114843,6.1155,2.30535805,FALSE
32510,"NV",1.221958161,4.994004309,9.238729051,5.2034,NA,TRUE
33003,"NH",1.647447821,2.987179338,8.975590586,6.1116,NA,TRUE
33005,"NH",1.129421451,3.740875752,8.53505769,6.3057,NA,FALSE
33009,"NH",1.724341513,3.00254629,8.370003304,6.3153,NA,TRUE
33011,"NH",2.514538354,5.173843134,8.998968102,7.8655,1.442072893,TRUE
33013,"NH",1.79380311,4.103151103,8.903108096,7.2478,NA,FALSE
33015,"NH",2.072020034,5.100323948,8.968197422,9.0429,NA,TRUE
33017,"NH",1.133422791,4.858719692,8.802675787,7.065,NA,FALSE
34001,"NJ",2.860704258,5.250995198,8.53031638,5.9989,1.597512154,TRUE
34003,"NJ",3.282263637,7.313088694,7.618289745,9.5837,2.49406043,TRUE
34005,"NJ",3.025535429,5.379701697,9.042626433,8.4992,1.29585516,TRUE
34007,"NJ",2.654843126,6.798306899,8.601884395,6.7118,1.837577053,TRUE
34009,"NJ",2.008352581,5.006396987,8.675334056,6.369,0.909733671,TRUE
34011,"NJ",2.119843976,4.830227513,9.207668871,5.2593,NA,FALSE
34013,"NJ",2.995504477,7.782506468,6.914594305,5.9302,1.515213967,TRUE
34015,"NJ",2.227895827,5.845494261,9.178565998,8.516,1.853603094,TRUE
34017,"NJ",3.840778863,8.575785293,4.527495315,6.6289,2.06609357,TRUE
34019,"NJ",1.949296872,4.752154801,8.585198573,11.2535,1.733093707,FALSE
34021,"NJ",2.308805697,6.44600426,8.277962567,7.999,1.870287343,TRUE
34023,"NJ",2.911867599,6.919898622,8.212421948,8.5954,1.631286384,TRUE
34025,"NJ",3.578922645,6.252264366,8.330458378,9.5699,1.803090669,TRUE
34027,"NJ",2.778505992,6.023530827,8.628418624,11.1316,1.545101153,TRUE
34029,"NJ",2.62160343,5.869410735,9.038356823,6.8021,1.264134698,TRUE
34031,"NJ",3.791708557,6.955006847,8.309345157,6.6476,2.234507793,TRUE
34033,"NJ",1.649695078,4.34218382,9.305166269,6.4309,NA,FALSE
34035,"NJ",2.043690409,6.025319585,8.6382526,11.1772,1.61194432,TRUE
34037,"NJ",1.767808969,4.709894992,9.11086703,9.052,1.376845864,FALSE
34039,"NJ",3.568461943,7.60784688,7.661180551,7.7095,2.151760119,TRUE
34041,"NJ",2.447219388,4.767115545,9.050377881,7.8145,1.643999133,FALSE
35001,"NM",1.90357119,5.395330385,8.987182349,5.1643,1.549099079,TRUE
35006,"NM",1.311474043,0.839229063,8.440159431,3.7368,NA,FALSE
35013,"NM",1.125090947,3.054819449,9.162812263,3.9164,NA,FALSE
35031,"NM",2.344916886,1.622351703,8.43219243,3.1674,NA,FALSE
35035,"NM",2.897291705,1.314983889,9.261913987,4.2752,NA,FALSE
35043,"NM",1.952560346,2.616610214,9.170477578,5.942,NA,FALSE
35045,"NM",1.821025158,2.20909859,9.414418027,5.0582,1.700290658,TRUE
35049,"NM",1.609183119,3.372543561,8.751000801,5.9192,NA,FALSE
36001,"NY",1.330444065,5.414593713,8.456927501,6.4535,1.508828704,TRUE
36007,"NY",2.066829855,4.698131114,8.924784159,5.0859,NA,TRUE
36009,"NY",1.265704674,3.165560882,9.122721602,4.724,NA,FALSE
36011,"NY",1.90186771,3.799471391,9.0701863,5.6579,NA,FALSE
36015,"NY",1.150364022,4.433149847,9.22816409,5.3299,NA,TRUE
36017,"NY",1.475514266,3.082419309,8.947000745,5.0595,NA,FALSE
