"GEOID","state","R","density_log","private","hincome","R_death","sensitivitydensity"
36019,"NY",1.571798125,3.419472108,9.081088784,5.5178,NA,TRUE
36021,"NY",1.432475211,3.647598517,8.516099742,6.3032,1.322678557,FALSE
36025,"NY",1.905979342,2.552794827,8.299605383,4.8827,NA,FALSE
36027,"NY",2.433873999,4.972341887,8.345146445,7.8028,1.814161841,TRUE
36029,"NY",2.479717097,5.82986921,8.947937235,5.5673,1.658125601,TRUE
36031,"NY",1.688592692,2.136775902,8.771460821,5.6196,NA,TRUE
36037,"NY",2.027481249,3.85138359,9.215134244,5.9338,NA,FALSE
36043,"NY",1.735027749,2.870675057,8.909473835,5.1862,NA,TRUE
36045,"NY",1.538627075,3.566003248,8.737968317,5.2268,NA,TRUE
36051,"NY",1.333804809,3.688003691,8.872175116,5.6071,NA,FALSE
36053,"NY",1.007606275,3.768203847,8.767933513,6.0228,NA,FALSE
36055,"NY",2.239591061,6.080608614,8.885000377,5.7479,1.486551958,TRUE
36057,"NY",1.026085296,3.873452869,8.863065029,4.5837,NA,FALSE
36059,"NY",4.988498704,7.504685327,7.587958779,11.124,4.002735683,TRUE
36063,"NY",1.772155618,5.075194256,9.315187432,5.4085,NA,TRUE
36065,"NY",1.873747289,4.314787435,9.041026153,5.3844,NA,FALSE
36067,"NY",1.854568606,5.445259668,8.792013908,5.9225,0.954193821,TRUE
36069,"NY",1.589832693,4.169793792,9.098722069,6.3359,NA,FALSE
36071,"NY",2.365264711,5.178065529,8.475741988,7.6716,1.587528905,TRUE
36075,"NY",0.985532025,3.902819139,9.150766284,5.3597,NA,FALSE
36077,"NY",1.201354996,3.177950958,8.360512203,5.3121,NA,TRUE
36079,"NY",1.816993734,5.118935026,8.514092583,10.2186,1.310058055,TRUE
36083,"NY",1.170227414,4.546994761,8.938282207,6.5851,NA,FALSE
36087,"NY",4.287765867,6.541634533,8.258653554,9.1108,3.250367313,TRUE
36089,"NY",1.50781315,2.780387981,8.779876239,4.9305,NA,TRUE
36091,"NY",2.169918316,4.650927045,9.090024948,8.0839,NA,FALSE
36093,"NY",1.282153266,5.677118791,8.90055974,6.3785,1.137436434,TRUE
36101,"NY",1.528967118,3.313659621,9.078778669,5.1789,NA,TRUE
36103,"NY",3.35159065,6.449183176,8.7590384,9.6675,2.364671724,TRUE
36105,"NY",1.843943994,3.431617822,9.027082491,5.6256,NA,FALSE
36109,"NY",1.868894009,4.414216186,7.146649108,5.8743,NA,FALSE
36111,"NY",2.946684558,4.137955646,8.505642648,6.3348,NA,FALSE
36113,"NY",1.397998869,3.376323605,9.117458486,5.9813,NA,TRUE
36117,"NY",1.363842897,4.093681835,9.267444574,5.5765,NA,FALSE
36119,"NY",3.370732379,6.746689171,6.63520141,9.2758,4.470019946,TRUE
37001,"NC",1.51821408,4.924649506,9.471502033,4.5735,NA,FALSE
37009,"NC",1.186599613,3.207537038,9.137959453,4.0978,NA,FALSE
37017,"NC",1.693257477,2.743408477,9.502284203,3.2378,NA,FALSE
37021,"NC",0.90774244,4.94252329,8.668528712,5.0668,NA,TRUE
37023,"NC",2.034267023,4.237287089,9.524203669,4.2516,NA,FALSE
37025,"NC",1.913224895,5.246996903,9.254633648,6.4174,NA,TRUE
37033,"NC",1.294870469,3.0704735,9.555040067,4.3961,NA,FALSE
37035,"NC",1.275619553,5.00711359,9.35331984,5.1157,NA,TRUE
37045,"NC",1.299980057,4.401436542,9.547612903,4.0393,NA,FALSE
37047,"NC",1.699762856,3.175237154,9.616038757,3.6398,1.517440409,FALSE
37049,"NC",1.230311368,4.03192624,9.226390464,5.087,NA,TRUE
37051,"NC",1.744241413,5.242115935,8.944888343,4.5716,NA,TRUE
37057,"NC",1.569360751,4.734333707,9.439216227,4.7271,NA,FALSE
37061,"NC",1.23196008,3.320530981,9.468285535,3.885,NA,TRUE
37063,"NC",1.289046854,5.889641134,8.747328249,5.819,NA,TRUE
37065,"NC",1.674711952,3.76603858,8.971344946,3.5516,NA,TRUE
37067,"NC",2.279576981,5.804318907,9.172047571,5.0128,NA,TRUE
37069,"NC",1.610568341,3.862877678,9.2965394,5.3175,1.421602326,FALSE
37071,"NC",1.708946175,5.40938843,9.459224716,4.9384,NA,TRUE
37077,"NC",2.24533471,3.773211402,9.387199627,5.5628,NA,FALSE
37081,"NC",1.619176999,5.676908514,9.157828561,5.1072,0.942958239,TRUE
37083,"NC",1.114414499,3.372890492,9.512208125,3.4251,NA,TRUE
37089,"NC",1.54183906,4.704737112,9.10899637,5.2815,1.542581566,FALSE
37091,"NC",2.113080932,3.295010869,9.282877317,3.7005,NA,TRUE
37097,"NC",1.696601194,4.675412022,9.233877881,5.8198,NA,FALSE
37101,"NC",2.191436331,4.411602556,9.227293473,5.6842,0.629544791,FALSE
37105,"NC",2.145817888,4.473127846,9.561250095,4.8873,NA,FALSE
37119,"NC",2.469709889,6.518880414,8.686579815,6.4312,1.32802273,TRUE
37125,"NC",3.063139648,3.888247878,9.139950227,5.7899,NA,FALSE
37127,"NC",1.270639863,4.226460524,9.413314972,4.8362,NA,FALSE
37129,"NC",1.259098938,6.01259904,8.932566464,5.2716,NA,TRUE
37131,"NC",0.911171515,2.766402836,9.452622553,3.5499,NA,TRUE
37133,"NC",1.570367569,4.499681863,8.564336373,4.9491,NA,FALSE
37135,"NC",1.473209182,4.866109821,7.470334186,6.8211,NA,FALSE
37141,"NC",1.743121723,3.14325263,9.192484906,5.2989,NA,FALSE
37147,"NC",1.438698462,4.600941126,9.270992459,4.4315,NA,TRUE
37151,"NC",1.332441799,4.247664858,9.472237493,4.5006,NA,FALSE
37153,"NC",1.432475211,3.637708775,9.476464101,3.6091,NA,TRUE
37155,"NC",3.199094796,3.999553385,9.663592428,3.3679,NA,FALSE
37159,"NC",1.860391001,4.64935205,9.352008773,4.8667,1.753238763,FALSE
37161,"NC",1.319159013,3.837489946,9.420702389,4.0347,NA,FALSE
37179,"NC",1.09106332,4.812728516,9.045386017,7.5397,NA,FALSE
37183,"NC",2.098374243,6.031905989,8.789701685,7.6956,NA,TRUE
37191,"NC",1.954264688,4.449701426,9.428746929,4.2192,1.532229946,TRUE
37195,"NC",1.730244717,4.444879353,9.32755007,4.285,NA,FALSE
37197,"NC",2.767370632,3.790695237,9.373056995,4.2876,NA,FALSE
38015,"ND",0.70954166,2.956384749,9.383828978,6.9719,NA,TRUE
38017,"ND",1.902117261,3.489385866,9.179252327,6.2031,NA,TRUE
38035,"ND",1.743121723,2.888839335,8.998909318,5.1951,NA,TRUE
38061,"ND",0.976130003,0.4843111,8.427063133,7.0678,NA,TRUE
38089,"ND",0.824961393,1.945925119,9.049297953,7.5708,NA,TRUE
39003,"OH",1.534859742,4.624974628,9.44104361,5.0552,1.167647882,TRUE
39007,"OH",1.728284029,4.022295962,9.386145228,4.4823,1.383847026,FALSE
39013,"OH",2.04556541,3.933410229,9.469311928,4.9361,NA,FALSE
39017,"OH",1.342744411,5.718089806,9.216634807,6.3358,NA,TRUE
39023,"OH",1.539302535,4.900638896,9.160224877,4.8502,NA,FALSE
39025,"OH",1.557627625,5.127243345,9.268796295,6.4822,NA,TRUE
39027,"OH",1.102258264,3.681780256,9.179824097,5.1354,NA,FALSE
39029,"OH",2.283226731,4.360317015,9.44247967,4.6306,1.316541678,FALSE
39033,"OH",1.601250546,3.73945084,9.432441148,4.2892,NA,TRUE
39035,"OH",2.650568304,6.985711672,8.74264834,4.8435,1.461381974,TRUE
39037,"OH",1.305169375,3.531861777,9.216331906,5.2691,0.629544794,FALSE
39041,"OH",1.575125968,5.022596213,8.969058775,10.4322,NA,TRUE
39045,"OH",1.351991439,4.717385076,9.321551384,6.6175,NA,FALSE
39049,"OH",2.414555198,6.738218924,8.928757134,5.8762,1.350283613,TRUE
39055,"OH",1.448284901,4.501000925,8.982350812,7.9956,NA,FALSE
39061,"OH",2.215643325,6.637544695,8.778202391,5.4976,1.170447264,TRUE
39075,"OH",1.937062684,3.656180288,7.611863973,6.2111,NA,FALSE
39077,"OH",1.267618667,3.846742424,9.350257213,5.1559,NA,FALSE
39085,"OH",1.805775762,5.967240999,9.361511489,6.3475,NA,TRUE
39089,"OH",1.511486073,4.545286559,9.143010307,6.2715,NA,FALSE
39093,"OH",1.524376491,5.467743724,9.199052473,5.6965,NA,TRUE
39095,"OH",2.583059037,6.215535774,9.242792264,4.6924,1.104459165,TRUE
39099,"OH",2.001361419,5.411716567,9.270814954,4.4682,0.974686994,TRUE
39101,"OH",4.417029598,4.152504773,9.390338614,4.5464,NA,FALSE
39103,"OH",1.616381161,5.062043214,9.289429402,7.4243,1.432475211,TRUE
39109,"OH",1.296857948,4.578242124,9.368272909,5.7544,0.957015761,FALSE
39111,"OH",1.663525465,2.518114941,9.368932039,4.3956,1.191725191,FALSE
39113,"OH",2.27981104,6.104057389,9.058816665,4.9314,NA,TRUE
39123,"OH",1.994922052,4.139122068,9.324523534,5.7918,NA,FALSE
39129,"OH",1.700290652,3.7588007,9.478814078,6.2214,NA,FALSE
39133,"OH",1.480295203,4.851059241,9.104127347,5.6618,0.90934234,FALSE
39137,"OH",1.7196467,3.318006456,9.434248092,6.2001,0.74276453,TRUE
39139,"OH",1.893631678,4.575106718,9.334250234,4.7346,NA,FALSE
39141,"OH",1.674711952,3.778117269,9.449767954,4.8403,NA,TRUE
39149,"OH",0.940807001,3.846047002,9.403628304,6.1042,NA,TRUE
39151,"OH",2.111341191,5.529748985,9.270934386,5.219,1.803090669,TRUE
39153,"OH",2.036111644,6.228126375,9.251097283,5.5448,0.847905182,TRUE
39155,"OH",1.8638755,4.877726022,9.474079466,4.5975,1.18659961,FALSE
39157,"OH",1.220464787,4.142716837,9.315739387,5.117,NA,FALSE
39165,"OH",1.416203603,5.321208109,9.242566282,8.333,2.358609974,TRUE
39167,"OH",1.458466181,3.63080474,9.174128979,4.8572,1.048399522,TRUE
39169,"OH",1.598408258,4.378012154,8.95198761,5.6348,1.025145398,FALSE
39171,"OH",0.905549107,3.541671681,9.367211615,4.9491,NA,FALSE
39173,"OH",1.422762439,4.363111508,9.165092843,5.9789,1.615569098,FALSE
40001,"OK",1.066143397,2.726000244,9.278557114,3.2986,NA,TRUE
40015,"OK",1.505744192,2.190598607,9.283793474,4.4588,NA,TRUE
40017,"OK",1.612539711,3.9070888,9.405988982,7.1157,NA,FALSE
40019,"OK",1.44774726,3.106077175,9.439754038,4.9216,NA,TRUE
40023,"OK",2.209912611,2.030872668,9.288419374,3.2129,NA,TRUE
40027,"OK",2.43417878,5.211039953,9.268343395,6.2863,1.346917849,TRUE
40031,"OK",0.777122157,3.802426609,8.513368793,5.2227,NA,TRUE
40037,"OK",0.74276453,3.34751544,9.347653142,4.9578,NA,FALSE
40041,"OK",2.842572271,3.077299055,9.271113502,3.9742,1.505744192,TRUE
40055,"OK",0.668079042,1.326509841,9.090449722,3.8322,NA,TRUE
40071,"OK",1.105159749,2.972807715,9.327021357,4.5426,NA,TRUE
40089,"OK",2.373833601,1.934231108,9.640399738,3.5829,NA,TRUE
40109,"OK",2.065367767,5.96985284,9.289018986,5.2855,0.929844487,TRUE
40113,"OK",1.218447184,2.099176543,9.417527705,4.7789,NA,FALSE
40125,"OK",1.202741021,3.527512485,9.196770802,4.7683,NA,FALSE
40131,"OK",0.959842989,3.905268342,9.41093155,6.2949,NA,FALSE
40139,"OK",2.498329894,1.362009772,9.319505095,5.045,NA,TRUE
40143,"OK",2.344394947,6.012618826,9.241742548,5.3902,0.71457077,TRUE
40145,"OK",1.329142437,3.917014821,9.410216935,6.1566,1.150659335,FALSE
40147,"OK",1.604643473,3.858085134,9.255390384,5.2103,1.837577053,FALSE
41005,"OR",1.930561512,4.351803915,8.555828542,7.6597,NA,FALSE
41007,"OR",0.741856911,2.847793749,8.304968197,5.2583,NA,FALSE
41011,"OR",1.137436435,2.724554955,8.804843013,4.3308,NA,TRUE
41029,"OR",1.550477783,3.338840592,8.594785876,5.0851,NA,TRUE
41035,"OR",1.082327737,1.461856411,8.950023648,4.3522,NA,TRUE
41039,"OR",1.674711952,3.395355389,8.141436318,4.9958,NA,TRUE
41043,"OR",1.110908147,2.979105072,8.990775485,5.2097,NA,TRUE
41047,"OR",2.424655996,4.634498802,8.884917507,5.6097,NA,FALSE
41051,"OR",2.27846836,6.489629744,6.983911574,6.4337,1.708946165,TRUE
41053,"OR",1.454530286,3.671236163,8.774533405,5.8344,NA,TRUE
41059,"OR",1.416448459,2.209632749,9.240007625,5.1887,NA,TRUE
41067,"OR",2.610531504,5.643322707,8.351179252,7.801,NA,TRUE
42001,"PA",1.696601194,4.323981059,9.172645056,6.4507,NA,FALSE
42003,"PA",2.084497842,6.472302056,8.008947926,5.8383,2.062391889,TRUE
42005,"PA",1.405480341,3.707465694,9.280266593,4.9032,NA,FALSE
42007,"PA",1.951017719,5.020381246,9.061629221,5.5828,1.777403852,TRUE
42011,"PA",2.225706466,5.222908198,8.975992284,6.1522,2.523996599,TRUE
42017,"PA",3.15136807,5.99016915,8.888033029,8.6055,1.698929987,TRUE
42019,"PA",1.297879345,4.500022929,9.172573729,6.8472,NA,FALSE
42025,"PA",1.623240308,4.190306111,9.219005248,5.3624,1.15065933,FALSE
42027,"PA",1.615569111,3.980945284,7.803191489,5.8055,NA,TRUE
42029,"PA",1.971730745,5.547729728,8.623541113,9.6726,2.254331562,TRUE
42037,"PA",2.847440616,3.984947582,9.125197141,4.9889,NA,TRUE
42041,"PA",1.666311803,5.115786006,9.009485707,6.8895,NA,TRUE
42043,"PA",1.703744975,5.283974978,8.70894602,5.8916,1.973711828,TRUE
42045,"PA",3.129690913,7.068129396,8.068050131,7.1539,2.104008983,TRUE
42049,"PA",1.524376488,4.909357256,9.003386628,4.9716,NA,TRUE
42051,"PA",1.708946176,4.200740884,9.387172692,4.4476,NA,FALSE
42055,"PA",1.706275926,4.314913157,9.240458759,5.9713,NA,FALSE
42063,"PA",1.393822729,3.725548218,8.917355372,4.6877,NA,FALSE
42067,"PA",1.871416521,3.19070736,9.035459713,5.2765,NA,FALSE
42069,"PA",2.101778075,5.194898074,9.104101468,5.0875,1.650998149,TRUE
42071,"PA",2.462038275,5.358937879,8.839204957,6.3823,1.650200173,TRUE
42073,"PA",1.366908257,4.587125316,9.288340064,4.886,NA,FALSE
42075,"PA",2.44028184,4.959530551,9.068294752,5.9114,NA,FALSE
42077,"PA",3.407198393,5.968571572,9.020139561,6.2178,1.737094337,TRUE
42079,"PA",3.657995676,4.935692648,9.147968054,5.1646,1.593914259,FALSE
42081,"PA",1.413791558,3.597022622,9.149028814,5.2407,NA,TRUE
42085,"PA",1.31933506,4.204063744,9.022529971,4.8768,NA,FALSE
42089,"PA",2.899155852,4.680326267,8.819813352,6.3931,1.380467315,FALSE
42091,"PA",2.251429912,6.460457391,8.521819966,8.8166,2.451739991,TRUE
42093,"PA",1.429747473,3.991800914,8.780431254,5.7183,NA,TRUE
42095,"PA",3.632839005,5.739691714,8.966512347,6.7565,1.281227173,TRUE
42097,"PA",1.794629292,4.377326667,9.237862893,4.7063,NA,FALSE
42101,"PA",4.041216325,8.387914627,5.957400202,4.3744,2.649292286,TRUE
42103,"PA",2.09303926,3.704892661,8.950312603,6.4247,NA,FALSE
42107,"PA",1.810868916,4.297724385,9.29769801,4.919,NA,FALSE
42115,"PA",1.598957826,3.012062898,9.253290207,5.3059,NA,FALSE
42119,"PA",1.153616189,4.005900427,8.35218452,5.6026,NA,TRUE
42125,"PA",1.880970378,4.539349334,9.058104539,6.1567,NA,FALSE
42127,"PA",1.674711952,3.336025821,8.880185669,5.4851,NA,FALSE
42129,"PA",1.858960902,4.921525382,9.207242419,5.8866,1.543448431,FALSE
42133,"PA",2.340601529,5.224353587,9.327913453,6.3902,NA,TRUE
44001,"RI",0.900487788,6.680750496,8.630456106,7.5578,NA,TRUE
44003,"RI",1.247362677,5.941940941,9.434867835,7.0223,NA,TRUE
44005,"RI",1.130934031,5.744842677,8.423399487,7.7237,NA,TRUE
44007,"RI",1.520549147,6.381576204,8.798710364,5.5233,NA,TRUE
44009,"RI",1.308149109,5.003353087,9.033858542,8.1301,NA,TRUE
45003,"SC",1.405480341,4.055514614,9.537096293,5.0036,NA,FALSE
45007,"SC",1.930289694,4.61500581,9.454035965,4.7906,NA,FALSE
45011,"SC",1.429747468,2.767989098,9.650627875,3.6566,NA,FALSE
45013,"SC",2.292016491,4.688541287,8.852699642,6.311,NA,FALSE
45015,"SC",1.697003101,4.134977729,9.167545949,5.9995,NA,FALSE
45019,"SC",2.441050788,4.994518704,8.680012465,6.1028,NA,TRUE
45027,"SC",1.595496495,3.102197112,9.435117174,3.7525,NA,FALSE
45031,"SC",1.405480341,3.855580419,9.528650647,3.6254,NA,TRUE
45035,"SC",1.401847002,4.52153765,9.360448345,6.1698,NA,FALSE
45039,"SC",1.007952972,2.601039354,9.648626341,3.6294,NA,FALSE
45041,"SC",1.628449339,4.190676136,9.401502099,4.5479,NA,TRUE
45043,"SC",1.186599613,3.351673138,9.105777924,4.8071,NA,FALSE
45045,"SC",2.125251437,5.402231669,9.23152124,5.6789,1.803090671,TRUE
45051,"SC",1.564840999,4.51847971,9.201870873,4.8279,NA,TRUE
45055,"SC",1.739307601,3.490013122,9.540672692,4.9392,NA,FALSE
45057,"SC",2.577467134,3.986988133,9.228440952,5.5223,NA,FALSE
45061,"SC",1.325439803,2.895446747,9.465084279,3.1651,NA,FALSE
45063,"SC",2.001153138,4.976412057,9.332290532,5.9593,NA,TRUE
45067,"SC",1.768393997,3.26165935,9.631934566,3.3046,NA,TRUE
45069,"SC",1.635794336,3.147977928,9.611099207,3.4203,NA,TRUE
45075,"SC",0.926257581,3.474725187,9.446521409,3.6188,NA,FALSE
45079,"SC",1.705218385,5.278602817,8.561439108,5.3922,0.929028554,TRUE
45083,"SC",2.273376133,4.911686225,9.467388502,5.0179,NA,FALSE
45085,"SC",1.721928509,4.133297497,9.48266884,4.3792,NA,FALSE
45091,"SC",1.797234144,4.85399285,9.262729873,6.2431,NA,FALSE
46073,"SD",2.817942715,0.41838953,8.291139241,4.9519,NA,TRUE
46083,"SD",1.465831566,3.400610073,9.42345387,8.1422,NA,TRUE
46099,"SD",2.945533006,4.395260101,9.246174727,6.0028,NA,TRUE
46103,"SD",2.533584416,2.641741948,9.165048188,5.5024,NA,TRUE
46127,"SD",2.379518084,2.490857105,9.27050915,6.9563,NA,TRUE
47007,"TN",12.4369495,2.5040678,9.105836159,4.2889,NA,FALSE
47009,"TN",1.484233126,4.442744306,9.424449481,5.414,NA,FALSE
47011,"TN",1.237747911,4.755514687,9.255273721,4.814,NA,FALSE
47035,"TN",1.475063183,3.458800122,9.466864301,4.3893,NA,TRUE
47037,"TN",2.180736754,6.173898604,8.894798796,5.6507,2.65264448,TRUE
47043,"TN",1.171835088,3.667229746,9.407256457,5.0549,NA,FALSE
47047,"TN",1.264134698,3.046604111,9.412778672,5.9017,NA,FALSE
47053,"TN",1.126991832,3.460275439,9.377365155,4.1886,NA,TRUE
47065,"TN",1.946161971,5.478529049,9.066228685,5.3035,0.957015761,TRUE
47081,"TN",0.913305598,2.744952819,9.11197316,4.1998,NA,FALSE
47093,"TN",1.802489567,5.794145668,9.122917152,5.4437,NA,TRUE
47095,"TN",1.113090255,2.903632903,9.201680672,3.4966,NA,TRUE
47107,"TN",1.073735545,3.848372462,9.424641612,4.1398,0.806405389,FALSE
47111,"TN",1.275619558,3.331038585,9.638897365,3.6246,NA,TRUE
47113,"TN",1.584556868,4.221289638,9.281635874,4.6223,NA,TRUE
47119,"TN",1.173303858,3.931417053,9.409877972,5.4249,NA,FALSE
47125,"TN",1.831111713,4.815475462,9.399617128,5.5972,NA,FALSE
47141,"TN",1.276379571,4.242997723,9.514487314,4.0888,NA,TRUE
47143,"TN",1.698815793,3.662082171,9.38299532,3.9451,NA,FALSE
47147,"TN",1.634282208,3.984014974,9.27282635,6.1774,NA,FALSE
47149,"TN",2.826589404,5.098056023,9.351324118,6.3846,NA,TRUE
47157,"TN",2.503843589,6.151263543,9.312974056,4.9782,1.308002391,TRUE
47163,"TN",1.65068527,4.986893609,9.40590999,4.3442,NA,TRUE
47165,"TN",1.80266743,4.763461341,9.230430859,6.4631,0.635502495,FALSE
47167,"TN",1.349928873,3.940635416,9.659457655,6.0167,NA,FALSE
47181,"TN",0.688524889,2.191904436,9.449040662,3.8634,NA,TRUE
47185,"TN",1.41129927,3.276686546,9.465469754,4.0745,NA,TRUE
47187,"TN",1.706776121,4.799082424,8.8105788,10.9026,NA,FALSE
47189,"TN",1.857603149,4.345154141,9.160683682,7.1513,NA,FALSE
48001,"TX",1.79787625,3.055934737,9.547945205,4.3355,NA,TRUE
48021,"TX",1.517440409,3.473334206,9.339837588,6.2941,NA,FALSE
48027,"TX",1.431038764,4.735919703,9.281464323,5.4184,NA,FALSE
48037,"TX",1.611796008,3.698419224,9.486669211,4.7505,NA,TRUE
48039,"TX",2.151070553,4.489287219,9.499525312,7.927,NA,FALSE
48041,"TX",1.392212731,4.855964542,9.016539266,4.6839,1.172359455,TRUE
48053,"TX",1.01251738,2.809474388,8.896960048,5.9238,NA,FALSE
48061,"TX",2.240057492,5.170739668,9.369210325,3.7132,NA,TRUE
48071,"TX",1.613583419,3.122041878,9.47749378,7.685,NA,FALSE
48085,"TX",2.80351459,5.883533924,8.83560855,9.4192,NA,TRUE
48091,"TX",1.259098938,4.315592834,9.001867505,7.5356,NA,TRUE
48099,"TX",1.895807375,3.320238809,8.638907176,5.144,NA,FALSE
48113,"TX",2.707142705,6.95599924,8.97188783,5.6854,1.035329647,TRUE
48121,"TX",1.845877548,5.674155763,8.950667413,8.3376,1.186599613,TRUE
48135,"TX",0.831486425,4.077209758,9.510557019,6.0676,NA,TRUE
48139,"TX",1.753238763,4.123066649,9.26512717,7.2213,NA,FALSE
48141,"TX",2.137899152,5.721153718,9.129670772,4.4597,NA,TRUE
48157,"TX",1.739307601,5.569701848,9.174314835,9.5561,NA,TRUE
48163,"TX",2.217058411,1.768934121,9.474000601,4.2476,NA,TRUE
48167,"TX",2.73076622,5.694645151,9.188995215,6.9369,2.105036381,TRUE
48177,"TX",1.21456033,1.969823938,8.916223404,5.3006,NA,TRUE
48183,"TX",1.280758883,5.147327668,9.395158341,4.9287,NA,TRUE
48187,"TX",1.036059927,4.268266019,9.406752745,7.0931,NA,FALSE
48199,"TX",1.679698643,3.16491795,9.575915782,5.9105,NA,TRUE
48201,"TX",2.126820854,6.832576231,9.036379392,6.0146,2.287365762,TRUE
48209,"TX",2.807285399,4.493914266,8.843038989,6.5935,NA,FALSE
48215,"TX",1.657089637,5.249285189,8.904014782,3.8398,NA,TRUE
48225,"TX",1.354664264,2.007417992,9.513214505,3.4297,NA,TRUE
48245,"TX",1.434662006,4.710911004,9.613073849,4.8463,1.583601171,FALSE
48251,"TX",1.994922052,4.387198039,9.482930241,6.2066,NA,FALSE
48253,"TX",1.9776105,2.12825479,9.237696335,4.5694,NA,TRUE
48257,"TX",1.726457091,3.934033799,9.415322209,6.539,NA,FALSE
48291,"TX",1.295149991,3.227317654,9.471292434,4.985,NA,FALSE
48303,"TX",2.201206115,4.789214887,9.323334018,5.0473,1.450825265,TRUE
48309,"TX",0.792117865,4.471102564,9.277175374,4.8199,NA,TRUE
48319,"TX",0.912170783,0.511495112,9.018830525,4.0708,NA,TRUE
48321,"TX",1.878704674,2.55561729,9.287011807,4.55,NA,FALSE
48329,"TX",1.381705417,4.072420762,9.514665952,7.8888,NA,TRUE
48339,"TX",2.151159094,5.129394975,9.105080585,7.7416,NA,TRUE
48341,"TX",2.197401155,2.240719984,9.411528822,5.1527,NA,TRUE
48347,"TX",1.997844612,3.270328947,9.237071173,4.3598,NA,TRUE
48355,"TX",0.931341475,5.054110192,9.345739615,5.5048,NA,TRUE
48357,"TX",0.513856714,1.458951342,9.499664954,4.9928,NA,TRUE
48361,"TX",1.853603094,4.550683059,9.498280842,5.57,NA,TRUE
48365,"TX",1.444030996,2.438823398,9.503451118,5.1569,NA,FALSE
48375,"TX",2.386124964,3.940844177,9.407831534,4.3157,NA,TRUE
48381,"TX",1.295594294,3.934477811,9.433218263,6.7397,NA,TRUE
48387,"TX",1.027402206,1.566543699,9.102537652,3.7955,NA,TRUE
48419,"TX",1.674711952,2.513663508,9.388637082,4.0764,NA,TRUE
48423,"TX",1.390564766,4.475893517,9.329433542,5.3511,NA,FALSE
48439,"TX",1.752061161,6.695530817,9.286879625,6.4874,1.47772213,TRUE
48441,"TX",1.546804919,4.015627827,9.08006427,5.0818,NA,TRUE
48451,"TX",1.405480341,3.330854457,9.006051976,5.1675,NA,TRUE
48453,"TX",1.557212149,5.989924186,8.420082679,7.1767,1.571159263,TRUE
48469,"TX",1.703016875,3.637274105,9.277883699,5.5631,NA,TRUE
48477,"TX",0.909199194,3.070636629,9.373810171,5.6237,1.65160007,FALSE
48479,"TX",2.509285532,3.358640877,9.316582053,4.2293,0.906084977,TRUE
48481,"TX",1.551529338,2.686085591,9.676683149,4.9619,NA,FALSE
48485,"TX",1.293426309,4.392925244,8.621477405,4.6575,NA,TRUE
48491,"TX",1.365615279,4.98314747,8.957054748,8.3679,NA,TRUE
49005,"UT",1.44362279,3.620125356,8.660259161,5.684,NA,FALSE
49011,"UT",2.083089301,5.981549465,8.964790681,7.969,NA,TRUE
49035,"UT",2.746038364,6.283352024,8.663028338,7.123,NA,TRUE
49037,"UT",2.450101338,-0.31736443,8.445566779,4.468,NA,TRUE
49043,"UT",1.512871209,2.013972156,7.948284526,10.0453,NA,FALSE
49045,"UT",1.39693397,1.175044803,9.132277727,7.102,NA,FALSE
49049,"UT",2.978541221,4.600673095,8.520144501,7.0408,NA,FALSE
49051,"UT",1.701415915,2.044928593,9.161277284,7.7449,NA,FALSE
49057,"UT",2.476682707,5.043287242,9.093024638,6.4636,NA,TRUE
50001,"VT",1.431313691,2.920563569,8.15460324,6.5093,NA,TRUE
50007,"VT",2.460849715,4.724233165,8.169367392,6.9896,NA,TRUE
50011,"VT",1.449984861,3.370412152,9.062599049,6.4258,NA,TRUE
50021,"VT",1.820760146,3.242453582,8.889300384,5.4973,NA,TRUE
50025,"VT",1.518910829,3.085811032,7.939413803,5.2659,NA,FALSE
51003,"VA",1.326195203,3.970698231,8.561246607,7.5394,NA,FALSE
51013,"VA",1.850150012,8.034730995,5.909063068,11.7374,NA,TRUE
51029,"VA",1.304264219,2.435430462,9.311821379,4.6261,NA,TRUE
51035,"VA",1.589832693,3.196036759,9.530206615,4.3532,NA,FALSE
51041,"VA",1.772899511,5.664516785,9.276058789,8.0214,NA,TRUE
51059,"VA",3.014420391,6.973787503,8.06988917,12.1133,NA,TRUE
51061,"VA",1.265054776,3.660567255,8.934267273,9.7469,NA,FALSE
51065,"VA",2.972242898,3.5462327,9.098712446,7.4931,NA,TRUE
51069,"VA",1.443026434,4.29206563,9.330790733,7.325,NA,FALSE
51075,"VA",1.762307706,3.394366452,9.245926487,8.9741,NA,FALSE
51081,"VA",1.424102473,2.773313946,9.087674714,4.4534,NA,TRUE
51085,"VA",1.924842388,4.410288088,9.043465432,8.8652,NA,FALSE
51087,"VA",3.039336185,6.228713588,9.156075848,6.8572,NA,TRUE
51093,"VA",2.381337153,3.76462027,9.530345147,7.1376,NA,FALSE
51095,"VA",1.442242648,5.202031859,9.097755641,8.3048,NA,TRUE
51107,"VA",2.533584439,5.454845543,8.611964198,13.6268,NA,TRUE
51109,"VA",1.267618667,3.250054188,9.076174042,5.9343,NA,FALSE
51117,"VA",1.544041926,3.005774998,9.011359895,4.2025,NA,TRUE
51121,"VA",1.288445649,4.545097914,8.381496466,5.4641,NA,TRUE
51131,"VA",3.875745902,3.118155728,8.670794634,4.3553,NA,FALSE
