date_T,date_T_minus_20,active_deaths_T,active_cases_T_minus_20,P_ID_estimate
2020-05-21,2020-05-01,0,20.0,0.0
2020-05-22,2020-05-02,1,20.0,0.05
2020-05-23,2020-05-03,0,20.0,0.0
2020-05-24,2020-05-04,0,20.0,0.0
2020-05-25,2020-05-05,0,23.0,0.0
2020-05-26,2020-05-06,0,23.0,0.0
2020-05-27,2020-05-07,0,18.0,0.0
2020-05-28,2020-05-08,0,18.0,0.0
2020-05-29,2020-05-09,0,17.0,0.0
2020-05-30,2020-05-10,0,18.0,0.0
2020-05-31,2020-05-11,0,16.0,0.0
2020-06-01,2020-05-12,0,12.0,0.0
2020-06-02,2020-05-13,0,14.0,0.0
2020-06-03,2020-05-14,0,13.0,0.0
2020-06-04,2020-05-15,0,11.0,0.0
2020-06-05,2020-05-16,1,10.0,0.1
2020-06-06,2020-05-17,0,10.0,0.0
2020-06-07,2020-05-18,0,23.0,0.0
2020-06-08,2020-05-19,0,24.0,0.0
2020-06-09,2020-05-20,0,26.0,0.0
2020-06-10,2020-05-21,0,30.0,0.0
2020-06-11,2020-05-22,0,32.0,0.0
2020-06-12,2020-05-23,0,32.0,0.0
2020-06-13,2020-05-24,0,30.0,0.0
2020-06-14,2020-05-25,0,31.0,0.0
2020-06-15,2020-05-26,0,34.0,0.0
2020-06-16,2020-05-27,0,32.0,0.0
2020-06-17,2020-05-28,0,33.0,0.0
2020-06-18,2020-05-29,0,36.0,0.0
2020-06-19,2020-05-30,0,37.0,0.0
2020-06-20,2020-05-31,0,37.0,0.0
2020-06-21,2020-06-01,0,27.0,0.0
2020-06-22,2020-06-02,0,24.0,0.0
2020-06-23,2020-06-03,0,22.0,0.0
2020-06-24,2020-06-04,0,18.0,0.0
2020-06-25,2020-06-05,0,19.0,0.0
2020-06-26,2020-06-06,0,24.0,0.0
2020-06-27,2020-06-07,0,24.0,0.0
2020-06-28,2020-06-08,0,24.0,0.0
2020-06-29,2020-06-09,0,21.0,0.0
2020-06-30,2020-06-10,0,24.0,0.0
2020-07-01,2020-06-11,0,24.0,0.0
2020-07-02,2020-06-12,0,21.0,0.0
2020-07-03,2020-06-13,0,20.0,0.0
2020-07-04,2020-06-14,0,23.0,0.0
2020-07-05,2020-06-15,0,25.0,0.0
2020-07-06,2020-06-16,0,25.0,0.0
2020-07-07,2020-06-17,1,25.0,0.04
2020-07-08,2020-06-18,0,25.0,0.0
2020-07-09,2020-06-19,0,24.0,0.0
2020-07-10,2020-06-20,0,19.0,0.0
2020-07-11,2020-06-21,0,18.0,0.0
2020-07-12,2020-06-22,0,18.0,0.0
2020-07-13,2020-06-23,0,21.0,0.0
2020-07-14,2020-06-24,0,20.0,0.0
2020-07-15,2020-06-25,0,24.0,0.0
2020-07-16,2020-06-26,0,31.0,0.0
2020-07-17,2020-06-27,0,32.0,0.0
2020-07-18,2020-06-28,0,31.0,0.0
2020-07-19,2020-06-29,0,28.0,0.0
2020-07-20,2020-06-30,0,27.0,0.0
2020-07-21,2020-07-01,0,31.0,0.0
2020-07-22,2020-07-02,1,42.0,0.023809523809523808
2020-07-23,2020-07-03,0,41.0,0.0
2020-07-24,2020-07-04,0,46.0,0.0
2020-07-25,2020-07-05,0,53.0,0.0
2020-07-26,2020-07-06,0,54.0,0.0
2020-07-27,2020-07-07,0,53.0,0.0
2020-07-28,2020-07-08,0,51.0,0.0
2020-07-29,2020-07-09,0,55.0,0.0
2020-07-30,2020-07-10,0,54.0,0.0
2020-07-31,2020-07-11,0,61.0,0.0
2020-08-01,2020-07-12,0,64.0,0.0
2020-08-02,2020-07-13,0,69.0,0.0
2020-08-03,2020-07-14,0,78.0,0.0
2020-08-04,2020-07-15,1,75.0,0.013333333333333334
2020-08-05,2020-07-16,0,64.0,0.0
2020-08-06,2020-07-17,0,73.0,0.0
2020-08-07,2020-07-18,0,76.0,0.0
2020-08-08,2020-07-19,0,71.0,0.0
2020-08-09,2020-07-20,0,70.0,0.0
2020-08-10,2020-07-21,0,73.0,0.0
2020-08-11,2020-07-22,0,75.0,0.0
2020-08-12,2020-07-23,0,73.0,0.0
2020-08-13,2020-07-24,0,67.0,0.0
2020-08-14,2020-07-25,0,67.0,0.0
2020-08-15,2020-07-26,0,67.0,0.0
2020-08-16,2020-07-27,0,60.0,0.0
2020-08-17,2020-07-28,0,59.0,0.0
2020-08-18,2020-07-29,0,70.0,0.0
2020-08-19,2020-07-30,0,73.0,0.0
2020-08-20,2020-07-31,0,65.0,0.0
2020-08-21,2020-08-01,0,66.0,0.0
2020-08-22,2020-08-02,0,68.0,0.0
2020-08-23,2020-08-03,0,67.0,0.0
2020-08-24,2020-08-04,0,65.0,0.0
2020-08-25,2020-08-05,0,65.0,0.0
2020-08-26,2020-08-06,0,61.0,0.0
2020-08-27,2020-08-07,0,63.0,0.0
2020-08-28,2020-08-08,0,77.0,0.0
2020-08-29,2020-08-09,0,75.0,0.0
2020-08-30,2020-08-10,0,75.0,0.0
2020-08-31,2020-08-11,0,69.0,0.0
2020-09-01,2020-08-12,0,64.0,0.0
2020-09-02,2020-08-13,0,68.0,0.0
2020-09-03,2020-08-14,0,69.0,0.0
2020-09-04,2020-08-15,0,74.0,0.0
2020-09-05,2020-08-16,0,69.0,0.0
2020-09-06,2020-08-17,0,72.0,0.0
2020-09-07,2020-08-18,0,68.0,0.0
2020-09-08,2020-08-19,0,71.0,0.0
2020-09-09,2020-08-20,0,68.0,0.0
2020-09-10,2020-08-21,0,67.0,0.0
2020-09-11,2020-08-22,0,54.0,0.0
2020-09-12,2020-08-23,0,54.0,0.0
2020-09-13,2020-08-24,0,54.0,0.0
2020-09-14,2020-08-25,0,55.0,0.0
2020-09-15,2020-08-26,0,53.0,0.0
2020-09-16,2020-08-27,0,48.0,0.0
2020-09-17,2020-08-28,0,50.0,0.0
2020-09-18,2020-08-29,0,37.0,0.0
2020-09-19,2020-08-30,0,39.0,0.0
2020-09-20,2020-08-31,0,36.0,0.0
2020-09-21,2020-09-01,0,39.0,0.0
2020-09-22,2020-09-02,0,38.0,0.0
2020-09-23,2020-09-03,0,50.0,0.0
2020-09-24,2020-09-04,0,49.0,0.0
2020-09-25,2020-09-05,0,43.0,0.0
2020-09-26,2020-09-06,0,42.0,0.0
2020-09-27,2020-09-07,0,51.0,0.0
2020-09-28,2020-09-08,0,53.0,0.0
2020-09-29,2020-09-09,0,50.0,0.0
2020-09-30,2020-09-10,0,56.0,0.0
2020-10-01,2020-09-11,0,58.0,0.0
2020-10-02,2020-09-12,0,60.0,0.0
2020-10-03,2020-09-13,0,61.0,0.0
2020-10-04,2020-09-14,0,63.0,0.0
2020-10-05,2020-09-15,0,79.0,0.0
2020-10-06,2020-09-16,0,79.0,0.0
2020-10-07,2020-09-17,0,76.0,0.0
2020-10-08,2020-09-18,0,77.0,0.0
2020-10-09,2020-09-19,0,74.0,0.0
2020-10-10,2020-09-20,0,74.0,0.0
2020-10-11,2020-09-21,0,65.0,0.0
2020-10-12,2020-09-22,0,64.0,0.0
2020-10-13,2020-09-23,0,69.0,0.0
2020-10-14,2020-09-24,0,61.0,0.0
2020-10-15,2020-09-25,0,54.0,0.0
2020-10-16,2020-09-26,0,54.0,0.0
2020-10-17,2020-09-27,0,52.0,0.0
2020-10-18,2020-09-28,0,53.0,0.0
2020-10-19,2020-09-29,0,34.0,0.0
2020-10-20,2020-09-30,0,43.0,0.0
2020-10-21,2020-10-01,0,38.0,0.0
2020-10-22,2020-10-02,0,41.0,0.0
2020-10-23,2020-10-03,0,44.0,0.0
2020-10-24,2020-10-04,0,43.0,0.0
2020-10-25,2020-10-05,0,43.0,0.0
2020-10-26,2020-10-06,0,43.0,0.0
2020-10-27,2020-10-07,0,45.0,0.0
2020-10-28,2020-10-08,0,49.0,0.0
2020-10-29,2020-10-09,0,52.0,0.0
2020-10-30,2020-10-10,0,57.0,0.0
2020-10-31,2020-10-11,1,62.0,0.016129032258064516
2020-11-01,2020-10-12,0,65.0,0.0
2020-11-02,2020-10-13,0,75.0,0.0
2020-11-03,2020-10-14,0,70.0,0.0
2020-11-04,2020-10-15,0,77.0,0.0
2020-11-05,2020-10-16,0,81.0,0.0
2020-11-06,2020-10-17,1,90.0,0.011111111111111112
2020-11-07,2020-10-18,0,91.0,0.0
2020-11-08,2020-10-19,0,97.0,0.0
2020-11-09,2020-10-20,0,106.0,0.0
2020-11-10,2020-10-21,1,97.0,0.010309278350515464
2020-11-11,2020-10-22,0,114.0,0.0
2020-11-12,2020-10-23,0,120.0,0.0
2020-11-13,2020-10-24,0,124.0,0.0
2020-11-14,2020-10-25,0,124.0,0.0
2020-11-15,2020-10-26,0,125.0,0.0
2020-11-16,2020-10-27,0,124.0,0.0
2020-11-17,2020-10-28,0,142.0,0.0
2020-11-18,2020-10-29,0,131.0,0.0
2020-11-19,2020-10-30,0,143.0,0.0
2020-11-20,2020-10-31,0,138.0,0.0
2020-11-21,2020-11-01,2,136.0,0.014705882352941176
2020-11-22,2020-11-02,0,143.0,0.0
2020-11-23,2020-11-03,1,157.0,0.006369426751592357
2020-11-24,2020-11-04,0,157.0,0.0
2020-11-25,2020-11-05,0,148.0,0.0
2020-11-26,2020-11-06,0,167.0,0.0
2020-11-27,2020-11-07,0,258.0,0.0
2020-11-28,2020-11-08,0,252.0,0.0
2020-11-29,2020-11-09,0,252.0,0.0
2020-11-30,2020-11-10,0,252.0,0.0
2020-12-01,2020-11-11,7,237.0,0.029535864978902954
2020-12-02,2020-11-12,5,256.0,0.01953125
2020-12-03,2020-11-13,0,248.0,0.0
2020-12-04,2020-11-14,1,241.0,0.004149377593360996
2020-12-05,2020-11-15,0,256.0,0.0
2020-12-06,2020-11-16,0,635.0,0.0
2020-12-07,2020-11-17,1,644.0,0.0015527950310559005
2020-12-08,2020-11-18,0,644.0,0.0
2020-12-09,2020-11-19,0,698.0,0.0
2020-12-10,2020-11-20,4,670.0,0.005970149253731343
2020-12-11,2020-11-21,0,618.0,0.0
2020-12-12,2020-11-22,2,635.0,0.0031496062992125984
2020-12-13,2020-11-23,0,641.0,0.0
2020-12-14,2020-11-24,0,1167.0,0.0
2020-12-15,2020-11-25,5,1236.0,0.0040453074433656954
2020-12-16,2020-11-26,0,1217.0,0.0
2020-12-17,2020-11-27,1,1205.0,0.0008298755186721991
2020-12-18,2020-11-28,1,1205.0,0.0008298755186721991
2020-12-19,2020-11-29,0,1357.0,0.0
2020-12-20,2020-11-30,2,1079.0,0.0018535681186283596
2020-12-21,2020-12-01,1,1105.0,0.0009049773755656109
2020-12-22,2020-12-02,1,1209.0,0.0008271298593879239
2020-12-23,2020-12-03,1,1200.0,0.0008333333333333334
2020-12-24,2020-12-04,3,1241.0,0.0024174053182917004
2020-12-25,2020-12-05,0,1190.0,0.0
2020-12-26,2020-12-06,0,1284.0,0.0
2020-12-27,2020-12-07,0,1367.0,0.0
2020-12-28,2020-12-08,0,1158.0,0.0
2020-12-29,2020-12-09,0,1087.0,0.0
2020-12-30,2020-12-10,5,1330.0,0.0037593984962406013
2020-12-31,2020-12-11,3,1419.0,0.0021141649048625794
2021-01-01,2020-12-12,0,1524.0,0.0
2021-01-02,2020-12-13,1,1474.0,0.0006784260515603799
2021-01-03,2020-12-14,0,1450.0,0.0
2021-01-04,2020-12-15,0,1444.0,0.0
2021-01-05,2020-12-16,4,1340.0,0.0029850746268656717
2021-01-06,2020-12-17,0,1640.0,0.0
2021-01-07,2020-12-18,12,1699.0,0.007062978222483814
2021-01-08,2020-12-19,4,1699.0,0.002354326074161271
2021-01-09,2020-12-20,2,1619.0,0.0012353304508956147
2021-01-10,2020-12-21,0,1567.0,0.0
2021-01-11,2020-12-22,0,1291.0,0.0
2021-01-12,2020-12-23,0,1345.0,0.0
2021-01-13,2020-12-24,3,1142.0,0.002626970227670753
2021-01-14,2020-12-25,4,1053.0,0.003798670465337132
2021-01-15,2020-12-26,2,967.0,0.002068252326783868
2021-01-16,2020-12-27,1,850.0,0.001176470588235294
2021-01-17,2020-12-28,1,801.0,0.0012484394506866417
2021-01-18,2020-12-29,0,864.0,0.0
2021-01-19,2020-12-30,0,917.0,0.0
2021-01-20,2020-12-31,1,631.0,0.001584786053882726
2021-01-21,2021-01-01,2,531.0,0.003766478342749529
2021-01-22,2021-01-02,2,600.0,0.0033333333333333335
2021-01-23,2021-01-03,0,602.0,0.0
2021-01-24,2021-01-04,3,582.0,0.005154639175257732
2021-01-25,2021-01-05,1,540.0,0.001851851851851852
2021-01-26,2021-01-06,0,517.0,0.0
2021-01-27,2021-01-07,2,514.0,0.0038910505836575876
2021-01-28,2021-01-08,0,561.0,0.0
2021-01-29,2021-01-09,3,560.0,0.005357142857142857
2021-01-30,2021-01-10,0,601.0,0.0
2021-01-31,2021-01-11,0,570.0,0.0
2021-02-01,2021-01-12,0,451.0,0.0
2021-02-02,2021-01-13,1,506.0,0.001976284584980237
2021-02-03,2021-01-14,0,459.0,0.0
2021-02-04,2021-01-15,0,469.0,0.0
2021-02-05,2021-01-16,0,415.0,0.0
2021-02-06,2021-01-17,0,397.0,0.0
2021-02-07,2021-01-18,1,373.0,0.002680965147453083
2021-02-08,2021-01-19,1,365.0,0.0027397260273972603
2021-02-09,2021-01-20,2,353.0,0.0056657223796034
2021-02-10,2021-01-21,0,381.0,0.0
2021-02-11,2021-01-22,0,341.0,0.0
2021-02-12,2021-01-23,0,323.0,0.0
2021-02-13,2021-01-24,0,304.0,0.0
2021-02-14,2021-01-25,0,307.0,0.0
2021-02-15,2021-01-26,0,311.0,0.0
2021-02-16,2021-01-27,0,209.0,0.0
2021-02-17,2021-01-28,1,202.0,0.0049504950495049506
2021-02-18,2021-01-29,0,204.0,0.0
2021-02-19,2021-01-30,3,200.0,0.015
2021-02-20,2021-01-31,0,196.0,0.0
2021-02-21,2021-02-01,0,199.0,0.0
2021-02-22,2021-02-02,0,205.0,0.0
2021-02-23,2021-02-03,0,185.0,0.0
2021-02-24,2021-02-04,0,129.0,0.0
2021-02-25,2021-02-05,0,132.0,0.0
2021-02-26,2021-02-06,0,138.0,0.0
2021-02-27,2021-02-07,0,118.0,0.0
2021-02-28,2021-02-08,0,110.0,0.0
2021-03-01,2021-02-09,0,113.0,0.0
2021-03-02,2021-02-10,1,115.0,0.008695652173913044
2021-03-03,2021-02-11,0,103.0,0.0
2021-03-04,2021-02-12,0,94.0,0.0
2021-03-05,2021-02-13,1,83.0,0.012048192771084338
2021-03-06,2021-02-14,0,94.0,0.0
2021-03-07,2021-02-15,0,91.0,0.0
2021-03-08,2021-02-16,0,88.0,0.0
2021-03-09,2021-02-17,0,85.0,0.0
2021-03-10,2021-02-18,0,84.0,0.0
2021-03-11,2021-02-19,0,82.0,0.0
2021-03-12,2021-02-20,0,76.0,0.0
2021-03-13,2021-02-21,0,82.0,0.0
2021-03-14,2021-02-22,0,83.0,0.0
2021-03-15,2021-02-23,0,86.0,0.0
2021-03-16,2021-02-24,0,86.0,0.0
2021-03-17,2021-02-25,0,81.0,0.0
2021-03-18,2021-02-26,0,100.0,0.0
2021-03-19,2021-02-27,0,100.0,0.0
2021-03-20,2021-02-28,2,88.0,0.022727272727272728
2021-03-21,2021-03-01,0,96.0,0.0
2021-03-22,2021-03-02,1,100.0,0.01
2021-03-23,2021-03-03,0,104.0,0.0
2021-03-24,2021-03-04,0,108.0,0.0
2021-03-25,2021-03-05,2,111.0,0.018018018018018018
2021-03-26,2021-03-06,0,111.0,0.0
2021-03-27,2021-03-07,1,107.0,0.009345794392523364
2021-03-28,2021-03-08,0,101.0,0.0
2021-03-29,2021-03-09,0,101.0,0.0
2021-03-30,2021-03-10,0,100.0,0.0
2021-03-31,2021-03-11,0,103.0,0.0
2021-04-01,2021-03-12,0,89.0,0.0
2021-04-02,2021-03-13,0,92.0,0.0
2021-04-03,2021-03-14,0,82.0,0.0
2021-04-04,2021-03-15,0,79.0,0.0
2021-04-05,2021-03-16,0,77.0,0.0
2021-04-06,2021-03-17,0,70.0,0.0
2021-04-07,2021-03-18,0,65.0,0.0
2021-04-08,2021-03-19,0,63.0,0.0
2021-04-09,2021-03-20,0,70.0,0.0
2021-04-10,2021-03-21,0,66.0,0.0
2021-04-11,2021-03-22,0,75.0,0.0
2021-04-12,2021-03-23,0,72.0,0.0
2021-04-13,2021-03-24,0,74.0,0.0
2021-04-14,2021-03-25,0,170.0,0.0
2021-04-15,2021-03-26,0,164.0,0.0
2021-04-16,2021-03-27,0,166.0,0.0
2021-04-17,2021-03-28,0,166.0,0.0
2021-04-18,2021-03-29,0,182.0,0.0
2021-04-19,2021-03-30,0,183.0,0.0
2021-04-20,2021-03-31,0,187.0,0.0
2021-04-21,2021-04-01,0,193.0,0.0
2021-04-22,2021-04-02,0,189.0,0.0
2021-04-23,2021-04-03,0,192.0,0.0
2021-04-24,2021-04-04,0,192.0,0.0
2021-04-25,2021-04-05,0,198.0,0.0
2021-04-26,2021-04-06,0,201.0,0.0
2021-04-27,2021-04-07,1,200.0,0.005
2021-04-28,2021-04-08,0,103.0,0.0
2021-04-29,2021-04-09,0,111.0,0.0
2021-04-30,2021-04-10,0,114.0,0.0
2021-05-01,2021-04-11,0,114.0,0.0
2021-05-02,2021-04-12,0,121.0,0.0
2021-05-03,2021-04-13,0,127.0,0.0
2021-05-04,2021-04-14,0,130.0,0.0
2021-05-05,2021-04-15,0,127.0,0.0
2021-05-06,2021-04-16,0,133.0,0.0
2021-05-07,2021-04-17,1,123.0,0.008130081300813009
2021-05-08,2021-04-18,0,123.0,0.0
2021-05-09,2021-04-19,0,117.0,0.0
2021-05-10,2021-04-20,-1,127.0,-0.007874015748031496
2021-05-11,2021-04-21,0,128.0,0.0
2021-05-12,2021-04-22,0,134.0,0.0
2021-05-13,2021-04-23,0,135.0,0.0
2021-05-14,2021-04-24,0,127.0,0.0
2021-05-15,2021-04-25,0,127.0,0.0
2021-05-16,2021-04-26,0,99.0,0.0
2021-05-17,2021-04-27,0,111.0,0.0
2021-05-18,2021-04-28,0,111.0,0.0
2021-05-19,2021-04-29,0,103.0,0.0
2021-05-20,2021-04-30,0,100.0,0.0
2021-05-21,2021-05-01,0,100.0,0.0
2021-05-22,2021-05-02,0,100.0,0.0
2021-05-23,2021-05-03,0,100.0,0.0
2021-05-24,2021-05-04,0,91.0,0.0
2021-05-25,2021-05-05,0,85.0,0.0
2021-05-26,2021-05-06,0,82.0,0.0
2021-05-27,2021-05-07,0,77.0,0.0
2021-05-28,2021-05-08,0,77.0,0.0
2021-05-29,2021-05-09,0,77.0,0.0
2021-05-30,2021-05-10,0,88.0,0.0
2021-05-31,2021-05-11,0,76.0,0.0
2021-06-01,2021-05-12,0,68.0,0.0
2021-06-02,2021-05-13,0,69.0,0.0
2021-06-03,2021-05-14,0,67.0,0.0
2021-06-04,2021-05-15,0,67.0,0.0
2021-06-05,2021-05-16,0,67.0,0.0
2021-06-06,2021-05-17,0,62.0,0.0
2021-06-07,2021-05-18,1,57.0,0.017543859649122806
2021-06-08,2021-05-19,0,55.0,0.0
2021-06-09,2021-05-20,0,55.0,0.0
2021-06-10,2021-05-21,0,52.0,0.0
2021-06-11,2021-05-22,0,52.0,0.0
2021-06-12,2021-05-23,0,52.0,0.0
2021-06-13,2021-05-24,0,47.0,0.0
2021-06-14,2021-05-25,0,41.0,0.0
2021-06-15,2021-05-26,0,41.0,0.0
2021-06-16,2021-05-27,0,41.0,0.0
2021-06-17,2021-05-28,0,47.0,0.0
2021-06-18,2021-05-29,0,47.0,0.0
2021-06-19,2021-05-30,0,47.0,0.0
2021-06-20,2021-05-31,0,43.0,0.0
2021-06-21,2021-06-01,0,40.0,0.0
2021-06-22,2021-06-02,0,46.0,0.0
2021-06-23,2021-06-03,0,43.0,0.0
2021-06-24,2021-06-04,0,46.0,0.0
2021-06-25,2021-06-05,0,46.0,0.0
2021-06-26,2021-06-06,0,46.0,0.0
2021-06-27,2021-06-07,0,43.0,0.0
2021-06-28,2021-06-08,0,44.0,0.0
2021-06-29,2021-06-09,0,46.0,0.0
2021-06-30,2021-06-10,0,46.0,0.0
2021-07-01,2021-06-11,0,42.0,0.0
2021-07-02,2021-06-12,0,42.0,0.0
2021-07-03,2021-06-13,0,42.0,0.0
2021-07-04,2021-06-14,0,44.0,0.0
2021-07-05,2021-06-15,0,44.0,0.0
2021-07-06,2021-06-16,0,38.0,0.0
2021-07-07,2021-06-17,0,38.0,0.0
2021-07-08,2021-06-18,0,32.0,0.0
2021-07-09,2021-06-19,0,32.0,0.0
2021-07-10,2021-06-20,0,32.0,0.0
2021-07-11,2021-06-21,0,35.0,0.0
2021-07-12,2021-06-22,0,38.0,0.0
2021-07-13,2021-06-23,0,36.0,0.0
2021-07-14,2021-06-24,0,36.0,0.0
2021-07-15,2021-06-25,0,33.0,0.0
2021-07-16,2021-06-26,0,33.0,0.0
2021-07-17,2021-06-27,0,33.0,0.0
2021-07-18,2021-06-28,0,34.0,0.0
2021-07-19,2021-06-29,0,38.0,0.0
2021-07-20,2021-06-30,0,39.0,0.0
2021-07-21,2021-07-01,1,37.0,0.02702702702702703
2021-07-22,2021-07-02,0,38.0,0.0
2021-07-23,2021-07-03,0,38.0,0.0
2021-07-24,2021-07-04,0,38.0,0.0
2021-07-25,2021-07-05,0,32.0,0.0
2021-07-26,2021-07-06,0,24.0,0.0
2021-07-27,2021-07-07,0,33.0,0.0
2021-07-28,2021-07-08,0,31.0,0.0
2021-07-29,2021-07-09,0,28.0,0.0
2021-07-30,2021-07-10,0,28.0,0.0
2021-07-31,2021-07-11,0,28.0,0.0
2021-08-01,2021-07-12,0,26.0,0.0
2021-08-02,2021-07-13,0,24.0,0.0
2021-08-03,2021-07-14,0,23.0,0.0
2021-08-04,2021-07-15,0,26.0,0.0
2021-08-05,2021-07-16,1,30.0,0.03333333333333333
2021-08-06,2021-07-17,0,30.0,0.0
2021-08-07,2021-07-18,0,30.0,0.0
2021-08-08,2021-07-19,0,34.0,0.0
2021-08-09,2021-07-20,0,51.0,0.0
2021-08-10,2021-07-21,0,44.0,0.0
2021-08-11,2021-07-22,0,49.0,0.0
2021-08-12,2021-07-23,0,56.0,0.0
2021-08-13,2021-07-24,0,56.0,0.0
2021-08-14,2021-07-25,0,56.0,0.0
2021-08-15,2021-07-26,0,66.0,0.0
2021-08-16,2021-07-27,0,68.0,0.0
2021-08-17,2021-07-28,0,80.0,0.0
2021-08-18,2021-07-29,4,88.0,0.045454545454545456
2021-08-19,2021-07-30,0,92.0,0.0
2021-08-20,2021-07-31,0,92.0,0.0
2021-08-21,2021-08-01,0,92.0,0.0
2021-08-22,2021-08-02,0,100.0,0.0
2021-08-23,2021-08-03,0,114.0,0.0
2021-08-24,2021-08-04,-1,117.0,-0.008547008547008548
2021-08-25,2021-08-05,1,129.0,0.007751937984496124
2021-08-26,2021-08-06,0,140.0,0.0
2021-08-27,2021-08-07,0,140.0,0.0
2021-08-28,2021-08-08,0,140.0,0.0
2021-08-29,2021-08-09,0,155.0,0.0
2021-08-30,2021-08-10,1,204.0,0.004901960784313725
2021-08-31,2021-08-11,1,205.0,0.004878048780487805
2021-09-01,2021-08-12,2,214.0,0.009345794392523364
2021-09-02,2021-08-13,0,239.0,0.0
2021-09-03,2021-08-14,1,239.0,0.0041841004184100415
2021-09-04,2021-08-15,0,239.0,0.0
2021-09-05,2021-08-16,0,245.0,0.0
2021-09-06,2021-08-17,0,266.0,0.0
2021-09-07,2021-08-18,0,277.0,0.0
2021-09-08,2021-08-19,0,297.0,0.0
2021-09-09,2021-08-20,0,300.0,0.0
2021-09-10,2021-08-21,0,300.0,0.0
2021-09-11,2021-08-22,0,300.0,0.0
2021-09-12,2021-08-23,0,309.0,0.0
2021-09-13,2021-08-24,1,314.0,0.0031847133757961785
2021-09-14,2021-08-25,0,339.0,0.0
2021-09-15,2021-08-26,1,347.0,0.002881844380403458
2021-09-16,2021-08-27,0,349.0,0.0
2021-09-17,2021-08-28,0,349.0,0.0
2021-09-18,2021-08-29,0,349.0,0.0
2021-09-19,2021-08-30,0,377.0,0.0
2021-09-20,2021-08-31,0,424.0,0.0
2021-09-21,2021-09-01,3,427.0,0.00702576112412178
2021-09-22,2021-09-02,1,420.0,0.002380952380952381
2021-09-23,2021-09-03,1,460.0,0.002173913043478261
2021-09-24,2021-09-04,0,460.0,0.0
2021-09-25,2021-09-05,0,460.0,0.0
2021-09-26,2021-09-06,0,425.0,0.0
2021-09-27,2021-09-07,1,406.0,0.0024630541871921183
2021-09-28,2021-09-08,1,481.0,0.002079002079002079
2021-09-29,2021-09-09,0,487.0,0.0
2021-09-30,2021-09-10,2,497.0,0.004024144869215292
2021-10-01,2021-09-11,0,497.0,0.0
2021-10-02,2021-09-12,0,497.0,0.0
2021-10-03,2021-09-13,0,487.0,0.0
2021-10-04,2021-09-14,0,479.0,0.0
2021-10-05,2021-09-15,1,460.0,0.002173913043478261
2021-10-06,2021-09-16,0,464.0,0.0
2021-10-07,2021-09-17,2,444.0,0.0045045045045045045
2021-10-08,2021-09-18,-1,444.0,-0.0022522522522522522
2021-10-09,2021-09-19,0,444.0,0.0
2021-10-10,2021-09-20,0,487.0,0.0
2021-10-11,2021-09-21,0,504.0,0.0
2021-10-12,2021-09-22,0,408.0,0.0
2021-10-13,2021-09-23,0,400.0,0.0
