county,state,fips,total_cases,total_deaths,cfr,cfr_percent,mean_daily_cfr,median_daily_cfr,std_daily_cfr,min_daily_cfr,max_daily_cfr
Mason,Washington,53045,6968,93,0.013346727898966704,1.3346727898966704,0.01270540337420711,0.011576438542730678,0.007376514771845006,0.0,0.045454545454545456
Henderson,North Carolina,37089,17698,236,0.01333484009492598,1.3334840094925982,0.03159333010567937,0.016037306642402185,0.03231244532975001,0.0,0.1419753086419753
Lyman,South Dakota,46085,900,12,0.013333333333333334,1.3333333333333335,0.014885149697723019,0.016666666666666666,0.007445694839788254,0.0,0.03333333333333333
Oxford,Maine,23017,7662,102,0.01331245105716523,1.331245105716523,0.01175579971336946,0.014886619352605159,0.008270530915790568,0.0,0.023873873873873873
Kankakee,Illinois,17091,22538,300,0.013310852781968231,1.3310852781968232,0.023573298550777135,0.015540955269136049,0.015798416836460716,0.0,0.08754208754208755
Mecosta,Michigan,26107,6390,85,0.013302034428794992,1.330203442879499,0.033332804569772084,0.0109375,0.08758359707431168,0.005333333333333333,1.0
Magoffin,Kentucky,21153,2632,35,0.013297872340425532,1.3297872340425532,0.0069615776185169,0.0029154518950437317,0.006812191486301571,0.0,0.018304431599229287
Grant,Wisconsin,55043,9554,127,0.01329286162863722,1.329286162863722,0.033430646658237084,0.016308119361554477,0.03818812706073225,0.0,0.25
Greene,Iowa,19073,1355,18,0.013284132841328414,1.3284132841328413,0.007858233242005174,0.011194029850746268,0.006277439219843459,0.0,0.014345991561181435
Otero,New Mexico,35035,10918,145,0.013280820663125114,1.3280820663125115,0.011458165907084247,0.01231384028239517,0.003935285736163103,0.0,0.016666666666666666
Lincoln,Nebraska,31111,6476,86,0.013279802347127856,1.3279802347127856,0.0197285738831741,0.01448346944908921,0.017722417471021615,0.0,0.2
De Witt,Illinois,17039,2937,39,0.013278855975485188,1.3278855975485189,0.016143787746546966,0.02044862888975815,0.00926609765267338,0.0,0.028967254408060455
Jasper,Iowa,19099,6855,91,0.013274981765134938,1.3274981765134939,0.024437365434860442,0.017310885488504582,0.016347526973355557,0.0,0.06538461538461539
Parke,Indiana,18121,2713,36,0.013269443420567637,1.3269443420567637,0.009574972553223855,0.010663113479902286,0.005739802331819309,0.0,0.025
Whitman,Washington,53075,6260,83,0.013258785942492014,1.3258785942492013,0.007832436230558215,0.0111731843575419,0.005489354976747939,0.0,0.013634852011972065
Chaffee,Colorado,08015,2868,38,0.013249651324965132,1.3249651324965133,0.057475460706823384,0.016727272727272726,0.07586922741814771,0.0,0.2777777777777778
Madison,Alabama,01089,57750,765,0.013246753246753246,1.3246753246753247,0.011861715606161246,0.012893233956054594,0.0034555647780692257,0.0,0.023255813953488372
Norfolk city,Virginia,51710,27953,370,0.01323650413193575,1.3236504131935751,0.013190492246853576,0.013959421650263183,0.002960518877445697,0.0,0.025423728813559324
Dallas,Texas,48113,436400,5765,0.013210357470210815,1.3210357470210816,0.01397033665058788,0.01320925163842977,0.0041628274567220265,0.0,0.03550295857988166
Clinton,Indiana,18023,6965,92,0.013208901651112706,1.3208901651112706,0.017910981097516054,0.013407821229050279,0.020862072227347695,0.0,0.18181818181818182
