Time,S,I,H,M,D,I_count
0,0.998856489422527,0.00114351057747284,0,0,0,2
0.237224773151097,0.998284734133791,0.00171526586620926,0,0,0,3
0.802689612174117,0.997712978845054,0.00228702115494568,0,0,0,4
0.981570433118405,0.997141223556318,0.0028587764436821,0,0,0,5
0.999417943191098,0.996569468267582,0.00343053173241852,0,0,0,6
1.07324239325467,0.995997712978845,0.00400228702115495,0,0,0,7
1.08973778347044,0.995425957690109,0.00457404230989137,0,0,0,8
1.14660798332446,0.994854202401372,0.00514579759862779,0,0,0,9
1.48016669781363,0.994282447112636,0.00571755288736421,0,0,0,10
1.5616107852195,0.994854202401372,0.00514579759862779,0,0,0,9
1.58782025456451,0.995425957690109,0.00457404230989137,0,0,0,8
1.63080268819437,0.994854202401372,0.00514579759862779,0,0,0,9
1.68181745425632,0.994282447112636,0.00571755288736421,0,0,0,10
1.75244138465062,0.993710691823899,0.00628930817610063,0,0,0,11
1.76328017701516,0.993138936535163,0.00686106346483705,0,0,0,12
1.80031628023065,0.992567181246427,0.00743281875357347,0,0,0,13
1.81786934584271,0.993138936535163,0.00686106346483705,0,0,0,12
1.8443972120408,0.992567181246427,0.00743281875357347,0,0,0,13
1.85782837612221,0.992567181246427,0.00686106346483705,0,0.000571755288736421,0,12
1.88303871409745,0.99199542595769,0.00743281875357347,0,0.000571755288736421,0,13
1.89220511334345,0.991423670668954,0.00800457404230989,0,0.000571755288736421,0,14
1.94287165286903,0.99199542595769,0.00743281875357347,0,0.000571755288736421,0,13
1.96676925592284,0.992567181246427,0.00686106346483705,0,0.000571755288736421,0,12
2.07780200304614,0.99199542595769,0.00743281875357347,0,0.000571755288736421,0,13
2.15793616502394,0.991423670668954,0.00800457404230989,0,0.000571755288736421,0,14
2.174573755046,0.99199542595769,0.00743281875357347,0,0.000571755288736421,0,13
2.20524554697331,0.991423670668954,0.00800457404230989,0,0.000571755288736421,0,14
2.24629723893146,0.990851915380217,0.00857632933104631,0,0.000571755288736421,0,15
2.25265400397452,0.990280160091481,0.00914808461978273,0,0.000571755288736421,0,16
2.2613811880617,0.990851915380217,0.00857632933104631,0,0.000571755288736421,0,15
2.312186149677,0.990280160091481,0.00914808461978273,0,0.000571755288736421,0,16
2.32869577566845,0.989708404802744,0.00971983990851915,0,0.000571755288736421,0,17
2.39426716464137,0.989136649514008,0.0102915951972556,0,0.000571755288736421,0,18
2.42489653727721,0.989136649514008,0.00971983990851915,0,0.00114351057747284,0,17
2.53330163696001,0.988564894225272,0.0102915951972556,0,0.00114351057747284,0,18
2.5342793550631,0.987993138936535,0.010863350485992,0,0.00114351057747284,0,19
2.5502097173014,0.987421383647799,0.0114351057747284,0,0.00114351057747284,0,20
2.58572634634601,0.986849628359062,0.0120068610634648,0,0.00114351057747284,0,21
2.6117150585191,0.986277873070326,0.0125786163522013,0,0.00114351057747284,0,22
2.61606744579766,0.985706117781589,0.0131503716409377,0,0.00114351057747284,0,23
2.62565093704774,0.986277873070326,0.0125786163522013,0,0.00114351057747284,0,22
2.63203538773674,0.985706117781589,0.0131503716409377,0,0.00114351057747284,0,23
2.63887091952126,0.986277873070326,0.0125786163522013,0,0.00114351057747284,0,22
2.66611607258962,0.986849628359062,0.0120068610634648,0,0.00114351057747284,0,21
2.68516672179011,0.986277873070326,0.0125786163522013,0,0.00114351057747284,0,22
2.73525528386113,0.986849628359062,0.0120068610634648,0,0.00114351057747284,0,21
2.8213120974868,0.986277873070326,0.0125786163522013,0,0.00114351057747284,0,22
2.8891234969816,0.986277873070326,0.0120068610634648,0.000571755288736421,0.00114351057747284,0,21
2.90095904307795,0.986849628359062,0.0114351057747284,0.000571755288736421,0.00114351057747284,0,20
2.909016241039,0.986277873070326,0.0120068610634648,0.000571755288736421,0.00114351057747284,0,21
2.95486547010266,0.986277873070326,0.0120068610634648,0,0.00171526586620926,0,21
2.99768623729116,0.985706117781589,0.0125786163522013,0,0.00171526586620926,0,22
3.03436927704431,0.986277873070326,0.0120068610634648,0,0.00171526586620926,0,21
3.1155211210413,0.985706117781589,0.0125786163522013,0,0.00171526586620926,0,22
3.16676653038264,0.985134362492853,0.0131503716409377,0,0.00171526586620926,0,23
3.17126608943298,0.985706117781589,0.0125786163522013,0,0.00171526586620926,0,22
3.18611993401751,0.985134362492853,0.0131503716409377,0,0.00171526586620926,0,23
3.19564259490671,0.985706117781589,0.0125786163522013,0,0.00171526586620926,0,22
3.22362748002959,0.985134362492853,0.0131503716409377,0,0.00171526586620926,0,23
3.24123941301289,0.984562607204117,0.0137221269296741,0,0.00171526586620926,0,24
3.26166262294053,0.98399085191538,0.0142938822184105,0,0.00171526586620926,0,25
3.27400946038444,0.983419096626644,0.0148656375071469,0,0.00171526586620926,0,26
3.2839782152455,0.98399085191538,0.0142938822184105,0,0.00171526586620926,0,25
3.3186408895113,0.984562607204117,0.0137221269296741,0,0.00171526586620926,0,24
3.34304665897302,0.98399085191538,0.0142938822184105,0,0.00171526586620926,0,25
3.3464368724057,0.983419096626644,0.0148656375071469,0,0.00171526586620926,0,26
3.37326666976679,0.982847341337907,0.0154373927958834,0,0.00171526586620926,0,27
3.38191919210505,0.982275586049171,0.0160091480846198,0,0.00171526586620926,0,28
3.4731804908782,0.981703830760435,0.0165809033733562,0,0.00171526586620926,0,29
3.48857767522912,0.981132075471698,0.0171526586620926,0,0.00171526586620926,0,30
3.49332261088,0.980560320182962,0.017724413950829,0,0.00171526586620926,0,31
3.54742334893317,0.979988564894225,0.0182961692395655,0,0.00171526586620926,0,32
3.62854194910847,0.979416809605489,0.0188679245283019,0,0.00171526586620926,0,33
3.66241744242101,0.979988564894225,0.0182961692395655,0,0.00171526586620926,0,32
3.66986110364336,0.979416809605489,0.0188679245283019,0,0.00171526586620926,0,33
3.73677259775786,0.979416809605489,0.0182961692395655,0,0.00228702115494568,0,32
3.73852706879556,0.979988564894225,0.017724413950829,0,0.00228702115494568,0,31
3.76233407841031,0.980560320182962,0.0171526586620926,0,0.00228702115494568,0,30
3.76634426205133,0.981132075471698,0.0165809033733562,0,0.00228702115494568,0,29
3.77542216376752,0.981132075471698,0.0160091480846198,0,0.0028587764436821,0,28
3.78345007892113,0.981132075471698,0.0154373927958834,0,0.00343053173241852,0,27
3.79422391208807,0.981132075471698,0.0148656375071469,0.000571755288736421,0.00343053173241852,0,26
3.81182722691919,0.980560320182962,0.0154373927958834,0.000571755288736421,0.00343053173241852,0,27
3.81836513788224,0.979988564894225,0.0160091480846198,0.000571755288736421,0.00343053173241852,0,28
3.83995551797609,0.979416809605489,0.0165809033733562,0.000571755288736421,0.00343053173241852,0,29
3.84077032793038,0.979988564894225,0.0160091480846198,0.000571755288736421,0.00343053173241852,0,28
3.84181913198485,0.979416809605489,0.0165809033733562,0.000571755288736421,0.00343053173241852,0,29
3.8441087204338,0.979988564894225,0.0160091480846198,0.000571755288736421,0.00343053173241852,0,28
3.87423776341815,0.979416809605489,0.0165809033733562,0.000571755288736421,0.00343053173241852,0,29
3.90832930118195,0.978845054316752,0.0171526586620926,0.000571755288736421,0.00343053173241852,0,30
3.91920147172619,0.978845054316752,0.0171526586620926,0.000571755288736421,0.00343053173241852,0,30
3.95397922265227,0.978845054316752,0.0171526586620926,0,0.00400228702115495,0,30
3.9550335748325,0.978273299028016,0.017724413950829,0,0.00400228702115495,0,31
3.98679820343336,0.97770154373928,0.0182961692395655,0,0.00400228702115495,0,32
4.00554062658009,0.97770154373928,0.017724413950829,0,0.00457404230989137,0,31
4.12438353790541,0.97770154373928,0.0171526586620926,0,0.00514579759862779,0,30
4.12452301024898,0.977129788450543,0.017724413950829,0,0.00514579759862779,0,31
4.12879114978614,0.977129788450543,0.017724413950829,0,0.00514579759862779,0,31
4.14544195508934,0.977129788450543,0.0171526586620926,0.000571755288736421,0.00514579759862779,0,30
4.14867568321899,0.976558033161807,0.017724413950829,0.000571755288736421,0.00514579759862779,0,31
4.1532030623837,0.977129788450543,0.0171526586620926,0.000571755288736421,0.00514579759862779,0,30
4.22102765643472,0.976558033161807,0.017724413950829,0.000571755288736421,0.00514579759862779,0,31
4.28948205708833,0.977129788450543,0.0171526586620926,0.000571755288736421,0.00514579759862779,0,30
4.30082157551264,0.976558033161807,0.017724413950829,0.000571755288736421,0.00514579759862779,0,31
4.35721754663061,0.97598627787307,0.0182961692395655,0.000571755288736421,0.00514579759862779,0,32
4.39109523700104,0.975414522584334,0.0188679245283019,0.000571755288736421,0.00514579759862779,0,33
4.39158747941114,0.97598627787307,0.0182961692395655,0.000571755288736421,0.00514579759862779,0,32
4.39671806912798,0.975414522584334,0.0188679245283019,0.000571755288736421,0.00514579759862779,0,33
4.43387899447273,0.974842767295597,0.0194396798170383,0.000571755288736421,0.00514579759862779,0,34
4.46801192939734,0.975414522584334,0.0188679245283019,0.000571755288736421,0.00514579759862779,0,33
4.46971473353538,0.974842767295597,0.0194396798170383,0.000571755288736421,0.00514579759862779,0,34
4.47110911672189,0.974271012006861,0.0200114351057747,0.000571755288736421,0.00514579759862779,0,35
4.50169177341477,0.973699256718125,0.0205831903945112,0.000571755288736421,0.00514579759862779,0,36
4.50647069165735,0.973127501429388,0.0211549456832476,0.000571755288736421,0.00514579759862779,0,37
4.53637167289526,0.972555746140652,0.021726700971984,0.000571755288736421,0.00514579759862779,0,38
4.53869457415513,0.971983990851915,0.0222984562607204,0.000571755288736421,0.00514579759862779,0,39
4.56356828362176,0.971412235563179,0.0228702115494568,0.000571755288736421,0.00514579759862779,0,40
4.57504304009504,0.971412235563179,0.0222984562607204,0.000571755288736421,0.00571755288736421,0,39
4.58129623239744,0.970840480274443,0.0228702115494568,0.000571755288736421,0.00571755288736421,0,40
4.60445034573947,0.970840480274443,0.0228702115494568,0.000571755288736421,0.00571755288736421,0,40
4.60524481593317,0.970840480274443,0.0228702115494568,0.000571755288736421,0.00571755288736421,0,40
4.62442512759871,0.970268724985706,0.0234419668381933,0.000571755288736421,0.00571755288736421,0,41
4.66309634321846,0.96969696969697,0.0240137221269297,0.000571755288736421,0.00571755288736421,0,42
4.68082229456515,0.969125214408233,0.0245854774156661,0.000571755288736421,0.00571755288736421,0,43
4.68475254527866,0.96969696969697,0.0240137221269297,0.000571755288736421,0.00571755288736421,0,42
4.69836768774536,0.969125214408233,0.0245854774156661,0.000571755288736421,0.00571755288736421,0,43
4.71030530956528,0.969125214408233,0.0240137221269297,0.000571755288736421,0.00628930817610063,0,42
4.74986526605002,0.968553459119497,0.0245854774156661,0.000571755288736421,0.00628930817610063,0,43
4.75529131546981,0.96798170383076,0.0251572327044025,0.000571755288736421,0.00628930817610063,0,44
4.76501396835577,0.967409948542024,0.0257289879931389,0.000571755288736421,0.00628930817610063,0,45
4.79795190050367,0.966838193253288,0.0263007432818754,0.000571755288736421,0.00628930817610063,0,46
4.81559312479702,0.966838193253288,0.0263007432818754,0.000571755288736421,0.00628930817610063,0,46
4.83724832788945,0.966266437964551,0.0268724985706118,0.000571755288736421,0.00628930817610063,0,47
4.83999146279588,0.965694682675815,0.0274442538593482,0.000571755288736421,0.00628930817610063,0,48
4.8677378163066,0.965122927387078,0.0280160091480846,0.000571755288736421,0.00628930817610063,0,49
4.86781569778147,0.964551172098342,0.028587764436821,0.000571755288736421,0.00628930817610063,0,50
4.89009077733148,0.963979416809606,0.0291595197255575,0.000571755288736421,0.00628930817610063,0,51
4.89662432526609,0.963979416809606,0.028587764436821,0.000571755288736421,0.00686106346483705,0,50
4.89910605805219,0.963407661520869,0.0291595197255575,0.000571755288736421,0.00686106346483705,0,51
4.90113976380186,0.962835906232133,0.0297312750142939,0.000571755288736421,0.00686106346483705,0,52
4.90181336189852,0.962264150943396,0.0303030303030303,0.000571755288736421,0.00686106346483705,0,53
4.9114373180486,0.96169239565466,0.0308747855917667,0.000571755288736421,0.00686106346483705,0,54
4.9119260484364,0.961120640365923,0.0314465408805031,0.000571755288736421,0.00686106346483705,0,55
4.92020740864112,0.960548885077187,0.0320182961692396,0.000571755288736421,0.00686106346483705,0,56
4.92345726576844,0.959977129788451,0.032590051457976,0.000571755288736421,0.00686106346483705,0,57
4.92348752588402,0.960548885077187,0.0320182961692396,0.000571755288736421,0.00686106346483705,0,56
4.92760906662201,0.960548885077187,0.0314465408805031,0.000571755288736421,0.00743281875357347,0,55
4.94771572820938,0.959977129788451,0.0320182961692396,0.000571755288736421,0.00743281875357347,0,56
4.95533592971051,0.959405374499714,0.032590051457976,0.000571755288736421,0.00743281875357347,0,57
4.95908911615821,0.959977129788451,0.0320182961692396,0.000571755288736421,0.00743281875357347,0,56
4.96221002258152,0.959405374499714,0.032590051457976,0.000571755288736421,0.00743281875357347,0,57
4.97411337298927,0.959977129788451,0.0320182961692396,0.000571755288736421,0.00743281875357347,0,56
4.99094225604118,0.960548885077187,0.0314465408805031,0.000571755288736421,0.00743281875357347,0,55
5.03133676220959,0.959977129788451,0.0320182961692396,0.000571755288736421,0.00743281875357347,0,56
5.03358457644115,0.959977129788451,0.0314465408805031,0.000571755288736421,0.00800457404230989,0,55
5.06737129613781,0.959405374499714,0.0320182961692396,0.000571755288736421,0.00800457404230989,0,56
