date,H_t,I_t,I_t_minus_7,H_over_I_lag7,H_over_I_lag7_7day_ma
2020-08-03,0.0,34.576590625694195,30.478436882413327,0.0,
2020-08-04,0.0,33.9736822621236,34.421083352294936,0.0,
2020-08-05,0.0,31.451034326169708,41.83887644356338,0.0,
2020-08-06,0.0,30.264206581640863,39.26919733930357,0.0,
2020-08-07,0.0,28.235371839098455,36.04159931437089,0.0,
2020-08-08,0.0,46.47661983854309,40.24366591727942,0.0,
2020-08-09,0.0,43.28955459312385,39.88634458861915,0.0,0.0
2020-08-10,0.0,37.52675816680803,34.576590625694195,0.0,0.0
2020-08-11,0.0,34.53111730407552,33.9736822621236,0.0,0.0
2020-08-12,0.0,36.93426244458414,31.451034326169708,0.0,0.0
2020-08-13,0.0,39.01749585678311,30.264206581640863,0.0,0.0
2020-08-14,0.0,36.82340486183955,28.235371839098455,0.0,0.0
2020-08-15,0.0,45.92139586828209,46.47661983854309,0.0,0.0
2020-08-16,0.0,39.80824320389304,43.28955459312385,0.0,0.0
2020-08-17,5.1,37.50888626133524,37.52675816680803,0.13590302624410783,0.019414718034872547
2020-08-18,5.1,32.515624544194736,34.53111730407552,0.14769287524322516,0.04051370021247614
2020-08-19,5.1,33.187076313936984,36.93426244458414,0.1380831689180743,0.06023986720077247
2020-08-20,5.1,28.76914301387469,39.01749585678311,0.1307105924665172,0.0789128089817035
2020-08-21,5.1,25.9393342734803,36.82340486183955,0.13849887100704203,0.09869836198270951
2020-08-22,5.1,31.486235615912502,45.92139586828209,0.11105934180721562,0.11456398224088316
2020-08-23,5.1,30.294721801761597,39.80824320389304,0.12811416906489473,0.13286600639301097
2020-08-24,4.1,26.26182480902713,37.50888626133524,0.10930743108270706,0.129066635655668
2020-08-25,4.1,25.76579553405665,32.515624544194736,0.12609322617892033,0.12598097150362444
2020-08-26,4.1,27.335798717955637,33.187076313936984,0.12354206683395595,0.12390367120589327
2020-08-27,4.1,25.696799780615088,28.76914301387469,0.1425138036966435,0.12558984423876846
2020-08-28,4.1,27.275987824120534,25.9393342734803,0.15806111123644886,0.12838444998582657
2020-08-29,4.1,24.644951038585134,31.486235615912502,0.1302156297759502,0.13112106255278866
2020-08-30,4.1,23.36416339577474,30.294721801761597,0.13533710680127753,0.13215291080084335
2020-08-31,4.7,20.253876893949275,26.26182480902713,0.17896699997726137,0.14210427778577966
2020-09-01,4.7,20.557638263625478,25.76579553405665,0.18241237666376905,0.15014987071218663
2020-09-02,4.7,21.820962281795623,27.335798717955637,0.1719357114271106,0.15706324851120873
2020-09-03,4.7,30.91610995337092,25.696799780615088,0.18290215280213773,0.16283301266913647
2020-09-04,4.7,26.80049246482387,27.275987824120534,0.17231273273423758,0.16486895859739198
2020-09-05,4.7,26.232754620177083,24.644951038585134,0.190708433246286,0.1735107876645828
2020-09-06,4.7,24.74059522980098,23.36416339577474,0.20116277738624125,0.18291445489100622
2020-09-07,0.0,30.447075231379234,20.253876893949275,0.0,0.15734774060854032
2020-09-08,0.0,31.393896630113804,20.557638263625478,0.0,0.13128882965657332
2020-09-09,0.0,29.214675175687358,21.820962281795623,0.0,0.10672658516698608
2020-09-10,0.0,33.325556258183624,30.91610995337092,0.0,0.08059770619525211
2020-09-11,0.0,35.88918821710074,26.80049246482387,0.0,0.055981601518932465
2020-09-12,0.0,34.11154410537925,26.232754620177083,0.0,0.02873753962660589
2020-09-13,0.0,32.570543711306854,24.74059522980098,0.0,0.0
2020-09-14,4.3,30.23468452617917,30.447075231379234,0.14122867196020036,0.020175524565742908
2020-09-15,4.3,45.20977982166352,31.393896630113804,0.1369692985443334,0.0397425672149334
2020-09-16,4.3,43.19135897997181,29.214675175687358,0.14718630188907553,0.060769181770515615
2020-09-17,4.3,46.44163455991411,33.325556258183624,0.12903010430453252,0.07920205381402025
2020-09-18,4.3,41.25922662826379,35.88918821710074,0.11981324219395703,0.09631823127029983
2020-09-19,4.3,35.76671172482608,34.11154410537925,0.12605703179885977,0.11432637867013695
2020-09-20,4.3,33.00537194098743,32.570543711306854,0.13202113044576705,0.13318654016238937
2020-09-21,0.0,28.611627508676758,30.23468452617917,0.0,0.11301101559664647
2020-09-22,0.0,28.80278756315623,45.20977982166352,0.0,0.09344397294745599
2020-09-23,0.0,31.968499989699524,43.19135897997181,0.0,0.07241735839187377
2020-09-24,0.0,27.712786129234424,46.44163455991411,0.0,0.053984486348369116
2020-09-25,0.0,24.023601835936702,41.25922662826379,0.0,0.03686830889208954
2020-09-26,0.0,23.825529503971413,35.76671172482608,0.0,0.018860161492252437
2020-09-27,0.0,21.653824976838724,33.00537194098743,0.0,0.0
2020-09-28,7.4,21.771222317479978,28.611627508676758,0.2586361086154878,0.036948015516498255
2020-09-29,7.4,18.872991477571325,28.80278756315623,0.25691957709905433,0.0736508122449346
2020-09-30,7.4,29.360579214080108,31.968499989699524,0.23147786109402482,0.10671907811550956
2020-10-01,7.4,29.452037244550603,27.712786129234424,0.2670247576512592,0.14486547206568945
2020-10-02,7.4,29.53132018992015,24.023601835936702,0.30803041319684227,0.1888698168080955
2020-10-03,7.4,28.600048823088116,23.825529503971413,0.3105912084248333,0.23323998944021454
2020-10-04,7.4,25.79275025651128,21.653824976838724,0.34174100917113526,0.2820601336075196
2020-10-05,6.9,22.359165171145456,21.771222317479978,0.3169321363486346,0.2903881375693977
2020-10-06,6.9,23.38266614372998,18.872991477571325,0.36560181824910826,0.3059141720194054
2020-10-07,6.9,29.269916517236325,29.360579214080108,0.23500898772089102,0.3064186186803863
2020-10-08,6.9,29.373443756324974,29.452037244550603,0.2342792093703698,0.3017406832116878
2020-10-09,6.9,28.463189231913077,29.53132018992015,0.23365023831055,0.2911149439422175
2020-10-10,6.9,32.674109701552794,28.600048823088116,0.24125832940640995,0.2812102469395856
2020-10-11,6.9,34.324463594289114,25.79275025651128,0.2675170321651962,0.2706068216530228
2020-10-12,5.6,35.75511891066891,22.359165171145456,0.250456578192231,0.26111031334496515
2020-10-13,5.6,40.995322386598666,23.38266614372998,0.23949364737013232,0.2430948603622543
2020-10-14,5.6,43.537938970076254,29.269916517236325,0.19132271855651856,0.23685396476734397
2020-10-15,5.6,48.742077093831284,29.373443756324974,0.19064839814004286,0.23062099173444012
2020-10-16,5.6,50.2534294205619,28.463189231913077,0.19674534551880962,0.22534886419276293
2020-10-17,5.6,55.563587351340686,32.674109701552794,0.17138952066791485,0.21536760580154932
2020-10-18,5.6,50.16684590571597,34.324463594289114,0.16314894432703458,0.20045787896752626
2020-10-19,13.6,49.48853001583805,35.75511891066891,0.3803651173410562,0.21901624170307274
2020-10-20,13.6,55.90051296185351,40.995322386598666,0.3317451652592889,0.23219502997295224
2020-10-21,13.6,48.45891927132937,43.537938970076254,0.31237124038754605,0.2494876759488133
2020-10-22,13.6,63.0079661620936,48.742077093831284,0.2790197055783902,0.2621121484400058
2020-10-23,13.6,63.62021337412621,50.2534294205619,0.2706282965523417,0.27266685573051036
2020-10-24,13.6,67.15095695142094,55.563587351340686,0.244764613810916,0.2831490118937962
2020-10-25,13.6,64.21168052826263,50.16684590571597,0.2710953769260273,0.29856993083650946
2020-10-26,34.1,62.663686755769945,49.48853001583805,0.6890485530503091,0.3426675645092599
2020-10-27,34.1,63.32176516544512,55.90051296185351,0.6100122913589332,0.38242001109492335
2020-10-28,34.1,80.89223879509527,48.45891927132937,0.7036888257674208,0.43832252329204835
2020-10-29,34.1,70.12369407278234,63.0079661620936,0.5412014079660136,0.47577705220456595
2020-10-30,34.1,80.78868064053782,63.62021337412621,0.5359931724760322,0.5136863201936646
2020-10-31,34.1,77.03392179725758,67.15095695142094,0.5078110804090102,0.5512643868505352
2020-11-01,34.1,66.77900433712638,64.21168052826263,0.5310560278046447,0.5884016226903377
2020-11-02,43.7,70.88924302717638,62.663686755769945,0.6973735868800633,0.5895909132374454
2020-11-03,43.7,88.45231811027887,63.32176516544512,0.69012605516953,0.6010357366389593
2020-11-04,43.7,76.67735975147349,80.89223879509527,0.5402248800493041,0.577683744393514
2020-11-05,43.7,78.46990857974644,70.12369407278234,0.6231845109962857,0.5893956162549815
2020-11-06,43.7,96.02382954319935,80.78868064053782,0.5409173618571559,0.5900990718808563
2020-11-07,43.7,186.2409356803781,77.03392179725758,0.5672825552749637,0.5985949968617067
2020-11-08,43.7,161.4481511701148,66.77900433712638,0.6543972979798472,0.6162151783153071
2020-11-09,52.7,146.95583420489896,70.88924302717638,0.7434132140442905,0.6227922679101967
2020-11-10,52.7,136.3927649115787,88.45231811027887,0.5958012308314602,0.6093172930047582
2020-11-11,52.7,129.2358735876696,76.67735975147349,0.6872954438025923,0.6303273735409423
2020-11-12,52.7,131.031722668059,78.46990857974644,0.67159502226822,0.6372431608655044
2020-11-13,52.7,125.58850454713524,96.02382954319935,0.5488221022917155,0.6383724094990127
2020-11-14,52.7,108.86989905458672,186.2409356803781,0.2829667914171264,0.5977558718050361
2020-11-15,52.7,109.37690943845442,161.4481511701148,0.32642058529658247,0.5509020557074268
2020-11-16,46.9,486.81642553517315,146.95583420489896,0.31914350494317784,0.49029209726441064
2020-11-17,46.9,458.0104005318216,136.3927649115787,0.34385988164698134,0.4543004759523423
2020-11-18,46.9,397.0390940767649,129.2358735876696,0.36290233275039147,0.407958602944885
2020-11-19,46.9,410.18441599198076,131.031722668059,0.3579285919854017,0.36314911290448243
2020-11-20,46.9,355.57980504538307,125.58850454713524,0.37344182231581335,0.3380947871936392
2020-11-21,46.9,359.2442745913207,108.86989905458672,0.430789413853361,0.35921230468452986
2020-11-22,46.9,328.4209222550016,109.37690943845442,0.4287925142590565,0.3738368659648833
2020-11-23,56.7,297.70083931843345,486.81642553517315,0.11647100842513242,0.3448836521765911
2020-11-24,56.7,793.0702783422298,458.0104005318216,0.12379631539843299,0.3134459998553699
2020-11-25,56.7,767.495097243604,397.0390940767649,0.14280709594062652,0.28200382316826067
2020-11-26,56.7,665.3245379670968,410.18441599198076,0.13823050752154492,0.25061838253056684
2020-11-27,56.7,576.7551381251768,355.57980504538307,0.1594578747034391,0.22004924715737048
2020-11-28,56.7,499.97628280807913,359.2442745913207,0.15783132539691105,0.18105523452073477
2020-11-29,56.7,600.4183899655704,328.4209222550016,0.17264429930555836,0.14446263238452076
2020-11-30,71.1,634.4894328647392,297.70083931843345,0.2388303646129409,0.16194254041135056
2020-12-01,71.1,612.024866975469,793.0702783422298,0.0896515755811978,0.1570647204374598
2020-12-02,71.1,634.5508312785788,767.495097243604,0.09263902825614109,0.1498978536253905
2020-12-03,71.1,607.0780919035062,665.3245379670968,0.10686514015738316,0.14541708685908164
2020-12-04,71.1,567.2625812936592,576.7551381251768,0.12327588486011669,0.14024823116717844
2020-12-05,71.1,491.7473950787139,499.97628280807913,0.14220674548935042,0.1380161483232412
2020-12-06,71.1,537.2849490534584,600.4183899655704,0.11841742556232672,0.13026945207420812
2020-12-07,73.4,561.7604482028453,634.4894328647392,0.11568356571140477,0.11267705223113152
2020-12-08,73.4,812.9777175008032,612.024866975469,0.11992976749904184,0.11700250821939495
2020-12-09,73.4,713.7524162907928,634.5508312785788,0.11567237230168584,0.12029298594018707
2020-12-10,73.4,861.7361955757798,607.0780919035062,0.12090701505938511,0.12229896806904449
2020-12-11,73.4,836.0200633594437,567.2625812936592,0.12939333991078544,0.12317289021914002
2020-12-12,73.4,829.7273166740483,491.7473950787139,0.14926362749364616,0.1241810162197537
2020-12-13,73.4,836.2722736437528,537.2849490534584,0.1366127976026682,0.1267803550826596
2020-12-14,61.1,814.9459521956055,561.7604482028453,0.10876522224992509,0.12579202030244824
2020-12-15,61.1,762.4586354492384,812.9777175008032,0.0751558113890614,0.11939574085816532
