county,state,fips,n_calculations,mean_pid,median_pid,std_pid,min_pid,max_pid,percentile_25,percentile_50,percentile_75,percentile_90,percentile_95
Weld,Colorado,08123,639,0.011345299796855036,0.0,0.136606523716757,-0.009237875288683603,3.0,0.0,0.0,0.001150749510037608,0.0030223674703753725,0.004332785118811321
Orleans,Louisiana,22071,642,0.0112618714859117,0.0,0.12642535456601278,-0.00625,2.6,0.0,0.0,0.001670153979710516,0.004303238748030599,0.008080876871021384
Suwannee,Florida,12121,616,0.011193217458469695,0.0,0.12255517834221333,-0.19047619047619047,2.1052631578947367,0.0,0.0,0.0,0.007043039418701253,0.015542328042328041
Lapeer,Michigan,26087,628,0.011135684547154797,0.0,0.13417574007177896,-0.025,3.0,0.0,0.0,0.001261027236526329,0.00629544290834614,0.011601043825312761
St. Charles,Louisiana,22089,639,0.010982413505937202,0.0,0.0971761524364656,-0.13333333333333333,1.5,0.0,0.0,0.0,0.003990929705215425,0.014146644573322301
Schenectady,New York,36093,639,0.010872011025326691,0.0,0.19893516211631904,0.0,5.0,0.0,0.0,0.000824743530269618,0.003103739433407419,0.011248723186925437
Tarrant,Texas,48439,642,0.010819379391577465,0.0009256253739220519,0.10787114200040242,0.0,2.0,0.0,0.0009256253739220519,0.001857505434440174,0.0031874444600913884,0.006534429137206306
Lee,Georgia,13177,629,0.01072634667463176,0.0,0.10958089719368228,-0.25,2.0,0.0,0.0,0.0,0.00228421722684876,0.011604278074866319
Noble,Indiana,18113,638,0.010715669027083275,0.0,0.10554712366271124,-0.024390243902439025,2.0,0.0,0.0,0.0,0.004538834446455702,0.013157894736842105
Bucks,Pennsylvania,42017,641,0.010623041663400154,0.0006887052341597796,0.09055319322114236,-0.012345679012345678,1.5,0.0,0.0006887052341597796,0.0020161290322580645,0.006172839506172839,0.013888888888888888
Terrebonne,Louisiana,22109,639,0.01059293516797686,0.0,0.1354900175967318,-0.3333333333333333,3.0,0.0,0.0,0.0019139614790068646,0.007374890254609311,0.010184176256411626
Barber,Kansas,20007,434,0.010457284650833037,0.0,0.1932264216230878,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Sabine,Texas,48403,553,0.01044905809270131,0.0,0.052405943073537534,0.0,0.5,0.0,0.0,0.0,0.004643295132574958,0.03225806451612903
Cowley,Kansas,20035,587,0.010416307543726485,0.0,0.23788922617636413,-0.13846153846153847,5.764705882352941,0.0,0.0,0.0,0.0,0.0018276762402086992
Wilcox,Georgia,13315,615,0.010402639756654198,0.0,0.10802254535942206,-1.0,2.0,0.0,0.0,0.0,0.0,0.03444444444444428
Baraga,Michigan,26013,486,0.01040258247048272,0.0,0.10546559280218164,-0.0625,2.0,0.0,0.0,0.0,0.0,0.01732456140350877
Mahoning,Ohio,39099,635,0.010307578693419627,0.0,0.11027901214749293,-0.03468208092485549,2.0,0.0,0.0,0.002275267719143299,0.009401451398756717,0.017241379310344827
Sussex,New Jersey,34037,633,0.010282460814468077,0.0,0.12860675271154182,-0.029411764705882353,3.0,0.0,0.0,0.0011363636363636363,0.0044266488710933425,0.015870570107858202
Los Angeles,California,06037,662,0.010250766122753089,0.0012351630972038902,0.057108723932073675,-0.0019169329073482429,0.6666666666666666,0.0006131532491435582,0.0012351630972038902,0.0021795550987194845,0.004347344440109621,0.009342932875315112
Rush,Kansas,20165,469,0.010187159440890783,0.0,0.21530684937461259,0.0,4.666666666666667,0.0,0.0,0.0,0.0,0.0
Marin,California,06041,650,0.010083063095141152,0.0,0.10370378081605235,-0.0111731843575419,2.0,0.0,0.0,0.0,0.003308016442473444,0.007933869199853777
Throckmorton,Texas,48447,358,0.009962756052141527,0.0,0.11345020199875686,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Middlesex,Massachusetts,25017,633,0.009950544653778433,0.0011319900384876612,0.12061145377739867,-0.009174311926605505,3.0,0.00035778175313059033,0.0011319900384876612,0.0027096599376778214,0.006196012056885852,0.015640558458891996
Multnomah,Oregon,41051,642,0.009949321007387789,0.0,0.12787805460640264,-0.002911208151382824,3.0,0.0,0.0,0.001699176270593235,0.0042891001766153895,0.00705765987333588
Grant,Nebraska,31075,266,0.009941520467836256,0.0,0.07845229841208563,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Snohomish,Washington,53061,667,0.009866292431117977,0.0,0.10090389367446877,-0.007444168734491315,2.0,0.0,0.0,0.0016142144677391617,0.003977758768177929,0.00706980216498693
Hancock,Georgia,13141,606,0.00983905525734123,0.0,0.06378969069643305,-0.05263157894736842,1.0,0.0,0.0,0.0,0.01005253586583148,0.03980392156862745
Broward,Florida,12011,632,0.009817685374890781,0.0004906548558339948,0.14128248928346834,-0.0011507479861910242,3.5,0.0,0.0004906548558339948,0.0012608505981014412,0.0035770945078189907,0.007520833380471944
Dougherty,Georgia,13095,637,0.009788112319034281,0.0,0.11011980594052796,-0.014925373134328358,2.1666666666666665,0.0,0.0,0.0024390243902439024,0.010638297872340425,0.018553132571824147
Jenkins,Georgia,13165,611,0.009774259697219862,0.0,0.07197238484222883,-0.2,1.0,0.0,0.0,0.0,0.0,0.02532051282051282
Duval,Florida,12031,626,0.009765009336434967,9.15919914596235e-05,0.1996945969349272,-0.004632012352032939,5.0,0.0,9.15919914596235e-05,0.001636876867341747,0.0042566794535298475,0.007332083239341303
DuPage,Illinois,17043,638,0.009736147112879304,0.0006045703938010123,0.11631612533959297,-0.006600660066006601,2.0,0.0,0.0006045703938010123,0.0013468064248548374,0.0033289258769541898,0.007555778750269028
Kenton,Kentucky,21117,634,0.009731899756468404,0.0,0.1985726966504002,-0.0010449320794148381,5.0,0.0,0.0,0.0,0.003241860917621773,0.007500431059256292
Washington,Ohio,39167,621,0.00970078766227602,0.0,0.09727846845737563,-0.0019801980198019802,2.0,0.0,0.0,0.0,0.002840909090909091,0.012345679012345678
Bradford,Florida,12007,618,0.009671109196056201,0.0,0.13378099665886406,-0.03125,3.0,0.0,0.0,0.0,0.0,0.006026367796962748
Motley,Texas,48345,446,0.009657886956093233,0.0,0.08841751614570328,0.0,1.0,0.0,0.0,0.0,0.0,0.0
St. Louis city,Missouri,29510,634,0.009655990863063915,0.0,0.16069439891131454,-0.06073752711496746,4.0,0.0,0.0,0.0019295720162772186,0.004468293946777079,0.008385341372542108
Bowie,Texas,48037,636,0.00962338712164826,0.0,0.15866474303290862,0.0,4.0,0.0,0.0,0.0020387536979780676,0.009748992548661801,0.01913890249877511
Beaver,Pennsylvania,42007,635,0.009483984567892671,0.0,0.10202356263756715,-0.05603448275862069,2.0,0.0,0.0,0.00214593262876747,0.0071800067544748524,0.016420464781120515
Lake,Illinois,17097,641,0.009477425177384091,0.0005524861878453039,0.12242609378715624,-0.008849557522123894,2.3333333333333335,0.0,0.0005524861878453039,0.001401541695865452,0.0031446540880503146,0.006309148264984227
Putnam,Ohio,39137,612,0.009381605723513327,0.0,0.10171680330664905,-0.10679611650485436,2.0,0.0,0.0,0.0,0.004364207221350071,0.013806507342355227
San Mateo,California,06081,648,0.009361427938428807,0.0,0.16309532027777798,-0.3573487031700288,4.0,0.0,0.0,0.0,0.0029998514256385322,0.005523997472349598
Baltimore city,Maryland,24510,637,0.009323500416948923,0.0011210762331838565,0.09138715111162529,-0.027777777777777776,2.0,0.0,0.0011210762331838565,0.002324230098779779,0.005146376270471056,0.010169520814252878
Charlotte,Florida,12015,631,0.009289385974437358,0.0,0.08343817806721537,-0.006024096385542169,1.5,0.0,0.0,0.002652538556793876,0.009009009009009009,0.015449773323789072
Fulton,Georgia,13121,650,0.00924853449508903,0.0008297633943708273,0.09032444916355223,-0.2,2.0,0.0,0.0008297633943708273,0.002046013704479372,0.004127172657919837,0.007267639086665601
Nacogdoches,Texas,48347,626,0.009227500409582394,0.0,0.15985637495822894,-0.026785714285714284,4.0,0.0,0.0,0.001381223352948227,0.009218351741716226,0.016776905057186167
Cleveland,Oklahoma,40027,637,0.009216544408774386,0.0,0.12639340282753117,0.0,3.0,0.0,0.0,0.0003853564547206166,0.0035496962079001287,0.00816364415141968
Treutlen,Georgia,13283,591,0.009215747292960326,0.0,0.06736493713279548,-0.125,1.0,0.0,0.0,0.0,0.0,0.02532051282051282
Coconino,Arizona,04005,624,0.009140705735263436,0.0,0.1608118008598976,-0.023255813953488372,4.0,0.0,0.0,0.0016253628101099555,0.004539284245166599,0.007902941176470604
Washington,Florida,12133,605,0.009123876700417814,0.0,0.07841593969590835,-0.041666666666666664,1.0,0.0,0.0,0.0,0.0,0.01250753465943336
Alpena,Michigan,26007,586,0.009080607366662986,0.0,0.07032751351171583,-0.14285714285714285,1.0,0.0,0.0,0.0,0.004537037037037037,0.013914586716006495
St. Landry,Louisiana,22097,633,0.0090781159563773,0.0,0.08229435764310371,-0.0064516129032258064,1.6666666666666667,0.0,0.0,0.0014684287812041115,0.007701789735688041,0.01658402203856749
Caddo,Oklahoma,40015,625,0.008987815595308032,0.0,0.07085772494128534,0.0,1.0,0.0,0.0,0.0,0.0023397331597787203,0.009653782744092312
Whatcom,Washington,53073,642,0.008968098041440152,0.0,0.10028971813868187,-0.0199203187250996,2.0,0.0,0.0,0.0,0.0030637664993493205,0.008543386933217437
Burlington,New Jersey,34005,638,0.008945112019355715,0.0006122182802719171,0.06267857255438447,-0.005376344086021506,1.0,0.0,0.0006122182802719171,0.002566125199641619,0.008002402402402404,0.014519743514247388
Cape May,New Jersey,34009,631,0.00894422202127381,0.0,0.09244813560326695,-0.02631578947368421,2.0,0.0,0.0,0.0016570110650448917,0.009708737864077669,0.019803921568627453
Iberville,Louisiana,22047,633,0.008913773991827975,0.0,0.09804313319761289,-0.07142857142857142,2.0,0.0,0.0,0.0,0.006135876395357446,0.012990320937340795
Miami,Ohio,39109,634,0.008869763198413096,0.0,0.1126021528303574,-0.002380952380952381,2.0,0.0,0.0,0.0,0.00703484062268347,0.013471189886284226
Larimer,Colorado,08069,643,0.008799648727731422,0.0,0.10415888376056148,-0.012048192771084338,2.0,0.0,0.0,0.0007575970628191449,0.0022477343775058846,0.003925278056820435
Mobile,Alabama,01097,633,0.008691355981931366,0.0007552870090634441,0.09349412213966427,-0.1,2.0,0.0,0.0007552870090634441,0.002072538860103627,0.004583500066693349,0.008586896929824554
Ottawa,Kansas,20143,526,0.008672523574352602,0.0,0.1889588877741348,-0.0625,4.333333333333333,0.0,0.0,0.0,0.0,0.0
Southampton,Virginia,51175,610,0.008645243394617561,0.0,0.06614131210808313,-0.01694915254237288,1.0,0.0,0.0,0.0,0.006541745730550305,0.022573306370070708
Wayne,Ohio,39169,627,0.008600124280264227,0.0,0.10236111061235735,-0.06467661691542288,2.5,0.0,0.0,0.0008216949060992449,0.00744648303866942,0.01901709401709397
