county,state,fips,n_daily_points,n_ma_points,mean_pih,median_pih,std_pih,min_pih,max_pih,percentile_25,percentile_75,percentile_95,pih_range_lower,pih_range_upper,pih_iqr
Petersburg City,VA,51730,511,505,0.5108556683906047,0.3981408168263019,0.34554270408149473,0.107809235729008,1.7303281295304889,0.24406310162709463,0.6510798047624256,1.2585153915492382,0.24406310162709463,0.6510798047624256,0.4070167031353309
Bowie,TX,48037,511,505,0.5083121641980217,0.3864943065993261,0.4709725597908534,0.1011286374157072,3.096135136946375,0.149899805670281,0.702306938664223,1.309076247952653,0.149899805670281,0.702306938664223,0.552407132993942
Jasper,MO,29097,511,505,0.4728170435395515,0.4063507492900144,0.24485904504871348,0.02460024908287601,1.437110423331572,0.33378484147538173,0.543321382662466,1.000505473577598,0.33378484147538173,0.543321382662466,0.20953654118708426
Salem City,VA,51775,511,505,0.46983419216817823,0.4486465816106206,0.2704939063007363,0.0,1.9111852420859368,0.31574221128913843,0.5769660554286019,0.8036770513958198,0.31574221128913843,0.5769660554286019,0.2612238441394635
Orange,NC,37135,511,505,0.4641730822400797,0.32498248713866723,0.42507760196721195,0.08684779820287944,2.0593614251211045,0.2404477179357358,0.44241490449717386,1.6476279724890852,0.2404477179357358,0.44241490449717386,0.20196718656143806
Dougherty,GA,13095,511,505,0.4637199460386901,0.43522488156305494,0.27938423068665946,0.13745095346991576,1.7173563984071651,0.23330130878404054,0.5535323697338266,1.0148309263807713,0.23330130878404054,0.5535323697338266,0.32023106094978604
Roanoke City,VA,51770,511,505,0.45088108247453945,0.40971508386989564,0.1981315392632557,0.0,1.3053729074862954,0.3328248863653647,0.4897475559089738,0.8831291026035746,0.3328248863653647,0.4897475559089738,0.15692266954360906
Victoria,TX,48469,511,505,0.4500717007743151,0.3940538117208911,0.19248375774859083,0.0,0.9595482591098295,0.29874090269672376,0.576082606412578,0.8442857242145653,0.29874090269672376,0.576082606412578,0.27734170371585426
Baltimore City,MD,24510,511,505,0.44623604226131186,0.31601155275569354,0.37154623791254576,0.13852706176887497,3.5749620561002664,0.26146046508821497,0.47459073679134683,1.3095746139957134,0.26146046508821497,0.47459073679134683,0.21313027170313187
Monongalia,WV,54061,511,505,0.41836102238449735,0.30785172097362196,0.3734929144095823,0.03137116508973758,2.68159633926251,0.2102586776293984,0.4915177871740785,1.0757263213380068,0.2102586776293984,0.4915177871740785,0.28125910954468014
Hinds,MS,28049,511,505,0.40451970961616057,0.36273909544953253,0.1834632643554858,0.1561100789975432,0.852573359280696,0.2523324150600445,0.5248446507688299,0.7783095638579238,0.2523324150600445,0.5248446507688299,0.2725122357087854
Crisp,GA,13081,511,505,0.39295543339549677,0.2520506995663023,0.4335943814456166,0.0,2.775419321808242,0.12542877350630435,0.60889787892593,1.065247319861637,0.12542877350630435,0.60889787892593,0.4834691054196256
Franklin,NY,36033,511,505,0.3844617849792414,0.012567328578054166,1.0232661736791444,0.0,5.190816967569371,0.0,0.047530529607777774,3.4403410724993795,0.0,0.047530529607777774,0.047530529607777774
Troup,GA,13285,511,505,0.37920621141431854,0.28584627391937,0.24204077169634183,0.09139331490984921,1.2425035371192907,0.20813586382644486,0.44900015632004747,0.9641807730904843,0.20813586382644486,0.44900015632004747,0.2408642924936026
Olmsted,MN,27109,511,505,0.37771172473193587,0.2518481502386322,0.34447124121518985,0.10119042428155353,1.6140867484548778,0.15721569856475712,0.45822186011615423,1.2702468536064369,0.15721569856475712,0.45822186011615423,0.30100616155139714
Spalding,GA,13255,511,505,0.37620105919505425,0.3014674167461496,0.3187420515952942,0.11844357963524657,2.2582816956839156,0.1996988474069124,0.42023377451684635,0.8547009945658061,0.1996988474069124,0.42023377451684635,0.22053492710993394
Pike,KY,21195,511,505,0.37259125463140197,0.3156869845147186,0.22229497477036889,0.11381086251553618,1.076385822332433,0.18245537153189528,0.47345277312563094,0.8805387615537232,0.18245537153189528,0.47345277312563094,0.29099740159373566
Clay,MO,29047,511,505,0.3706812451414667,0.2888671822618015,0.20569206887954242,0.1543302841749345,1.3438567483848638,0.23542133858329198,0.47371048687333345,0.7822422578327349,0.23542133858329198,0.47371048687333345,0.23828914829004147
Davidson,TN,47037,511,505,0.37031639832760926,0.15641395378513037,1.1773157375904129,0.06985355547370785,11.189087655621947,0.10551863669719706,0.20539230896266392,0.7385978739385892,0.10551863669719706,0.20539230896266392,0.09987367226546685
Madison,TN,47113,511,505,0.36427099635458376,0.31076423238543704,0.20679493628806947,0.17280257749431419,1.3100900002191564,0.2369409753130991,0.4088202914429773,0.8882002780269411,0.2369409753130991,0.4088202914429773,0.17187931612987822
Boyd,KY,21019,511,505,0.35501639794195233,0.252893179396219,0.29360733042678816,0.0,1.9517476952352204,0.16228114754010053,0.48889310360729116,0.8806444590672415,0.16228114754010053,0.48889310360729116,0.3266119560671906
Lynchburg City,VA,51680,511,505,0.35442272664761537,0.27211480595471865,0.25220468142130703,0.09069929695741911,1.515238979975445,0.2074438362653534,0.39158400495175094,0.9083670525242165,0.2074438362653534,0.39158400495175094,0.18414016868639754
Union,GA,13291,511,505,0.3499541656013494,0.2535381221310593,0.33627478617436185,0.0,1.893590671511848,0.15848150337562397,0.39140047895542374,1.0878342986937382,0.15848150337562397,0.39140047895542374,0.23291897557979976
Forrest,MS,28035,511,505,0.34615934868504983,0.30153299579631293,0.20426173674993928,0.11258455167585409,1.2293322030400322,0.19482292296517442,0.43887001959461275,0.6457692537279139,0.19482292296517442,0.43887001959461275,0.24404709662943833
Perry,KY,21193,511,505,0.34123755745133694,0.27970652424463666,0.2722452644737949,0.0,1.4684089175731565,0.13836071316057566,0.45233189288317327,0.9629231998987716,0.13836071316057566,0.45233189288317327,0.3139711797225976
Richmond,GA,13245,511,505,0.3329141576645793,0.2901044988788253,0.16637844332791182,0.1504919578962413,1.0685351712468711,0.21875897928875324,0.3864876728542757,0.6779747690762791,0.21875897928875324,0.3864876728542757,0.16772869356552247
Cape Girardeau,MO,29031,511,505,0.3289813088360505,0.19964566303444764,0.3684530990386753,0.0,2.445014684732807,0.13834308449485708,0.3501516583053984,1.2162804041440567,0.13834308449485708,0.3501516583053984,0.21180857381054133
Houston,AL,01069,511,505,0.3266488877056494,0.27770716229057657,0.17648056562252526,0.09085775191653986,1.098320180007028,0.213458201579175,0.3676198433279269,0.7184161754567311,0.213458201579175,0.3676198433279269,0.1541616417487519
St. Louis City,MO,29510,511,505,0.3240375228390697,0.2950559631835664,0.12899216708176062,0.1418093009914802,0.8654258744191264,0.24415008392577836,0.3814405671950392,0.5492005552356769,0.24415008392577836,0.3814405671950392,0.13729048326926085
Crawford,MI,26039,511,505,0.3209424252119577,0.1782714906845196,0.6794918077613441,0.0,6.25891008896972,0.0,0.3632374663842904,0.9407824656907681,0.0,0.3632374663842904,0.3632374663842904
Hall,GA,13139,511,505,0.32011934032546363,0.2797435881174651,0.18401443232837905,0.0,1.1022564871096037,0.21064619248548322,0.4035690091726927,0.6735730406273913,0.21064619248548322,0.4035690091726927,0.1929228166872095
Pontotoc,OK,40123,511,505,0.31732164651761124,0.14874352230812676,0.3655469927354581,0.0,1.6581562096517586,0.09371081068018028,0.4288827682721453,1.1941071446549028,0.09371081068018028,0.4288827682721453,0.335171957591965
Harrisonburg City,VA,51660,511,505,0.30928302990494844,0.23236069025823367,0.24964833553992208,0.0,1.4663404634279502,0.14385896108134294,0.42233799594152716,0.7536143712058011,0.14385896108134294,0.42233799594152716,0.2784790348601842
Danville City,VA,51590,511,505,0.30925828819194484,0.30029963829858586,0.17279673627340206,0.0,0.9571513925166205,0.20644476959998267,0.4088478471315949,0.5564482728370962,0.20644476959998267,0.4088478471315949,0.2024030775316122
Hancock,WV,54029,511,505,0.3088266643029541,0.1978011109898088,0.3642573160115651,0.0,3.018644393647753,0.06826777740888076,0.44560280681306325,0.8511701974104936,0.06826777740888076,0.44560280681306325,0.3773350294041825
Floyd,GA,13115,511,505,0.30498557296771595,0.2419993746190312,0.24807369564596254,0.0,1.804702777922462,0.18385950070515875,0.3304449792524937,0.744792863495447,0.18385950070515875,0.3304449792524937,0.14658547854733497
Talbot,MD,24041,511,505,0.3024958762214539,0.2587309708800577,0.21669885613330767,0.0,1.352243219460395,0.14767883178428515,0.38767397111430857,0.7233850852170666,0.14767883178428515,0.38767397111430857,0.23999513933002342
Cumberland,NJ,34011,511,505,0.29898636846005455,0.23715513167249622,0.17843351442791797,0.0,1.0244631211349666,0.17101612086075813,0.3676787000958295,0.6764670225873758,0.17101612086075813,0.3676787000958295,0.19666257923507136
Cabell,WV,54011,511,505,0.29681331273753236,0.21466202567614215,0.2057662981037778,0.0,1.044143936265502,0.15714209752044375,0.35883155071414186,0.8056462556546727,0.15714209752044375,0.35883155071414186,0.2016894531936981
Tift,GA,13277,511,505,0.2906795331925453,0.2407807075725126,0.28081140317298264,0.0,1.925070195287735,0.14707235316423636,0.3492513795173657,0.626568517206679,0.14707235316423636,0.3492513795173657,0.20217902635312932
Peoria,IL,17143,511,505,0.28625120246381675,0.20205877671170533,0.3353041933556185,0.08476722527116087,2.534902508428646,0.1554474411565936,0.2772253586774938,0.6959077414075695,0.1554474411565936,0.2772253586774938,0.12177791752090023
Carroll,GA,13045,511,505,0.2840107021220801,0.24180194043212214,0.17766692612555768,0.10236326922260837,1.0951420946016357,0.18294944745112923,0.31028299788391617,0.7383993046740454,0.18294944745112923,0.31028299788391617,0.12733355043278693
Boyle,KY,21021,511,505,0.2829353628268049,0.24343099071402877,0.18618051358244658,0.0,1.0922723941759591,0.1745677608900009,0.3486911480369271,0.7399982545692929,0.1745677608900009,0.3486911480369271,0.17412338714692618
Sebastian,AR,05131,511,505,0.28276533256568714,0.2346434331861582,0.1460271078765867,0.09804747487827399,0.8306395667467896,0.18438700611459424,0.35145221835103824,0.563996564375677,0.18438700611459424,0.35145221835103824,0.167065212236444
Wicomico,MD,24045,511,505,0.2750162923201493,0.20540834476654415,0.2080832058432089,0.1189611793072747,1.9254037754143223,0.16735991585701385,0.26997359019241757,0.6950701992538987,0.16735991585701385,0.26997359019241757,0.10261367433540372
Jefferson,TX,48245,511,505,0.2724709848310816,0.2606322535287806,0.14602259096367656,0.038457822580986435,0.8191246472621518,0.17301582667719131,0.36737967564767177,0.4949866987202898,0.17301582667719131,0.36737967564767177,0.19436384897048045
Montgomery,VA,51121,511,505,0.2709943465152823,0.17735845549380377,0.31766395956733096,0.0,2.038729605671246,0.09925475383350214,0.264769596739523,1.0162752719003485,0.09925475383350214,0.264769596739523,0.16551484290602086
Bell,TX,48027,511,505,0.26891895371765956,0.1850342174064091,0.2937092478448024,0.03958062104067709,2.0803869504582666,0.12706354997555805,0.2609600040604298,0.9265763035130998,0.12706354997555805,0.2609600040604298,0.13389645408487175
Fayette,GA,13113,511,505,0.2683568829705102,0.22337940692197072,0.15970506622149658,0.09710882944638193,1.0273813870995077,0.18935293821969099,0.2880054886460062,0.6172258589781165,0.18935293821969099,0.2880054886460062,0.09865255042631524
Bradford,PA,42015,511,505,0.26635535480557093,0.17522885214600417,0.26230706712988255,0.0,1.3263727901231,0.1348108354502637,0.2531676948090158,0.9004468085876268,0.1348108354502637,0.2531676948090158,0.11835685935875209
Mccracken,KY,21145,511,505,0.26583731925421716,0.20032394577674864,0.2101795653653585,0.0,1.1944496113949405,0.13531628456455033,0.3353587092554583,0.7694028361531619,0.13531628456455033,0.3353587092554583,0.20004242469090797
Clarke,GA,13059,511,505,0.26487847080462235,0.22113766540987614,0.19376717098784219,0.0,1.3659640699952154,0.16916333596549413,0.2916191966186766,0.6842934966588406,0.16916333596549413,0.2916191966186766,0.12245586065318245
Kanawha,WV,54039,511,505,0.2644463714861004,0.19540106877871963,0.1774338414145758,0.09022089061475207,0.9991127584917825,0.1510499898075701,0.298662396522347,0.6866700004074741,0.1510499898075701,0.298662396522347,0.1476124067147769
Lake,CO,08065,511,505,0.26295282483743065,0.0,0.85905411315832,0.0,5.49452581424265,0.0,0.0,1.5653300682196716,0.0,0.0,0.0
Jackson,MO,29095,511,505,0.26124550878951563,0.2403081891298405,0.08954198111718849,0.016503948279055634,0.5095893300210725,0.20576830746655445,0.3090612139451138,0.4314594475481003,0.20576830746655445,0.3090612139451138,0.10329290647855938
Hamilton,OH,39061,511,505,0.2607799701765967,0.2081166990884849,0.16925780150372546,0.09608765597980877,1.0011104196128449,0.14477193890935755,0.32000984301280194,0.6596288444897824,0.14477193890935755,0.32000984301280194,0.1752379041034444
Muscogee,GA,13215,511,505,0.2607340609094853,0.23431147806924893,0.1259274678112144,0.055825861947344776,0.7396319077042948,0.18353598021933992,0.2781830335485621,0.5629375397974183,0.18353598021933992,0.2781830335485621,0.09464705332922219
Washtenaw,MI,26161,511,505,0.2605319036431981,0.1754427227466353,0.24097679131223523,0.07981742692399277,1.2808437385858766,0.14856774778161896,0.23025845823706842,0.9434699834068011,0.14856774778161896,0.23025845823706842,0.08169071045544946
Florence,SC,45041,511,505,0.2587681490668563,0.22490477164922143,0.13179074915775818,0.0,0.7407581169980081,0.15697438475664052,0.35400913806405715,0.48154637221349206,0.15697438475664052,0.35400913806405715,0.19703475330741663
Alachua,FL,12001,511,505,0.25864630823541673,0.1819118960296708,0.29686631939071884,0.057086950825592876,1.658833107526785,0.1100561838180474,0.23864921421498142,0.9643461098819933,0.1100561838180474,0.23864921421498142,0.12859303039693404
Lafayette,MS,28071,511,505,0.2584446150575042,0.2339266531857613,0.15741029294841505,0.06815172878270745,0.9415938693075725,0.15402568274173567,0.30002369636876125,0.588750419325255,0.15402568274173567,0.30002369636876125,0.14599801362702558
Manassas City,VA,51683,511,505,0.2571989736544027,0.23076739161424817,0.20096914354120965,0.0,1.1239222977477996,0.14150098361478933,0.3131911337870334,0.7169748291439069,0.14150098361478933,0.3131911337870334,0.17169015017224407
Georgetown,SC,45043,511,505,0.2518871254740904,0.1978462211427859,0.20550029589829208,0.0,1.1852814187085954,0.12592692048665804,0.31036214231167125,0.7032691726898426,0.12592692048665804,0.31036214231167125,0.1844352218250132
Highlands,FL,12055,511,505,0.2515449114501278,0.20733766362015404,0.14749383566087146,0.06676760227111558,0.7068339230652333,0.1457693210135475,0.2996578347131414,0.5842938132153885,0.1457693210135475,0.2996578347131414,0.1538885136995939
Minnehaha,SD,46099,511,505,0.25077859525725504,0.16389696973088272,0.2709384416884928,0.05377962681364961,1.9870823129705406,0.13676060395512704,0.2210138704734874,0.7495950372555694,0.13676060395512704,0.2210138704734874,0.08425326651836035
Greene,MO,29077,511,505,0.2491879500227875,0.23896301874917675,0.09683576258315162,0.103610049162704,0.5536031439691181,0.17369844073344967,0.2990364457591664,0.43567087586420983,0.17369844073344967,0.2990364457591664,0.1253380050257167
Montgomery,MD,24031,511,505,0.24763942013435752,0.1922826816429442,0.20093186538172503,0.10293044825688445,2.217506542380625,0.15502937620903862,0.22997534971107816,0.6733545422115442,0.15502937620903862,0.22997534971107816,0.07494597350203955
Campbell,KY,21037,511,505,0.24732826055778295,0.1999967305104539,0.19580128437057065,0.0,0.7558855406107047,0.09450565431396438,0.35548210106073524,0.6383029092421896,0.09450565431396438,0.35548210106073524,0.2609764467467709
Burleigh,ND,38015,511,505,0.2455315891397907,0.18118467906736266,0.24508803708112223,0.08383634874943466,1.6714665224380403,0.13294515318597752,0.2479353768313138,0.7285935498045122,0.13294515318597752,0.2479353768313138,0.11499022364533629
Pulaski,AR,05119,511,505,0.24528858283053379,0.2398780964540965,0.0871678010529766,0.09472407482672361,0.45311626069281763,0.16825694494598745,0.3142152793415279,0.4024196280344453,0.16825694494598745,0.3142152793415279,0.14595833439554043
Taylor,TX,48441,511,505,0.24518070682968207,0.1683476487919747,0.32387725549544977,0.049205604382906776,3.0742426566965753,0.11633172779689853,0.25445083806563257,0.5331562086766046,0.11633172779689853,0.25445083806563257,0.13811911026873402
Mifflin,PA,42087,511,505,0.24509605819901492,0.17350924051972264,0.19624444971406754,0.0,1.4469591042792824,0.11819520094091729,0.33344801000372026,0.5509238561732496,0.11819520094091729,0.33344801000372026,0.21525280906280297
Boone,MO,29019,511,505,0.24462251686453926,0.19982751118395883,0.17802374552396508,0.05633164233572622,1.021266358682609,0.14472396397126902,0.26632226515357743,0.7119505720164068,0.14472396397126902,0.26632226515357743,0.12159830118230841
Yoakum,TX,48501,511,505,0.2421065756542687,0.0,1.0086112344371074,0.0,10.024661753463164,0.0,0.17455218076090778,0.5736184779976576,0.0,0.17455218076090778,0.17455218076090778
Berks,PA,42011,511,505,0.2394239970422992,0.19678428670753179,0.14535680863217382,0.08861168005203757,0.8823182914023885,0.1443175802919176,0.24652239372865511,0.4863413501409182,0.1443175802919176,0.24652239372865511,0.10220481343673751
Stephenson,IL,17177,511,505,0.23916291080895916,0.09624673983206679,0.3916067364080715,0.0,1.7154519333282798,0.05219011719934728,0.20691757444447118,1.3186108402795678,0.05219011719934728,0.20691757444447118,0.15472745724512388
Jefferson,AL,01073,511,505,0.238378088785554,0.19046417444337063,0.155856719843908,0.04619587379774269,0.8619201454006757,0.13886112257217345,0.2749875326708969,0.5754475108955088,0.13886112257217345,0.2749875326708969,0.13612641009872342
Emmet,MI,26047,511,505,0.2383738980361355,0.17516073314206085,0.2816135780934811,0.0,1.6315762684425135,0.08532605121357073,0.255746500294597,0.8128417111966006,0.08532605121357073,0.255746500294597,0.17042044908102627
Vanderburgh,IN,18163,511,505,0.23809433092619636,0.21120478550714025,0.11869580078574661,0.08891283608780554,0.8115436464522334,0.15500718944416944,0.30242597214752454,0.43463105383026107,0.15500718944416944,0.30242597214752454,0.1474187827033551
Buffalo,NE,31019,511,505,0.23758760058830677,0.14809825332471144,0.34975392149075807,0.0,2.2851585895507616,0.09073017111668699,0.18912156738093677,1.1995943395106996,0.09073017111668699,0.18912156738093677,0.09839139626424978
Bibb,GA,13021,511,505,0.23751477721344236,0.21175250402703752,0.15906272482877898,0.032299936039635664,0.9580240480665252,0.12772938095062644,0.30351020114000743,0.4750984062563377,0.12772938095062644,0.30351020114000743,0.175780820189381
Washington,MS,28151,511,505,0.23489197511679197,0.2182332379690405,0.19861970227830544,0.0,1.092408083964465,0.0875749618675711,0.3476647727717876,0.5380398851053324,0.0875749618675711,0.3476647727717876,0.26008981090421646
Mahoning,OH,39099,511,505,0.2346019049540673,0.14503870620492676,0.26555796550396027,0.0,1.654449480444901,0.11798178597715091,0.2467019455242046,0.8936856939024813,0.11798178597715091,0.2467019455242046,0.12872015954705368
Martin,FL,12085,511,505,0.23457288416125135,0.19057713393875156,0.17764610536337028,0.05232624640141836,1.1799111220745595,0.15283324216408484,0.22694201386618348,0.6023791835251749,0.15283324216408484,0.22694201386618348,0.07410877170209865
New Hanover,NC,37129,511,505,0.23211945414518773,0.13421830421954922,0.28541373440632023,0.05600261893382279,1.5482136032266731,0.09158148439093547,0.20459416759536858,0.9664457765508753,0.09158148439093547,0.20459416759536858,0.11301268320443311
Colbert,AL,01033,511,505,0.23205666389230414,0.1851881536724838,0.17065613317303763,0.025827601059898248,0.8540790343093984,0.1255255840731114,0.288156626418791,0.6634981344312412,0.1255255840731114,0.288156626418791,0.16263104234567957
Cuyahoga,OH,39035,511,505,0.23164846819572263,0.18307247565010987,0.14978558202156705,0.08617004345392462,0.8512409596739456,0.13980522605784157,0.24498081660405485,0.5685643583811333,0.13980522605784157,0.24498081660405485,0.10517559054621328
Antelope,NE,31003,511,505,0.23117921394202268,0.0,1.5854987909526197,0.0,16.44531027433908,0.0,0.0,0.06690878215752696,0.0,0.0,0.0
Suffolk City,VA,51800,511,505,0.2306525561048733,0.1826312837490033,0.24028039741828083,0.0,1.4181820065773056,0.12108906015832491,0.2317636055741818,0.6936164130650688,0.12108906015832491,0.2317636055741818,0.11067454541585689
Wayne,IN,18177,511,505,0.22959514259508043,0.1791679239729575,0.18650205734374586,0.0,0.982479623136359,0.12079013614783374,0.27397198380397686,0.6243321204003219,0.12079013614783374,0.27397198380397686,0.15318184765614312
La Plata,CO,08067,511,505,0.2294552301842283,0.14137850374526204,0.19653865249218747,0.0,1.2168516979973043,0.10081781024729446,0.3288091597702613,0.6607056086536164,0.10081781024729446,0.3288091597702613,0.22799134952296685
Essex,NJ,34013,511,505,0.22924576285775897,0.12744566106714442,0.2727415643941032,0.052687478845654834,1.2309385384310514,0.09155031623708731,0.19406258793899892,1.0190031301917009,0.09155031623708731,0.19406258793899892,0.1025122717019116
Allen,OH,39003,511,505,0.22607352830053448,0.1780481883941829,0.16356093058114307,0.0,0.962066523396868,0.12645506701623108,0.2958127937897434,0.49406550202708854,0.12645506701623108,0.2958127937897434,0.16935772677351232
Camden,NJ,34007,511,505,0.22518744382426406,0.18324326712026104,0.09773817108172844,0.0,0.5083341501683439,0.15629990245659411,0.2974777476311485,0.4156548579879303,0.15629990245659411,0.2974777476311485,0.14117784517455437
Montgomery,AL,01101,511,505,0.22483232010330834,0.20148504509744444,0.13349657919400712,0.0,1.0046396881469615,0.13317230810612285,0.2820990679817728,0.4273731557544092,0.13317230810612285,0.2820990679817728,0.14892675987564996
Josephine,OR,41033,511,505,0.22440991121715304,0.14331508568975695,0.19261248699022843,0.0,1.0513139370253428,0.09729508483558481,0.28309326316808225,0.6376098942019642,0.09729508483558481,0.28309326316808225,0.18579817833249745
Madison,AL,01089,511,505,0.22382366968949124,0.2052450529811299,0.10346918380301898,0.07813048334884831,0.5908109418866764,0.13617400559536855,0.2780994642705913,0.41857967633065485,0.13617400559536855,0.2780994642705913,0.14192545867522274
Cerro Gordo,IA,19033,511,505,0.22234088993635837,0.18659084737773193,0.1429991574876277,0.0,0.7112799588598512,0.13582842924930832,0.289201639117079,0.5028160711370816,0.13582842924930832,0.289201639117079,0.1533732098677707
Caddo,LA,22017,511,505,0.22222993780722916,0.1654633421759555,0.1333411838981038,0.059685836200121634,0.5789072296985581,0.1223196928224874,0.3077409303421627,0.49489198733130196,0.1223196928224874,0.3077409303421627,0.18542123751967532
Harris,TX,48201,511,505,0.22197299342927496,0.1754596614147957,0.18264947513846028,0.04124482918112728,1.1505909841682909,0.12047999966911835,0.22653555025363442,0.6534732933013979,0.12047999966911835,0.22653555025363442,0.10605555058451607
Norfolk City,VA,51710,511,505,0.22153343044386817,0.2069636895020062,0.10671406694050892,0.0975218081502072,0.6987706448267267,0.1494999816263061,0.25767958404914576,0.47572072976388213,0.1494999816263061,0.25767958404914576,0.10817960242283967
Fulton,GA,13121,511,505,0.22046571003021936,0.19703841273328787,0.10383068132287233,0.08569647846165886,0.616983921295977,0.15219354915351632,0.24300281077854022,0.4543350154370196,0.15219354915351632,0.24300281077854022,0.0908092616250239
Ellis,KS,20051,511,505,0.22031471125798094,0.1716016850491021,0.27858244617779415,0.0,1.767093952563003,0.0,0.26599823679440965,0.7752213330020821,0.0,0.26599823679440965,0.26599823679440965
Sullivan,TN,47163,511,505,0.21881915065060414,0.19150142393608569,0.12340783106005102,0.07839450565881122,0.7041324367078091,0.1493809119132908,0.23280881526121475,0.5620901477434527,0.1493809119132908,0.23280881526121475,0.08342790334792394
Muskogee,OK,40101,511,505,0.21874186197143386,0.16041906255840213,0.17522558956899884,0.0,0.8991736302849355,0.11303539952426585,0.27935581707026147,0.6288264683539846,0.11303539952426585,0.27935581707026147,0.16632041754599564
Cass,ND,38017,511,505,0.21515054113346482,0.15297797827810497,0.18246667452973855,0.0687968906418681,1.041623141818707,0.12742656674132966,0.22594182019303335,0.6124029655326797,0.12742656674132966,0.22594182019303335,0.0985152534517037
Lucas,OH,39095,511,505,0.21477959078093264,0.18487342334229354,0.10241917419109321,0.10034057515513073,0.6061801890622263,0.1382181156454036,0.24800268669955935,0.4316727720858652,0.1382181156454036,0.24800268669955935,0.10978457105415576
