county,state,fips,n_daily_points,n_ma_points,mean_pih,median_pih,std_pih,min_pih,max_pih,percentile_25,percentile_75,percentile_95,pih_range_lower,pih_range_upper,pih_iqr
Alameda,CA,06001,511,505,0.11613161600437452,0.10871161302144337,0.04326924465301774,0.056628430173930676,0.2665737627713491,0.0812361664898151,0.14685182512995867,0.19729050897472233,0.0812361664898151,0.14685182512995867,0.06561565864014357
Tuscaloosa,AL,01125,511,505,0.11590400433945953,0.09509062503586585,0.083240500773989,0.018650780767409687,0.5410569832641724,0.0638859337521954,0.13532729765368404,0.30147919356100117,0.0638859337521954,0.13532729765368404,0.07144136390148864
Craven,NC,37049,511,505,0.11572564593543827,0.1071568368486058,0.08233411465218839,0.0,0.4040427169058519,0.06854943832301597,0.14997694137784714,0.28814038851746426,0.06854943832301597,0.14997694137784714,0.08142750305483118
Hopkins,KY,21107,511,505,0.11555515221411529,0.11706377788945467,0.06405263321301598,0.0,0.2695159790117197,0.0660177940722845,0.17204587555700926,0.2089781041838615,0.0660177940722845,0.17204587555700926,0.10602808148472476
Brown,TX,48049,511,505,0.1155322396515185,0.05325515922124381,0.3514176367913312,0.0,3.6493585905991646,0.0,0.10523232465961187,0.290894000435737,0.0,0.10523232465961187,0.10523232465961187
Jones,MS,28067,511,505,0.11551144070373642,0.08106864988621075,0.12895916589175252,0.0,0.7523334238736981,0.03915234110802831,0.15515073947760064,0.30953683341469845,0.03915234110802831,0.15515073947760064,0.11599839836957232
Lowndes,MS,28087,511,505,0.11464682488542123,0.09341743974987392,0.08580943800048857,0.0,0.41032702203794674,0.054595084540228066,0.15606357810333962,0.28594016501402736,0.054595084540228066,0.15606357810333962,0.10146849356311155
Solano,CA,06095,511,505,0.11446229719718197,0.11183687850578261,0.034520312290331895,0.05758211719271438,0.20824039905497757,0.08592022852113763,0.13661698524353577,0.17701559609406486,0.08592022852113763,0.13661698524353577,0.05069675672239814
Hancock,OH,39063,511,505,0.11432729747143233,0.1062391366968819,0.10241882938106685,0.0,0.6079419470115754,0.055235164530000345,0.1536659671015892,0.33843754329390185,0.055235164530000345,0.1536659671015892,0.09843080257158884
Collin,TX,48085,511,505,0.11427709564990968,0.10145910333274395,0.055531410591955425,0.051369582425131954,0.3836635964774923,0.07253936577199215,0.13470049911383014,0.22178456684381195,0.07253936577199215,0.13470049911383014,0.062161133341837996
Muskegon,MI,26121,511,505,0.11427159647694467,0.09210664056254185,0.07395165910641434,0.02689179639685896,0.39882784897871515,0.06337276552656591,0.13766297264977462,0.2728668578336776,0.06337276552656591,0.13766297264977462,0.0742902071232087
Chesterfield,VA,51041,511,505,0.11401618056039223,0.11105779882758422,0.0493324113226219,0.03877189565135704,0.3278206703587913,0.07381425350513884,0.13545389970277874,0.19684443971965335,0.07381425350513884,0.13545389970277874,0.0616396461976399
Sedgwick,KS,20173,511,505,0.11397249689288498,0.10533484165221607,0.06147230863386328,0.036935654816646464,0.36223360999312215,0.06549082488988978,0.15171612065559031,0.2054422242569026,0.06549082488988978,0.15171612065559031,0.08622529576570054
Buncombe,NC,37021,511,505,0.11375104881190506,0.08769334678092304,0.12351600163923651,0.0,0.6981530352667213,0.018257362748629515,0.1453822437934318,0.3825658261155739,0.018257362748629515,0.1453822437934318,0.12712488104480227
Cambria,PA,42021,511,505,0.11365248350008474,0.09033337940249486,0.09234820930651458,0.0,0.701785908774277,0.07036792017889469,0.1250401211520193,0.25289059262302643,0.07036792017889469,0.1250401211520193,0.0546722009731246
Horry,SC,45051,511,505,0.11362407586082775,0.09792207594913238,0.06250450061421706,0.042928751511451556,0.34262963236980554,0.06923431658888915,0.13146787726430834,0.26509392570921064,0.06923431658888915,0.13146787726430834,0.062233560675419186
Flagler,FL,12035,511,505,0.11347379198472797,0.07971621308925887,0.10678586777329657,0.0,0.6299497350613549,0.06443130797894059,0.10679112843610249,0.3363232659185299,0.06443130797894059,0.10679112843610249,0.0423598204571619
Camden,MO,29029,511,505,0.1134188093326599,0.09949912052732539,0.10164417538168286,0.0,0.5477668899761321,0.05920244189199497,0.15075968847789942,0.2871754865999479,0.05920244189199497,0.15075968847789942,0.09155724658590444
Yavapai,AZ,04025,511,505,0.11329841611432061,0.09679149444466488,0.07558198692108498,0.0,0.35186969564357534,0.06239695928458581,0.14067874961637886,0.2613769901022611,0.06239695928458581,0.14067874961637886,0.07828179033179306
Franklin,GA,13119,511,505,0.11324269093601198,0.10022910735396881,0.11139510657600678,0.0,0.5189143527972119,0.0,0.18411763954007607,0.33606208985078856,0.0,0.18411763954007607,0.18411763954007607
Palm Beach,FL,12099,511,505,0.11307055700164545,0.08563986126096672,0.07755055185654125,0.049309831780865454,0.4103707447451557,0.06969382007535314,0.11904131436534778,0.3193180146380093,0.06969382007535314,0.11904131436534778,0.04934749428999463
Orange,CA,06059,511,505,0.11275638563934266,0.09354814399891412,0.05113671562454745,0.054173480227908195,0.35555629860277727,0.07890720443074893,0.1326809704175392,0.21223420523939998,0.07890720443074893,0.1326809704175392,0.053773765986790276
York,PA,42133,511,505,0.11256785573980324,0.09525309360442356,0.05521828548229837,0.03576073022468471,0.27572625413208673,0.07359485036787905,0.1523977503356559,0.22489536267069332,0.07359485036787905,0.1523977503356559,0.07880289996777684
Putnam,FL,12107,511,505,0.11248904934258455,0.07477558389407193,0.11210391802553071,0.0,0.6139417160911756,0.04576582068656295,0.12721537377935174,0.37590101619136934,0.04576582068656295,0.12721537377935174,0.08144955309278878
Dewitt,TX,48123,511,505,0.11246287178014268,0.0,0.362561191228205,0.0,2.4804311483838846,0.0,0.01681533190958403,0.8528070667787271,0.0,0.01681533190958403,0.01681533190958403
Collingsworth,TX,48087,511,505,0.11231757597645292,0.0,0.7987295581077857,0.0,7.78510502535523,0.0,0.0,0.0,0.0,0.0,0.0
Spokane,WA,53063,511,505,0.11205936270910717,0.09890346074915948,0.06096061717447734,0.02620469582817102,0.3395566044858918,0.07811774102877873,0.12622829285085663,0.2675330788972639,0.07811774102877873,0.12622829285085663,0.04811055182207789
Schenectady,NY,36093,511,505,0.11199852219635337,0.06752972044877752,0.11336040397993896,0.0,0.569369101905018,0.04797464717596792,0.14031424124204014,0.3402927176719152,0.04797464717596792,0.14031424124204014,0.09233959406607223
Clark,WA,53011,511,505,0.11183295002924262,0.09138245007283137,0.051414202814591844,0.04838102809352658,0.30272863409190254,0.0789706836366566,0.12970612587382718,0.21700541525352782,0.0789706836366566,0.12970612587382718,0.05073544223717058
Kankakee,IL,17091,511,505,0.11180048510468032,0.09925716799300122,0.0659546683557377,0.0,0.28501518793707786,0.06053919787118632,0.15419034904620307,0.23188716736244844,0.06053919787118632,0.15419034904620307,0.09365115117501675
Rock Island,IL,17161,511,505,0.11172983180308114,0.09654583152956686,0.07975138127813715,0.0,0.554071136224833,0.07699017961754959,0.12381953992666553,0.22711992714608592,0.07699017961754959,0.12381953992666553,0.04682936030911594
Miami-Dade,FL,12086,511,505,0.11160736238796885,0.08263335378106491,0.06498831408842781,0.05465316881148124,0.3856072875655349,0.06978692713701841,0.12961501234492864,0.2787249779246615,0.06978692713701841,0.12961501234492864,0.059828085207910234
Richland,OH,39139,511,505,0.11107104776187957,0.08035124773358848,0.09746336034400536,0.0,0.5243383409586698,0.059397783589687704,0.14163989596918078,0.337765180209067,0.059397783589687704,0.14163989596918078,0.08224211237949308
Adams,MS,28001,511,505,0.1109748664880989,0.10595521279862533,0.10911793623197495,0.0,0.4491572200573932,0.0,0.19678061728672966,0.28168852077229184,0.0,0.19678061728672966,0.19678061728672966
Franklin,MO,29071,511,505,0.11055926466923081,0.09089350722536993,0.06454985667414553,0.010310281995043026,0.35457237438607286,0.0720050061584671,0.12368683476624993,0.2710677618102436,0.0720050061584671,0.12368683476624993,0.05168182860778284
Scioto,OH,39145,511,505,0.11051595337697503,0.08142736211688244,0.10898824064525817,0.0,0.65555495031148,0.03788065496983339,0.14011830091403277,0.32247079681553487,0.03788065496983339,0.14011830091403277,0.10223764594419937
Pittsburg,OK,40121,476,470,0.11049963370974294,0.07413537576465591,0.17571796788561497,0.0,1.27745503233756,0.0,0.12942263610491833,0.3740284939927355,0.0,0.12942263610491833,0.12942263610491833
Bartholomew,IN,18005,511,505,0.11036805762170339,0.0859178371587551,0.09256335862662958,0.0,0.4733481116351154,0.05698727053193631,0.14036780269381824,0.2951821015073244,0.05698727053193631,0.14036780269381824,0.08338053216188193
Cocke,TN,47029,511,505,0.10953232639503611,0.06697115524365801,0.25002126155908166,0.0,2.6030737996030515,0.02337653153279044,0.12130757503586363,0.23113380879687515,0.02337653153279044,0.12130757503586363,0.09793104350307319
Lee,AL,01081,511,505,0.10928684860492101,0.09095310331022448,0.0713548965450118,0.007112605652647547,0.4542065023984865,0.05887200364354624,0.1421477627963638,0.22367072106127264,0.05887200364354624,0.1421477627963638,0.08327575915281754
Gordon,GA,13129,511,505,0.10917052536741798,0.0890685335848029,0.09769547813492656,0.0,0.567008718200669,0.06030123069405245,0.12924116363270086,0.356901126053709,0.06030123069405245,0.12924116363270086,0.0689399329386484
Daviess,KY,21059,511,505,0.10905630879182102,0.08909061388737043,0.10793010621089484,0.0,0.9217556435844517,0.053226490628768545,0.12621998310019913,0.21945503287992232,0.053226490628768545,0.12621998310019913,0.07299349247143058
Anderson,SC,45007,511,505,0.10893193980273767,0.09653312665052416,0.09001583471637803,0.0,0.7698572927723103,0.06847043754865079,0.12642968274958957,0.21210504022733956,0.06847043754865079,0.12642968274958957,0.057959245200938786
Pima,AZ,04019,511,505,0.10849130314375771,0.10034788262819437,0.0460412717045941,0.023607497332219275,0.2276707012491566,0.077513742085717,0.13568333151499193,0.18968418863513187,0.077513742085717,0.13568333151499193,0.05816958942927493
Jefferson Davis,LA,22053,511,505,0.10847988000125301,0.09248630882639379,0.09976055628791027,0.0,0.5624771769012373,0.02138372601984045,0.1566843500071913,0.31561656584717573,0.02138372601984045,0.1566843500071913,0.13530062398735085
Boulder,CO,08013,511,505,0.1083227651138894,0.09020900954412395,0.05949291340934166,0.022004586495811992,0.31444019294212877,0.06767553732978306,0.1393342720658334,0.2291616878123021,0.06767553732978306,0.1393342720658334,0.07165873473605035
Marathon,WI,55073,511,505,0.10831298652209052,0.08287602092350324,0.10999942889604498,0.0,0.7954058273098968,0.05209243102594106,0.12151053967043238,0.3177073305514766,0.05209243102594106,0.12151053967043238,0.06941810864449131
Jackson,OK,40065,511,505,0.10828750164638537,0.06743735439359558,0.17233331133984223,0.0,1.101687146873131,0.0,0.14398854510699552,0.4499998406362472,0.0,0.14398854510699552,0.14398854510699552
Bay,FL,12005,511,505,0.10826856642495512,0.08439327022734366,0.09245600160251027,0.0,0.5575712348276106,0.05600285374415186,0.11336132067736372,0.34371683670375547,0.05600285374415186,0.11336132067736372,0.05735846693321186
Washington,OK,40147,511,505,0.10822893453477363,0.0737841246133077,0.13102900810404708,0.0,0.62268353675786,0.0,0.15712348749389432,0.3706378442976669,0.0,0.15712348749389432,0.15712348749389432
Maui,HI,15009,511,505,0.1081435661351791,0.06793675111227346,0.14722040547599197,0.0,0.9154208275841779,0.02587813327585975,0.12215862614861787,0.31310211756911194,0.02587813327585975,0.12215862614861787,0.09628049287275812
Barren,KY,21009,511,505,0.10812752760561291,0.09228231137231446,0.11420941409329277,0.0,0.914835245154992,0.05033378937246697,0.132141530786296,0.28575639324066215,0.05033378937246697,0.132141530786296,0.08180774141382904
Berrien,MI,26021,511,505,0.10809133481523779,0.09033489029730986,0.06302850919057895,0.0,0.3719008056591045,0.06401115683066698,0.1282332731591941,0.2380632247201656,0.06401115683066698,0.1282332731591941,0.06422211632852713
Bulloch,GA,13031,504,498,0.10807930406461881,0.08484551131766166,0.10798439671196047,0.0,0.5508371685787935,0.03376299475876095,0.1496202311556427,0.3042298174940001,0.03376299475876095,0.1496202311556427,0.11585723639688177
Pottawatomie,OK,40125,511,505,0.10788354607124581,0.07868772915115849,0.1365592053587587,0.0,1.013043028255123,0.04639488821317187,0.10068530991507159,0.44999214778330077,0.04639488821317187,0.10068530991507159,0.05429042170189972
Washington,UT,49053,511,505,0.10785649164863137,0.09973717584332646,0.06305127196501722,0.034422386316780754,0.3192786971226864,0.06194979667036537,0.12450440575940178,0.27381398642933225,0.06194979667036537,0.12450440575940178,0.0625546090890364
Winston,MS,28159,511,505,0.10784316944337666,0.0,0.3171934822884633,0.0,2.0845684996136855,0.0,0.04399611855269718,0.6868073248759222,0.0,0.04399611855269718,0.04399611855269718
Mclean,IL,17113,511,505,0.10770744695677043,0.07442968042389321,0.10822060222414882,0.0,0.8142836328145109,0.06022565848507707,0.12946514769836087,0.20779947425825754,0.06022565848507707,0.12946514769836087,0.0692394892132838
Kennebec,ME,23011,511,505,0.10769093962311463,0.04653842337366796,0.2713842555964405,0.0,2.0781455680866556,0.0,0.0788416183717976,0.31957854459974444,0.0,0.0788416183717976,0.0788416183717976
Cullman,AL,01043,511,505,0.1075929581664204,0.0996843571430047,0.059447405212602424,0.0,0.31055261000090395,0.07085820310481676,0.13365330823419116,0.2156962040324575,0.07085820310481676,0.13365330823419116,0.0627951051293744
Erie,NY,36029,511,505,0.10749616517706567,0.09449293722944195,0.05071983595514359,0.043518249569831045,0.29613710873327104,0.07265323566682655,0.12590936271510478,0.231722687701883,0.07265323566682655,0.12590936271510478,0.05325612704827823
Honolulu,HI,15003,511,505,0.10744359724308467,0.09192176526357419,0.0497635963200793,0.046801556789765004,0.41655779631850187,0.07135438756153516,0.13282274967704508,0.20693738413309395,0.07135438756153516,0.13282274967704508,0.06146836211550992
La Crosse,WI,55063,511,505,0.10730017818915867,0.08604064352998056,0.09879975786315562,0.0,0.7006135188911943,0.05228987247417176,0.12812302548326712,0.2966672125585407,0.05228987247417176,0.12812302548326712,0.07583315300909536
San Bernardino,CA,06071,511,505,0.10716606281969265,0.09822164496797095,0.04881580484457984,0.04487115614406219,0.3653835722662996,0.07411318854288741,0.12445837660776983,0.1830093588057204,0.07411318854288741,0.12445837660776983,0.05034518806488242
Onondaga,NY,36067,511,505,0.10706688022334311,0.08924229929892026,0.04695781599035551,0.04249433744770276,0.2871469707357487,0.07566455746309883,0.12777699006099402,0.203488983433777,0.07566455746309883,0.12777699006099402,0.05211243259789519
Warren,KY,21227,511,505,0.10700666953559718,0.0981757790547296,0.06439330677389328,0.0,0.2992996764828765,0.0655911124529865,0.1408488784566126,0.23741415310194286,0.0655911124529865,0.1408488784566126,0.07525776600362609
Marion,OH,39101,511,505,0.10684902521958602,0.09088134679679329,0.08567497342664492,0.0,0.3431795749324043,0.04915581962882127,0.1405560055902579,0.27138077391303306,0.04915581962882127,0.1405560055902579,0.09140018596143665
Calcasieu,LA,22019,511,505,0.10682837356954969,0.08985410608734827,0.07572829569131521,0.0,0.4125709917040493,0.053849847518296814,0.14306113677076038,0.242247769869929,0.053849847518296814,0.14306113677076038,0.08921128925246356
Albemarle,VA,51003,511,505,0.10661536660394579,0.09783302263578861,0.07946126110657684,0.0,0.4815839426866297,0.05650955846954149,0.1518363387262997,0.20813827344273872,0.05650955846954149,0.1518363387262997,0.09532678025675821
Cumberland,PA,42041,511,505,0.10658293757354954,0.08084170066707586,0.07364953284672986,0.0,0.5274227680730053,0.06307287409273214,0.15355927088578297,0.23874611616446234,0.06307287409273214,0.15355927088578297,0.09048639679305083
Laramie,WY,56021,511,505,0.10649467798204361,0.10083037117599601,0.056264671610863216,0.0,0.3572697857124326,0.07027205688296001,0.12213420597240665,0.2000316569953094,0.07027205688296001,0.12213420597240665,0.05186214908944664
Jackson,IL,17077,511,505,0.10648101547562999,0.08704402819202686,0.12346754294532607,0.0,0.7848572095314956,0.0,0.14053059731086345,0.27463119264836855,0.0,0.14053059731086345,0.14053059731086345
Rutherford,NC,37161,511,505,0.10638616925729724,0.09531255330718688,0.07891245908468145,0.0,0.43319085683143815,0.055488493164035514,0.13270282531964206,0.28299596311163133,0.055488493164035514,0.13270282531964206,0.07721433215560655
Santa Clara,CA,06085,511,505,0.10633952606036742,0.09732670480630079,0.040466930752615364,0.048207548775413445,0.26594122421261684,0.078704336532216,0.12621841508935708,0.1816064551519685,0.078704336532216,0.12621841508935708,0.047514078557141085
Washington,PA,42125,511,505,0.10626636816106448,0.08661161688934822,0.06394414398252886,0.0,0.32857251191718373,0.06404201918736964,0.12850354094241187,0.2540197758460966,0.06404201918736964,0.12850354094241187,0.06446152175504223
Hillsborough,FL,12057,511,505,0.10625674291560148,0.09173780543677655,0.05594719525994147,0.04357630885933086,0.3506512869356489,0.0665941346209628,0.13090964581310888,0.22212706181398806,0.0665941346209628,0.13090964581310888,0.06431551119214608
Alpena,MI,26007,511,505,0.10618774533056125,0.08470750183625222,0.13910243266419473,0.0,0.9401223103435734,0.0,0.14595869157932653,0.3427372940919772,0.0,0.14595869157932653,0.14595869157932653
Comanche,OK,40031,511,505,0.10613807074683544,0.09151782847652835,0.0939183100623629,0.0,0.5626706142438874,0.04883930082109002,0.13481201725652522,0.2954480270443385,0.04883930082109002,0.13481201725652522,0.0859727164354352
Ogemaw,MI,26129,511,505,0.10610284721498453,0.02312508430811241,0.180133072433637,0.0,1.3967660161795656,0.0,0.1467189510511228,0.4480271964258216,0.0,0.1467189510511228,0.1467189510511228
Jefferson,OH,39081,511,505,0.1060275490727509,0.09356536238319617,0.08333759224971868,0.0,0.393480315377766,0.059665025082614766,0.14945595666177464,0.2833577644430513,0.059665025082614766,0.14945595666177464,0.08979093157915988
Elkhart,IN,18039,511,505,0.10567682728747889,0.09029566371609585,0.05288398668236756,0.0,0.27252918391024006,0.06758370171534198,0.13540338100755867,0.2295211146968029,0.06758370171534198,0.13540338100755867,0.06781967929221669
Riverside,CA,06065,511,505,0.10541949747819652,0.09211933775587876,0.07749130600055636,0.03770126152038005,0.7122347408938524,0.07073984080526567,0.1136691261359262,0.1732194630782329,0.07073984080526567,0.1136691261359262,0.042929285330660524
Kent,MI,26081,511,505,0.10515877059041913,0.09648969782319372,0.045039216631267705,0.037241608733444,0.28547876195217237,0.07428324298391355,0.12428579796420051,0.17981754147951595,0.07428324298391355,0.12428579796420051,0.05000255498028697
Macon,IL,17115,511,505,0.10511933000238999,0.08453425535334573,0.08768494696952742,0.0,0.5693688688670049,0.05930998449481589,0.1272702360149675,0.2649062174944804,0.05930998449481589,0.1272702360149675,0.06796025152015162
Tulare,CA,06107,511,505,0.10507002799514649,0.08308952647948704,0.06808944820931696,0.004965415504717502,0.4436017429759187,0.064502609745628,0.13574510885362628,0.23713652156814924,0.064502609745628,0.13574510885362628,0.07124249910799828
Madison,IN,18095,511,505,0.10497216218269216,0.0975162071092335,0.0488915709810995,0.0,0.3494087505300737,0.07286143445799409,0.1320492505420238,0.1972984191378297,0.07286143445799409,0.1320492505420238,0.059187816084029704
Marengo,AL,01091,511,505,0.1048877220172984,0.07996929570355978,0.13206706150831313,0.0,1.0456209455314038,0.0,0.1626965332013765,0.3575382130438887,0.0,0.1626965332013765,0.1626965332013765
Rutherford,TN,47149,511,505,0.10488024316100131,0.09146778825229498,0.07108292432435019,0.03935285739129261,0.46689617787198817,0.0657433164324502,0.11468594967008347,0.21931465224706584,0.0657433164324502,0.11468594967008347,0.04894263323763327
Henry,GA,13151,511,505,0.10480763921781207,0.08590021159575607,0.0647063055491692,0.04350318675044288,0.4716807374245263,0.07267804415173178,0.1089089847243648,0.20480206713066723,0.07267804415173178,0.1089089847243648,0.03623094057263303
New London,CT,09011,511,505,0.10466828328402918,0.07401676440359474,0.0970037460243124,0.0,0.46119506762626944,0.052347946295420264,0.11433065341431765,0.33451730084114023,0.052347946295420264,0.11433065341431765,0.06198270711889739
Ada,ID,16001,511,505,0.1045842774959183,0.08822545288210663,0.05634413341731201,0.03900711049492878,0.36207563619960226,0.07276261099643691,0.12874100447638534,0.20457423061131902,0.07276261099643691,0.12874100447638534,0.05597839347994843
St. Louis,MN,27137,511,505,0.10393901482839048,0.09962311578007589,0.05256059847247991,0.0,0.3100611329684635,0.07350911048908407,0.1320351594434444,0.19381845324543345,0.07350911048908407,0.1320351594434444,0.05852604895436034
Sacramento,CA,06067,511,505,0.1037067987299926,0.09571603080647814,0.03673577774465389,0.046410807576708055,0.2332024188193559,0.07652863088414227,0.1228528979767197,0.18895008927067533,0.07652863088414227,0.1228528979767197,0.04632426709257742
Hampton City,VA,51650,511,505,0.10367356025319521,0.09888243041518852,0.04731996188971137,0.0,0.25307662051728125,0.0686953117264147,0.13076439729377973,0.18945379589515943,0.0686953117264147,0.13076439729377973,0.062069085567365026
Lincoln,NC,37109,511,505,0.10344688490482651,0.09282128729263718,0.06900655491504466,0.0,0.5442138254343961,0.056465238049720624,0.118470679970463,0.22540902253456677,0.056465238049720624,0.118470679970463,0.06200544192074237
Stanly,NC,37167,511,505,0.10317528002048786,0.06879187060117235,0.16041127782849562,0.0,1.3080635893444614,0.046109838912848373,0.10194556571292053,0.2895027848310362,0.046109838912848373,0.10194556571292053,0.05583572680007216
Lycoming,PA,42081,511,505,0.10299184393614134,0.07915862737758642,0.09613288125433561,0.0,0.6010095758958797,0.053544619641841866,0.11871070520648948,0.2977933094958783,0.053544619641841866,0.11871070520648948,0.06516608556464762
Milwaukee,WI,55079,511,505,0.1029747663328142,0.09707288521477654,0.03632581844147411,0.05021966458343613,0.22945043872142773,0.07413416072912761,0.12748381296812922,0.17278269667302074,0.07413416072912761,0.12748381296812922,0.05334965223900161
Washington,OR,41067,511,505,0.10292413844574698,0.09309758408735301,0.04094555025976573,0.044245166210299,0.21612957412508654,0.06852418811323958,0.12694632106328232,0.1802682464003943,0.06852418811323958,0.12694632106328232,0.05842213295004274
Galveston,TX,48167,511,505,0.10276654304428644,0.08479371999520947,0.05273593379423062,0.035092454588122615,0.25208427500431113,0.06190790385004295,0.12998369090680162,0.2053923122279421,0.06190790385004295,0.12998369090680162,0.06807578705675867
Sussex,DE,10005,511,505,0.1026883616718687,0.08542633269108092,0.0642519425571754,0.0,0.2947069755841735,0.058443808424952844,0.12512097636235858,0.23707434025150276,0.058443808424952844,0.12512097636235858,0.06667716793740575
Los Angeles,CA,06037,511,505,0.10249762114795605,0.09874020014343306,0.037463636249268024,0.04895611049412259,0.22393091906337123,0.06802857353108459,0.13078182861984716,0.1564706738740834,0.06802857353108459,0.13078182861984716,0.06275325508876257
Wilson,NC,37195,511,505,0.10245366001361571,0.08823480538070469,0.08045192752089955,0.0,0.3749735870369259,0.047171706268752986,0.14633179628912796,0.21957311361936377,0.047171706268752986,0.14633179628912796,0.09916009002037497
Autauga,AL,01001,511,505,0.10197614355132899,0.0783773934645536,0.09369929319908532,0.0,0.5913260428332503,0.04844542568579543,0.1299678975306426,0.2547763051673684,0.04844542568579543,0.1299678975306426,0.08152247184484718
Franklin,OH,39049,511,505,0.10196350089806684,0.0928882153738936,0.04093944469650475,0.042217199349643963,0.22720786771155493,0.073923069971837,0.12719143025996515,0.191828192593208,0.073923069971837,0.12719143025996515,0.05326836028812816
New Castle,DE,10003,511,505,0.10172563775248467,0.0862007349827836,0.0502131669239958,0.024281635987376336,0.24252290322768785,0.06064641015732875,0.13373923826422326,0.19223827913602182,0.06064641015732875,0.13373923826422326,0.07309282810689452
Oconee,SC,45073,511,505,0.10148588126054868,0.08572903774929667,0.07887293055519687,0.0,0.5359280403637302,0.04910133001424093,0.12238869437680229,0.2612548654680555,0.04910133001424093,0.12238869437680229,0.07328736436256136
Bradley,TN,47011,511,505,0.1014604898166143,0.0788435645521318,0.07505260571362375,0.0,0.43401556682800685,0.05863878800918261,0.1212561125710633,0.2541791342463395,0.05863878800918261,0.1212561125710633,0.06261732456188068
Kent,DE,10001,511,505,0.10145137917067085,0.09156828903991698,0.05443097777396579,0.0,0.2584683805701234,0.060369300856684634,0.14108741963093355,0.2016977730180428,0.060369300856684634,0.14108741963093355,0.08071811877424892
Faulkner,AR,05045,511,505,0.10134605303060111,0.09555161953242806,0.06462496163950146,0.0,0.3533012359867785,0.06213381688035925,0.1247651130754223,0.22682334844099025,0.06213381688035925,0.1247651130754223,0.06263129619506305
Dane,WI,55025,511,505,0.10087409254886756,0.08263140373223181,0.07243787447009988,0.022452902893564337,0.4085969957253729,0.060472748948450394,0.10338641714434516,0.27384473697512357,0.060472748948450394,0.10338641714434516,0.04291366819589476
Monmouth,NJ,34025,511,505,0.10077125208563631,0.08810511828263344,0.03841538996448267,0.0,0.22362203215240475,0.07132442487747394,0.12500373844780457,0.17423695745179962,0.07132442487747394,0.12500373844780457,0.053679313570330636
White,AR,05145,511,505,0.10048084279703719,0.0902417028405864,0.0654135939472784,0.0,0.28257777833558917,0.05692035830330538,0.13266188080368937,0.23513463253368877,0.05692035830330538,0.13266188080368937,0.07574152250038399
Mason,KY,21161,511,505,0.10008723094107257,0.029954752390048578,0.2193991599760794,0.0,2.064378856051051,0.0,0.12391617445695793,0.340418827553563,0.0,0.12391617445695793,0.12391617445695793
Hennepin,MN,27053,511,505,0.10002228234046641,0.08989312773485428,0.05100440645390651,0.041193639500902476,0.3114514061543205,0.0681620879032748,0.10920794012954146,0.2277728543748429,0.0681620879032748,0.10920794012954146,0.041045852226266666
Graves,KY,21083,511,505,0.09971371393557327,0.08419779321889256,0.08648209027842631,0.0,0.34761504089646156,0.03378330974674361,0.13861848806131077,0.2816093756869935,0.03378330974674361,0.13861848806131077,0.10483517831456717
Fairfield,CT,09001,511,505,0.09965412394570158,0.08542370762063944,0.04954816073063071,0.03730583953236482,0.28679137148492373,0.06442001593437305,0.1209904477768106,0.21668740363743533,0.06442001593437305,0.1209904477768106,0.056570431842437555
Madera,CA,06039,511,505,0.09957756746349769,0.0704179325584624,0.09400273796715977,0.02179404135797925,0.5769779866960333,0.04481367473396477,0.10541797608024192,0.30348189451416885,0.04481367473396477,0.10541797608024192,0.06060430134627715
St. Lucie,FL,12111,511,505,0.0995134723551018,0.08624394215776994,0.04846244421358788,0.03722000410802034,0.2672534205162227,0.06732754540906441,0.11600724631225477,0.21899825305795076,0.06732754540906441,0.11600724631225477,0.04867970090319036
Fremont,WY,56013,511,505,0.09944981998643215,0.06927739118002006,0.10320662838882418,0.0,0.5224031503177164,0.04129197481586181,0.1242025950999297,0.31805658092526384,0.04129197481586181,0.1242025950999297,0.0829106202840679
Indiana,PA,42063,511,505,0.09934499802526799,0.08697164725849582,0.08175046617294703,0.0,0.447009347934237,0.049275753835248,0.12427615022883173,0.27917586054926885,0.049275753835248,0.12427615022883173,0.07500039639358373
Pulaski,KY,21199,511,505,0.09926010773443207,0.08905211110529773,0.06271118274855916,0.0,0.4638202539752591,0.06589027568084029,0.1229790190123026,0.21109943775789264,0.06589027568084029,0.1229790190123026,0.05708874333146231
Gray,TX,48179,511,505,0.09901263720466137,0.06893509358597116,0.1326046741742534,0.0,0.6226182541238358,0.0,0.1365068487734248,0.4146523834998761,0.0,0.1365068487734248,0.1365068487734248
Pottawattamie,IA,19155,511,505,0.0989350647949747,0.08041780627693126,0.10912923551036671,0.0,0.8866395150481267,0.04782043058459619,0.10877650321730721,0.2633020738234648,0.04782043058459619,0.10877650321730721,0.06095607263271102
Schuylkill,PA,42107,511,505,0.09887171308611294,0.08214668914625421,0.07109522093466702,0.0,0.38810786466123653,0.06421855447492582,0.11315762985004571,0.2503325872782473,0.06421855447492582,0.11315762985004571,0.04893907537511989
Walker,AL,01127,511,505,0.09878585416210273,0.08215201263168383,0.08672793986286004,0.0,0.3474644307411416,0.01438360648485301,0.17324567202520832,0.22453559256104433,0.01438360648485301,0.17324567202520832,0.1588620655403553
Kings,CA,06031,511,505,0.09869399585927871,0.08850816231970522,0.045381083836869965,0.0,0.32872266599384226,0.07169770019173208,0.1120905477572109,0.18703632450530383,0.07169770019173208,0.1120905477572109,0.040392847565478826
