fips,county,state,cases,deaths,cfr,cfr_percent
18133,Putnam,Indiana,1588117,24146,0.015204169466103567,1.5204169466103568
18135,Randolph,Indiana,1022089,30839,0.030172519222885677,3.0172519222885676
18137,Ripley,Indiana,1438341,26495,0.018420527538323666,1.8420527538323666
18139,Rush,Indiana,769350,9659,0.012554754013127965,1.2554754013127964
18143,Scott,Indiana,1189326,22241,0.01870050768250253,1.8700507682502527
18145,Shelby,Indiana,2437855,41114,0.01686482584074935,1.686482584074935
18147,Spencer,Indiana,966635,12337,0.012762831885872123,1.2762831885872123
18141,St. Joseph,Indiana,13805707,209567,0.015179736901558175,1.5179736901558174
18149,Starke,Indiana,901368,22246,0.024680263776836985,2.4680263776836986
18151,Steuben,Indiana,1621307,23791,0.014673963660182802,1.4673963660182803
18153,Sullivan,Indiana,915373,16365,0.01787795794719748,1.787795794719748
18155,Switzerland,Indiana,357223,3215,0.008999980404397253,0.8999980404397253
18157,Tippecanoe,Indiana,8748556,83131,0.009502253857665196,0.9502253857665196
18159,Tipton,Indiana,669632,18676,0.027889945522316734,2.7889945522316735
18161,Union,Indiana,314698,4334,0.013771933726938208,1.3771933726938208
18163,Vanderburgh,Indiana,9329876,150990,0.01618349482887018,1.618349482887018
18165,Vermillion,Indiana,728540,16850,0.023128448678178273,2.3128448678178275
18167,Vigo,Indiana,5115588,95890,0.018744668257099674,1.8744668257099675
18169,Wabash,Indiana,1522749,31068,0.020402574554309345,2.0402574554309343
18171,Warren,Indiana,348810,5790,0.01659929474499011,1.6599294744990107
18173,Warrick,Indiana,3261368,59332,0.01819236590289719,1.819236590289719
18175,Washington,Indiana,999704,13844,0.013848099037315046,1.3848099037315047
18177,Wayne,Indiana,3167480,78601,0.02481499488552414,2.481499488552414
18179,Wells,Indiana,1220814,30474,0.02496203352844905,2.496203352844905
18181,White,Indiana,1292275,20687,0.01600820258845834,1.600820258845834
18183,Whitley,Indiana,1641402,16425,0.010006689403327156,1.0006689403327156
19001,Adair,Iowa,334370,11615,0.03473696802942848,3.473696802942848
19003,Adams,Iowa,143096,1731,0.012096774193548387,1.2096774193548387
19005,Allamakee,Iowa,598122,17967,0.030039022139295997,3.0039022139296
19007,Appanoose,Iowa,528777,17811,0.03368338638026994,3.3683386380269944
19009,Audubon,Iowa,204671,4302,0.021019098944159164,2.1019098944159165
19011,Benton,Iowa,1056231,20031,0.018964601493423314,1.8964601493423314
19013,Black Hawk,Iowa,6353486,116245,0.018296255000797988,1.8296255000797987
19015,Boone,Iowa,1059962,12105,0.01142022072489391,1.142022072489391
19017,Bremer,Iowa,1124140,22491,0.020007294465102212,2.000729446510221
19019,Buchanan,Iowa,797599,12213,0.015312205757529786,1.5312205757529787
19021,Buena Vista,Iowa,1618799,14787,0.00913454974953654,0.9134549749536539
19023,Butler,Iowa,657711,12831,0.019508568352969616,1.9508568352969615
19025,Calhoun,Iowa,555989,4832,0.00869081942268642,0.869081942268642
19027,Carroll,Iowa,1100374,18379,0.016702502967172978,1.6702502967172979
19029,Cass,Iowa,572126,20045,0.03503598857594306,3.503598857594306
19031,Cedar,Iowa,747238,8598,0.01150637414050142,1.1506374140501419
19033,Cerro Gordo,Iowa,2170704,35154,0.01619474603630896,1.6194746036308958
19035,Cherokee,Iowa,618014,14111,0.022832816085072507,2.2832816085072505
19037,Chickasaw,Iowa,497696,6064,0.012184144538031247,1.2184144538031247
19039,Clarke,Iowa,414286,8454,0.020406192823315294,2.0406192823315292
19041,Clay,Iowa,831425,10107,0.012156237784526566,1.2156237784526565
19043,Clayton,Iowa,677713,20539,0.030306339114049754,3.0306339114049754
19045,Clinton,Iowa,2171148,33904,0.015615701923590653,1.5615701923590652
19047,Crawford,Iowa,1049684,14620,0.01392800118892924,1.392800118892924
19049,Dallas,Iowa,4355554,35789,0.008216865179492666,0.8216865179492666
19051,Davis,Iowa,339279,8834,0.026037567901343733,2.6037567901343732
19053,Decatur,Iowa,253400,3542,0.013977900552486188,1.3977900552486189
19055,Delaware,Iowa,817399,15784,0.01931003096407018,1.931003096407018
19057,Des Moines,Iowa,1903129,27290,0.014339542931666744,1.4339542931666744
19059,Dickinson,Iowa,925003,16206,0.017519943178562664,1.7519943178562665
19061,Dubuque,Iowa,5196804,76808,0.014779853155901204,1.4779853155901204
19063,Emmet,Iowa,513548,14859,0.02893400422161122,2.8934004221611223
19065,Fayette,Iowa,761968,15283,0.020057272746362053,2.005727274636205
19067,Floyd,Iowa,659683,15519,0.02352493546142617,2.352493546142617
19069,Franklin,Iowa,491617,8516,0.017322427824912483,1.7322427824912483
19071,Fremont,Iowa,253076,3652,0.014430447770630166,1.4430447770630166
19073,Greene,Iowa,326773,4238,0.012969247765268244,1.2969247765268244
19075,Grundy,Iowa,537343,12010,0.022350714534291875,2.2350714534291876
19077,Guthrie,Iowa,476692,11403,0.023921106290854473,2.3921106290854475
19079,Hamilton,Iowa,725360,17749,0.02446922907246057,2.446922907246057
19081,Hancock,Iowa,590995,12405,0.020990025296322302,2.09900252963223
19083,Hardin,Iowa,763926,15922,0.02084233289611821,2.084233289611821
19085,Harrison,Iowa,695933,26664,0.03831403310376143,3.831403310376143
19087,Henry,Iowa,1177081,14647,0.012443493693297232,1.2443493693297232
19089,Howard,Iowa,408966,7982,0.019517514903439406,1.9517514903439406
19091,Humboldt,Iowa,495214,9444,0.019070543239892247,1.9070543239892248
19093,Ida,Iowa,361776,12987,0.03589790367520233,3.589790367520233
19095,Iowa,Iowa,607698,9430,0.015517576164476434,1.5517576164476434
19097,Jackson,Iowa,878361,15300,0.01741880616284193,1.7418806162841929
19099,Jasper,Iowa,1696824,26863,0.015831341376595334,1.5831341376595334
19101,Jefferson,Iowa,568810,12997,0.02284945763963362,2.284945763963362
19103,Johnson,Iowa,5643550,31077,0.005506640323909596,0.5506640323909596
19105,Jones,Iowa,1173069,20882,0.017801169411177008,1.7801169411177007
19107,Keokuk,Iowa,399764,11719,0.029314795729480394,2.931479572948039
19109,Kossuth,Iowa,840922,23473,0.02791340932928381,2.7913409329283807
19111,Lee,Iowa,1592124,24064,0.015114400637136304,1.5114400637136305
19113,Linn,Iowa,8599663,127041,0.014772788189490682,1.4772788189490682
19115,Louisa,Iowa,515377,17226,0.03342407596768967,3.342407596768967
19117,Lucas,Iowa,320401,7983,0.024915652572869623,2.4915652572869624
19119,Lyon,Iowa,609033,14697,0.024131697297190793,2.4131697297190793
19121,Madison,Iowa,639645,7057,0.011032682190902766,1.1032682190902765
19123,Mahaska,Iowa,944996,18836,0.019932359502050804,1.9932359502050805
19125,Marion,Iowa,1486893,28650,0.01926836699076531,1.9268366990765309
19127,Marshall,Iowa,1929562,28475,0.014757235061635749,1.475723506163575
19129,Mills,Iowa,633501,8553,0.013501162586957242,1.3501162586957243
19131,Mitchell,Iowa,505238,15202,0.030088789837660668,3.008878983766067
19133,Monona,Iowa,330378,11327,0.03428497054888643,3.4284970548886426
19135,Monroe,Iowa,388962,11385,0.029270211485954926,2.9270211485954927
19137,Montgomery,Iowa,420346,13771,0.032761106326692775,3.2761106326692775
19139,Muscatine,Iowa,1887506,37407,0.019818215147395558,1.9818215147395557
19141,O'Brien,Iowa,748706,22187,0.029633794840698485,2.9633794840698484
19143,Osceola,Iowa,297456,5775,0.01941463611424883,1.941463611424883
19145,Page,Iowa,753314,8431,0.011191880145596658,1.1191880145596658
19147,Palo Alto,Iowa,436118,8731,0.020019811152027663,2.0019811152027662
19149,Plymouth,Iowa,1514280,29535,0.019504318884222206,1.9504318884222205
19151,Pocahontas,Iowa,340198,7682,0.022580967554189032,2.258096755418903
19153,Polk,Iowa,22627497,234433,0.010360536121162672,1.0360536121162671
19155,Pottawattamie,Iowa,4380048,63043,0.014393221261502158,1.4393221261502158
19157,Poweshiek,Iowa,633810,12822,0.020230037392909548,2.023003739290955
19159,Ringgold,Iowa,215985,8497,0.03934069495566822,3.9340694955668223
19161,Sac,Iowa,502313,7467,0.014865233430152116,1.4865233430152116
19163,Scott,Iowa,7674725,88925,0.011586734378104754,1.1586734378104753
19165,Shelby,Iowa,522649,13417,0.025671148323253273,2.5671148323253274
19167,Sioux,Iowa,1923876,26233,0.013635494179458552,1.3635494179458552
19169,Story,Iowa,4068614,17507,0.00430293952682658,0.430293952682658
19171,Tama,Iowa,825923,25828,0.031271680289809096,3.12716802898091
19173,Taylor,Iowa,263271,4470,0.016978702553642446,1.6978702553642446
19175,Union,Iowa,511222,12438,0.024329938852396805,2.4329938852396804
19177,Van Buren,Iowa,238591,6792,0.028467125750761765,2.8467125750761766
19179,Wapello,Iowa,1735153,45060,0.025968891504092147,2.596889150409215
19181,Warren,Iowa,2290865,31456,0.013731057919170269,1.3731057919170269
19183,Washington,Iowa,1047395,18570,0.017729700829200064,1.7729700829200064
19185,Wayne,Iowa,218650,8377,0.03831237136976904,3.831237136976904
19187,Webster,Iowa,2098027,35786,0.01705697781773066,1.7056977817730659
19189,Winnebago,Iowa,573724,11668,0.020337305045631696,2.0337305045631697
19191,Winneshiek,Iowa,756122,12464,0.016484112352239455,1.6484112352239455
19193,Woodbury,Iowa,5898763,83350,0.014130081171255736,1.4130081171255737
19195,Worth,Iowa,307849,2760,0.008965434352555961,0.8965434352555961
19197,Wright,Iowa,742301,14084,0.01897343530454627,1.8973435304546271
20001,Allen,Kansas,535370,5900,0.011020415787212582,1.1020415787212583
20003,Anderson,Kansas,340093,5143,0.015122334185061145,1.5122334185061144
20005,Atchison,Kansas,682719,6410,0.009388928680760312,0.9388928680760312
20007,Barber,Kansas,154361,1907,0.01235415681422121,1.2354156814221209
20009,Barton,Kansas,1110704,16388,0.014754606087670522,1.475460608767052
20011,Bourbon,Kansas,650738,9172,0.014094766250011525,1.4094766250011526
20013,Brown,Kansas,501932,13430,0.026756612449495152,2.675661244949515
20015,Butler,Kansas,3149759,34612,0.010988777236607626,1.0988777236607625
20017,Chase,Kansas,112358,1220,0.010858149842467826,1.0858149842467826
20019,Chautauqua,Kansas,126473,2419,0.019126612004143177,1.9126612004143178
20021,Cherokee,Kansas,1060056,18609,0.01755473295750413,1.755473295750413
20023,Cheyenne,Kansas,141551,4531,0.03200966436125496,3.2009664361254955
20025,Clark,Kansas,100150,2234,0.022306540189715427,2.230654018971543
20027,Clay,Kansas,349997,10359,0.029597396549113277,2.9597396549113277
20029,Cloud,Kansas,414787,6983,0.016835146713855546,1.6835146713855547
20031,Coffey,Kansas,326363,7875,0.024129573511703226,2.4129573511703226
20033,Comanche,Kansas,74890,3699,0.049392442248631326,4.939244224863133
20035,Cowley,Kansas,1644284,31078,0.018900627872070763,1.8900627872070763
20037,Crawford,Kansas,1998379,32460,0.016243165085301638,1.6243165085301638
20039,Decatur,Kansas,111846,3591,0.0321066466391288,3.21066466391288
20041,Dickinson,Kansas,784656,17073,0.021758579555881813,2.175857955588181
20043,Doniphan,Kansas,418429,7339,0.017539415289093252,1.7539415289093252
20045,Douglas,Kansas,3732045,31265,0.008377444537780224,0.8377444537780224
20047,Edwards,Kansas,110812,3174,0.028643107244702738,2.8643107244702737
20049,Elk,Kansas,80157,1408,0.017565527651982982,1.7565527651982982
20051,Ellis,Kansas,1461343,25209,0.017250570194677087,1.7250570194677086
20053,Ellsworth,Kansas,466799,7382,0.015814087005327774,1.5814087005327775
20055,Finney,Kansas,2394862,25592,0.010686210729470007,1.0686210729470007
20057,Ford,Kansas,2263301,22899,0.01011752303383421,1.011752303383421
20059,Franklin,Kansas,1087531,16285,0.014974285790474018,1.4974285790474018
20061,Geary,Kansas,1390827,15140,0.010885609784682063,1.0885609784682064
20063,Gove,Kansas,153786,7700,0.050069577204687035,5.006957720468703
20065,Graham,Kansas,102627,2786,0.027146852192892708,2.714685219289271
20067,Grant,Kansas,398506,7711,0.019349771396164676,1.9349771396164677
20069,Gray,Kansas,252259,5387,0.021355035895646933,2.1355035895646934
20071,Greeley,Kansas,45772,435,0.00950362667132745,0.950362667132745
20073,Greenwood,Kansas,266373,3789,0.014224414636618577,1.4224414636618576
20075,Hamilton,Kansas,85110,313,0.0036775937022676536,0.36775937022676536
20077,Harper,Kansas,264937,6876,0.025953339850605994,2.5953339850605994
20079,Harvey,Kansas,1495030,25701,0.017190959378741565,1.7190959378741564
20081,Haskell,Kansas,172299,2352,0.013650688628488847,1.3650688628488847
20083,Hodgeman,Kansas,79543,2997,0.03767773405579372,3.767773405579372
20085,Jackson,Kansas,596143,5968,0.010011020845669578,1.0011020845669578
20087,Jefferson,Kansas,734378,13996,0.019058305123519494,1.9058305123519494
20089,Jewell,Kansas,104848,2210,0.02107813215321227,2.107813215321227
20091,Johnson,Kansas,23513953,282878,0.012030218823691619,1.2030218823691619
20093,Kearny,Kansas,235020,3993,0.016990043400561653,1.6990043400561654
20095,Kingman,Kansas,325456,5751,0.017670591416351213,1.7670591416351213
20097,Kiowa,Kansas,109801,1822,0.01659365579548456,1.6593655795484559
20099,Labette,Kansas,1111990,18430,0.016573890052968103,1.6573890052968103
20101,Lane,Kansas,56262,2441,0.043386299811595745,4.338629981159574
20103,Leavenworth,Kansas,3018868,33795,0.011194593470135163,1.1194593470135163
20105,Lincoln,Kansas,107206,1769,0.016500942111448987,1.6500942111448986
20107,Linn,Kansas,392015,4741,0.01209392497736056,1.209392497736056
20109,Logan,Kansas,126108,1853,0.01469375455958385,1.469375455958385
20111,Lyon,Kansas,1702083,31209,0.01833576858472824,1.833576858472824
20115,Marion,Kansas,463429,8704,0.018781733555733458,1.8781733555733457
20117,Marshall,Kansas,459003,9687,0.021104437225900486,2.1104437225900488
20113,McPherson,Kansas,1350914,30985,0.022936323111611843,2.2936323111611845
20119,Meade,Kansas,205427,4225,0.0205669167149401,2.05669167149401
20121,Miami,Kansas,1196574,16577,0.013853719034510194,1.3853719034510195
20123,Mitchell,Kansas,232006,4523,0.01949518546934131,1.949518546934131
20125,Montgomery,Kansas,1482394,25616,0.01728015628773457,1.728015628773457
20127,Morris,Kansas,242984,7693,0.0316605208573404,3.16605208573404
20129,Morton,Kansas,109443,3296,0.03011613351242199,3.011613351242199
20131,Nemaha,Kansas,613433,19723,0.032151840543303015,3.2151840543303014
20133,Neosho,Kansas,767501,13083,0.01704623186158715,1.704623186158715
20135,Ness,Kansas,150617,5861,0.03891327008239442,3.8913270082394416
20137,Norton,Kansas,475530,10415,0.021901877904653755,2.1901877904653757
20139,Osage,Kansas,549893,9032,0.016425013593553656,1.6425013593553657
20141,Osborne,Kansas,123003,3361,0.02732453679991545,2.732453679991545
20143,Ottawa,Kansas,226185,3534,0.015624378274421381,1.562437827442138
20145,Pawnee,Kansas,456955,5176,0.011327154752656169,1.132715475265617
20147,Phillips,Kansas,280340,8545,0.030480844688592423,3.0480844688592423
20149,Pottawatomie,Kansas,812174,11595,0.014276497400803277,1.4276497400803276
20151,Pratt,Kansas,352105,9144,0.025969526135669756,2.596952613566976
20153,Rawlins,Kansas,142247,2574,0.018095284962073015,1.8095284962073015
20155,Reno,Kansas,3464196,52803,0.01524249782633546,1.5242497826335462
20157,Republic,Kansas,272486,5287,0.019402831705115125,1.9402831705115124
20159,Rice,Kansas,437671,3591,0.008204793098011977,0.8204793098011978
20161,Riley,Kansas,2557922,16953,0.006627645409046875,0.6627645409046875
20163,Rooks,Kansas,256487,4047,0.0157785774717627,1.57785774717627
20165,Rush,Kansas,167838,3824,0.02278387492701295,2.2783874927012953
20167,Russell,Kansas,350343,10229,0.029197101126610208,2.9197101126610208
20169,Saline,Kansas,2542028,51740,0.020353827731244504,2.0353827731244505
20171,Scott,Kansas,245402,8780,0.035778029518911826,3.5778029518911825
20173,Sedgwick,Kansas,23477843,278839,0.01187668730896616,1.187668730896616
20175,Seward,Kansas,1545536,15022,0.00971960536668185,0.971960536668185
20177,Shawnee,Kansas,7340047,139562,0.019013774707437158,1.9013774707437159
20179,Sheridan,Kansas,167905,3681,0.021923111283166076,2.1923111283166077
20181,Sherman,Kansas,264948,4058,0.015316212992738198,1.5316212992738198
20183,Smith,Kansas,114658,976,0.008512271276317396,0.8512271276317396
20185,Stafford,Kansas,161595,4393,0.027185247068288003,2.7185247068288003
20187,Stanton,Kansas,80339,1800,0.022405058564333637,2.2405058564333635
20189,Stevens,Kansas,244663,3743,0.015298594393103984,1.5298594393103984
20191,Sumner,Kansas,916885,17293,0.01886059865741069,1.8860598657410692
20193,Thomas,Kansas,449831,6874,0.015281294530612608,1.5281294530612608
20195,Trego,Kansas,157920,2404,0.01522289766970618,1.5222897669706181
20197,Wabaunsee,Kansas,281184,5542,0.01970951405485376,1.970951405485376
20199,Wallace,Kansas,75727,1070,0.014129702748029105,1.4129702748029105
20201,Washington,Kansas,229152,4788,0.020894428152492667,2.089442815249267
20203,Wichita,Kansas,88179,1624,0.01841708343256331,1.8417083432563308
20205,Wilson,Kansas,430135,7585,0.017633998628337616,1.7633998628337615
20207,Woodson,Kansas,102367,1861,0.018179686813133138,1.8179686813133138
20209,Wyandotte,Kansas,8367735,113829,0.013603322762969907,1.3603322762969907
21001,Adair,Kentucky,861516,22268,0.025847459594482286,2.5847459594482287
21003,Allen,Kentucky,938510,16815,0.01791669774429681,1.791669774429681
21005,Anderson,Kentucky,824705,9950,0.012064920183580796,1.2064920183580796
21007,Ballard,Kentucky,177490,4208,0.02370837793678517,2.370837793678517
21009,Barren,Kentucky,2007539,37701,0.018779709883593794,1.8779709883593794
21011,Bath,Kentucky,420727,8383,0.01992503452357467,1.9925034523574672
21013,Bell,Kentucky,1418318,23280,0.016413808468904716,1.6413808468904716
21015,Boone,Kentucky,5905413,54585,0.00924321465746765,0.9243214657467649
21017,Bourbon,Kentucky,791078,7842,0.009913055349788516,0.9913055349788517
21019,Boyd,Kentucky,2207430,28176,0.012764164662073089,1.276416466207309
21021,Boyle,Kentucky,1462004,25064,0.017143591946396863,1.7143591946396863
21023,Bracken,Kentucky,283047,2952,0.010429363321285865,1.0429363321285865
21025,Breathitt,Kentucky,481862,5617,0.011656864413462776,1.1656864413462775
21027,Breckinridge,Kentucky,639508,7402,0.011574522914490515,1.1574522914490515
21029,Bullitt,Kentucky,3145090,31657,0.010065530716132129,1.006553071613213
21031,Butler,Kentucky,623081,10248,0.016447299789272982,1.6447299789272982
21033,Caldwell,Kentucky,621765,12471,0.020057417191382595,2.0057417191382596
21035,Calloway,Kentucky,1471308,18406,0.012509957126583964,1.2509957126583964
21037,Campbell,Kentucky,3635379,29938,0.008235179880832232,0.8235179880832232
21039,Carlisle,Kentucky,190462,3047,0.015997941846667578,1.5997941846667578
21041,Carroll,Kentucky,468737,7269,0.015507630078274172,1.550763007827417
21043,Carter,Kentucky,1099301,14609,0.01328935387123272,1.328935387123272
21045,Casey,Kentucky,678250,15708,0.023159601916697383,2.3159601916697383
21047,Christian,Kentucky,2851320,39687,0.013918816548125079,1.391881654812508
21049,Clark,Kentucky,1305707,11281,0.008639763744852405,0.8639763744852406
21051,Clay,Kentucky,1257928,16044,0.012754307082758314,1.2754307082758314
21053,Clinton,Kentucky,614274,11514,0.01874407837544809,1.874407837544809
21055,Crittenden,Kentucky,299122,8833,0.02952975708908071,2.952975708908071
21057,Cumberland,Kentucky,314265,5055,0.016085151066774855,1.6085151066774857
21059,Daviess,Kentucky,4594449,74412,0.016196066165931975,1.6196066165931975
21061,Edmonson,Kentucky,402316,8768,0.021793813817993817,2.1793813817993817
21063,Elliott,Kentucky,395489,1348,0.0034084386670678577,0.3408438667067858
21065,Estill,Kentucky,531595,4216,0.007930849612957232,0.7930849612957233
21067,Fayette,Kentucky,14651902,117002,0.00798544789611615,0.798544789611615
21069,Fleming,Kentucky,544630,8863,0.016273433340065733,1.6273433340065733
21071,Floyd,Kentucky,1659453,27418,0.01652231187023676,1.6522311870236759
21073,Franklin,Kentucky,1802306,21083,0.01169779160697462,1.1697791606974621
21075,Fulton,Kentucky,215733,5124,0.023751581816411953,2.3751581816411953
21077,Gallatin,Kentucky,319551,11173,0.03496468482339282,3.4964684823392824
21079,Garrard,Kentucky,691804,12247,0.017702991020578082,1.7702991020578083
21081,Grant,Kentucky,1109891,9186,0.008276488411925135,0.8276488411925135
21083,Graves,Kentucky,1888132,35904,0.01901561967065862,1.901561967065862
21085,Grayson,Kentucky,1075905,23113,0.02148237994990264,2.148237994990264
21087,Green,Kentucky,578341,7768,0.013431522233422841,1.3431522233422841
21089,Greenup,Kentucky,1634800,21926,0.013412038169806705,1.3412038169806704
21091,Hancock,Kentucky,377555,5842,0.015473242309067553,1.5473242309067552
21093,Hardin,Kentucky,4488633,65896,0.014680638849288859,1.4680638849288858
21095,Harlan,Kentucky,1301694,33932,0.02606757041209378,2.606757041209378
21097,Harrison,Kentucky,800011,9397,0.011746088491283245,1.1746088491283244
21099,Hart,Kentucky,898384,18200,0.02025859765979804,2.0258597659798037
21101,Henderson,Kentucky,2108837,30136,0.014290341074250878,1.4290341074250879
21103,Henry,Kentucky,635968,6678,0.010500528328469356,1.0500528328469356
21105,Hickman,Kentucky,154478,5044,0.03265189865223527,3.265189865223527
21107,Hopkins,Kentucky,2060812,58040,0.028163655879333,2.8163655879333
21109,Jackson,Kentucky,635538,13360,0.02102155968643889,2.102155968643889
21111,Jefferson,Kentucky,33614666,470807,0.014005999643131959,1.4005999643131959
21113,Jessamine,Kentucky,2060199,26811,0.013013791386171918,1.3013791386171918
21115,Johnson,Kentucky,919438,13602,0.01479381970290547,1.479381970290547
21117,Kenton,Kentucky,6941436,75833,0.010924684748227888,1.0924684748227889
21119,Knott,Kentucky,556709,9627,0.017292696902690634,1.7292696902690634
21121,Knox,Kentucky,1674376,15650,0.009346765601035848,0.9346765601035848
21123,Larue,Kentucky,602306,10769,0.017879616009138212,1.7879616009138213
21125,Laurel,Kentucky,3190935,29905,0.009371861225628225,0.9371861225628225
21127,Lawrence,Kentucky,652574,10054,0.015406681847575907,1.5406681847575907
21129,Lee,Kentucky,514893,9647,0.01873593154305846,1.873593154305846
21131,Leslie,Kentucky,474183,4116,0.008680193090009553,0.8680193090009553
21133,Letcher,Kentucky,917323,16830,0.018346863645629728,1.8346863645629727
21135,Lewis,Kentucky,611091,15506,0.025374289590257424,2.5374289590257426
21137,Lincoln,Kentucky,1061197,22240,0.020957465955896974,2.0957465955896972
21139,Livingston,Kentucky,368650,10007,0.027144988471449884,2.7144988471449882
21141,Logan,Kentucky,1279620,25415,0.019861365092761915,1.9861365092761916
21143,Lyon,Kentucky,539822,7420,0.013745271589523954,1.3745271589523953
21151,Madison,Kentucky,4119030,43628,0.010591814092152764,1.0591814092152765
21153,Magoffin,Kentucky,503563,5674,0.011267706324729974,1.1267706324729974
21155,Marion,Kentucky,1022376,13800,0.013497969435902252,1.3497969435902253
21157,Marshall,Kentucky,1272235,22237,0.017478689078668643,1.7478689078668643
21159,Martin,Kentucky,473381,8275,0.017480633992492306,1.7480633992492307
21161,Mason,Kentucky,698866,16094,0.02302873512232674,2.302873512232674
21145,McCracken,Kentucky,2792090,47178,0.016897019795207174,1.6897019795207173
21147,McCreary,Kentucky,899795,13519,0.015024533365933351,1.502453336593335
21149,McLean,Kentucky,390809,10867,0.027806422062951468,2.7806422062951466
21163,Meade,Kentucky,891996,9686,0.010858793088758246,1.0858793088758245
21165,Menifee,Kentucky,212291,6089,0.028682327559811767,2.8682327559811767
21167,Mercer,Kentucky,1139201,19137,0.016798615872001516,1.6798615872001514
21169,Metcalfe,Kentucky,475300,10987,0.023115926783084367,2.3115926783084366
21171,Monroe,Kentucky,591824,16972,0.02867744464570548,2.867744464570548
21173,Montgomery,Kentucky,1168838,13249,0.01133518930767138,1.133518930767138
21175,Morgan,Kentucky,867441,1874,0.002160377478122431,0.2160377478122431
21177,Muhlenberg,Kentucky,1398886,25723,0.01838820318453398,1.838820318453398
21179,Nelson,Kentucky,2172522,22790,0.010490112413130914,1.0490112413130914
21181,Nicholas,Kentucky,267194,4049,0.01515378339333967,1.515378339333967
21183,Ohio,Kentucky,1117281,22060,0.019744361534833225,1.9744361534833226
21185,Oldham,Kentucky,3008625,30371,0.01009464456354647,1.0094644563546469
21187,Owen,Kentucky,334434,5502,0.016451676563985718,1.6451676563985718
21189,Owsley,Kentucky,231696,5394,0.023280505489952353,2.3280505489952352
21191,Pendleton,Kentucky,483822,3031,0.006264700654372889,0.6264700654372889
21193,Perry,Kentucky,1355687,25061,0.01848583043136063,1.848583043136063
21195,Pike,Kentucky,2613419,42495,0.016260308813856483,1.6260308813856483
21197,Powell,Kentucky,597127,4705,0.007879395840415858,0.7879395840415857
21199,Pulaski,Kentucky,2868673,47718,0.016634171967317292,1.6634171967317293
21201,Robertson,Kentucky,94768,5046,0.05324582137430356,5.324582137430356
21203,Rockcastle,Kentucky,740539,8707,0.011757652196575737,1.1757652196575736
21205,Rowan,Kentucky,961859,7878,0.008190389651705708,0.8190389651705707
21207,Russell,Kentucky,898944,17630,0.01961190018510608,1.9611900185106081
21209,Scott,Kentucky,2170780,13992,0.006445609412284985,0.6445609412284985
21211,Shelby,Kentucky,1969348,28371,0.01440629081300004,1.440629081300004
21213,Simpson,Kentucky,865946,15251,0.017611952708367497,1.7611952708367498
21215,Spencer,Kentucky,732418,8570,0.011700968572591062,1.1700968572591062
21217,Taylor,Kentucky,1401453,20795,0.014838171526265953,1.4838171526265953
21219,Todd,Kentucky,478936,9897,0.02066455643342743,2.066455643342743
21221,Trigg,Kentucky,547668,5693,0.01039498382231571,1.039498382231571
21223,Trimble,Kentucky,310322,3457,0.011140041634173536,1.1140041634173536
21225,Union,Kentucky,639679,7574,0.01184031365731875,1.184031365731875
21227,Warren,Kentucky,6876917,69262,0.010071664381000963,1.0071664381000962
21229,Washington,Kentucky,626412,13840,0.022094085043070696,2.2094085043070697
21231,Wayne,Kentucky,941653,18711,0.019870376879806043,1.9870376879806042
21233,Webster,Kentucky,610053,9257,0.015174091431400222,1.5174091431400223
21235,Whitley,Kentucky,2107049,22319,0.010592539613459392,1.0592539613459393
21237,Wolfe,Kentucky,265426,2627,0.009897297175107187,0.9897297175107187
21239,Woodford,Kentucky,926123,7372,0.00796006577959947,0.796006577959947
22001,Acadia,Louisiana,2880225,76394,0.026523622286453316,2.6523622286453317
22003,Allen,Louisiana,1340473,35186,0.026248943469954263,2.6248943469954265
22005,Ascension,Louisiana,5696293,67835,0.011908621975730532,1.1908621975730531
22007,Assumption,Louisiana,989278,15318,0.015484019658781455,1.5484019658781454
22009,Avoyelles,Louisiana,1890405,50630,0.026782620655362212,2.678262065536221
22011,Beauregard,Louisiana,1501498,32417,0.021589772347349115,2.1589772347349117
22013,Bienville,Louisiana,705902,30453,0.04314054925471241,4.3140549254712415
22015,Bossier,Louisiana,5993024,117613,0.01962498398137568,1.962498398137568
22017,Caddo,Louisiana,11140445,288992,0.025940795004149295,2.5940795004149293
22019,Calcasieu,Louisiana,9460220,172402,0.01822388908503185,1.822388908503185
22021,Caldwell,Louisiana,541547,11311,0.020886460454955895,2.0886460454955893
22023,Cameron,Louisiana,247316,2509,0.010144915816202752,1.0144915816202753
22025,Catahoula,Louisiana,494817,14568,0.029441187348049885,2.9441187348049884
22027,Claiborne,Louisiana,595100,20473,0.034402621408166696,3.4402621408166696
22029,Concordia,Louisiana,854083,23524,0.027542990552440454,2.7542990552440454
22031,De Soto,Louisiana,1257229,31501,0.025055896737984886,2.5055896737984886
22033,East Baton Rouge,Louisiana,17380816,331638,0.019080692183842233,1.9080692183842234
22035,East Carroll,Louisiana,471649,9738,0.020646709735417653,2.0646709735417654
22037,East Feliciana,Louisiana,1321032,44326,0.03355406984842154,3.355406984842154
22039,Evangeline,Louisiana,1573612,37912,0.024092342966372905,2.4092342966372904
22041,Franklin,Louisiana,1192910,42008,0.03521472701209647,3.521472701209647
22043,Grant,Louisiana,995862,22402,0.022495084660324422,2.249508466032442
