fips,county,state,cases,deaths,cfr,cfr_percent
01095,Marshall,Alabama,5155981,86815,0.016837726903958725,1.6837726903958725
01097,Mobile,Alabama,18725168,348310,0.018601168224498706,1.8601168224498705
01099,Monroe,Alabama,834285,16240,0.019465770090556583,1.9465770090556584
01101,Montgomery,Alabama,9945480,221149,0.02223613138832917,2.223613138832917
01103,Morgan,Alabama,6037340,107314,0.01777504662649445,1.7775046626494448
01105,Perry,Alabama,429730,10845,0.02523677658064366,2.523677658064366
01107,Pickens,Alabama,950324,23336,0.024555835693931754,2.4555835693931756
01109,Pike,Alabama,1334994,29456,0.02206451864203135,2.206451864203135
01111,Randolph,Alabama,826819,17780,0.021504101865099857,2.1504101865099856
01113,Russell,Alabama,1852091,15863,0.008564913927015465,0.8564913927015465
01117,Shelby,Alabama,10364011,96786,0.009338662415545488,0.9338662415545488
01115,St. Clair,Alabama,4309243,94611,0.021955364318048436,2.1955364318048436
01119,Sumter,Alabama,412158,12300,0.02984292431543243,2.984292431543243
01121,Talladega,Alabama,3610462,73253,0.020289093196383178,2.0289093196383177
01123,Tallapoosa,Alabama,1803285,58398,0.03238423210973307,3.238423210973307
01125,Tuscaloosa,Alabama,10376011,175020,0.016867753898873083,1.6867753898873084
01127,Walker,Alabama,3103828,106937,0.03445326222973696,3.4453262229736956
01129,Washington,Alabama,711906,14874,0.020893207811143608,2.0893207811143606
01131,Wilcox,Alabama,506334,11192,0.02210398669652838,2.2103986696528377
01133,Winston,Alabama,1212451,28372,0.02340053329990243,2.340053329990243
02013,Aleutians East Borough,Alaska,131173,870,0.006632462473222385,0.6632462473222386
02016,Aleutians West Census Area,Alaska,262096,54,0.00020603137781576218,0.020603137781576217
02020,Anchorage,Alaska,13733051,80216,0.00584109095640874,0.584109095640874
02050,Bethel Census Area,Alaska,1628835,7978,0.004897979230554354,0.48979792305543535
02997,Bristol Bay plus Lake and Peninsula,Alaska,101134,38,0.00037573911839737376,0.03757391183973738
02068,Denali Borough,Alaska,54636,99,0.0018119920931254118,0.1811992093125412
02070,Dillingham Census Area,Alaska,148845,1170,0.007860526050589539,0.7860526050589539
02090,Fairbanks North Star Borough,Alaska,3535763,19228,0.005438147296637246,0.5438147296637246
02100,Haines Borough,Alaska,33643,65,0.0019320512439437625,0.19320512439437626
02110,Juneau City and Borough,Alaska,781224,1827,0.002338637829866978,0.23386378298669777
02122,Kenai Peninsula Borough,Alaska,2341477,11090,0.00473632668610454,0.47363266861045406
02130,Ketchikan Gateway Borough,Alaska,337524,1313,0.0038900937414820874,0.38900937414820874
02150,Kodiak Island Borough,Alaska,560579,2238,0.003992300817547571,0.3992300817547571
02158,Kusilvak Census Area,Alaska,559038,1749,0.0031285887542528415,0.3128588754252841
02170,Matanuska-Susitna Borough,Alaska,5077547,24333,0.004792274694847729,0.4792274694847729
02180,Nome Census Area,Alaska,291987,157,0.0005376951713603687,0.05376951713603687
02185,North Slope Borough,Alaska,560819,1699,0.0030294979307049154,0.3029497930704915
02188,Northwest Arctic Borough,Alaska,360810,1225,0.003395138715667526,0.3395138715667526
02195,Petersburg Borough,Alaska,75893,261,0.003439052350019106,0.3439052350019106
02198,Prince of Wales-Hyder Census Area,Alaska,94030,1098,0.011677124322024886,1.1677124322024885
02220,Sitka City and Borough,Alaska,242485,558,0.0023011732684495947,0.23011732684495947
02230,Skagway Municipality,Alaska,14463,0,0.0,0.0
02240,Southeast Fairbanks Census Area,Alaska,300716,2238,0.007442237858976576,0.7442237858976576
,Unknown,Vermont,409420917,13914438,0.03398565491464619,3.398565491464619
02261,Valdez-Cordova Census Area,Alaska,351148,1291,0.0036765124676774465,0.36765124676774463
02275,Wrangell City and Borough,Alaska,32227,33,0.0010239860986129643,0.10239860986129642
02998,Yakutat plus Hoonah-Angoon,Alaska,45041,672,0.014919739792633379,1.491973979263338
02290,Yukon-Koyukuk Census Area,Alaska,166911,1700,0.010185068689301484,1.0185068689301484
04001,Apache,Arizona,4388287,157123,0.03580508749769557,3.580508749769557
04003,Cochise,Arizona,4798914,109970,0.02291560132146565,2.291560132146565
04005,Coconino,Arizona,7030273,121476,0.017278987601192727,1.7278987601192726
04007,Gila,Arizona,2860459,85576,0.02991687697673695,2.991687697673695
04009,Graham,Arizona,2250912,33420,0.014847315221563526,1.4847315221563526
04011,Greenlee,Arizona,278063,4414,0.015874100473633673,1.5874100473633672
04012,La Paz,Arizona,975907,29501,0.030229314883487873,3.0229314883487874
04013,Maricopa,Arizona,220139589,3769807,0.01712462086953383,1.712462086953383
04015,Mohave,Arizona,9545408,287136,0.030081060966697284,3.0081060966697284
04017,Navajo,Arizona,6586986,202681,0.03076991510229413,3.076991510229413
04019,Pima,Arizona,45201617,881557,0.01950277575246921,1.9502775752469208
04021,Pinal,Arizona,21305250,332055,0.015585595099799345,1.5585595099799345
04023,Santa Cruz,Arizona,3038256,64935,0.0213724584103512,2.1372458410351203
04025,Yavapai,Arizona,8116932,205437,0.025309685974947184,2.5309685974947183
04027,Yuma,Arizona,13964466,305711,0.02189206518888728,2.189206518888728
05001,Arkansas,Arkansas,940605,16364,0.017397313431249038,1.7397313431249037
05003,Ashley,Arkansas,857506,13791,0.016082686301903428,1.6082686301903428
05005,Baxter,Arkansas,1539089,47144,0.030631107102968055,3.0631107102968054
05007,Benton,Arkansas,12151991,171775,0.014135543714606109,1.413554371460611
05009,Boone,Arkansas,1720368,34358,0.01997130846423556,1.997130846423556
05011,Bradley,Arkansas,579529,12378,0.02135872406730293,2.135872406730293
05013,Calhoun,Arkansas,170997,1683,0.009842277934700609,0.9842277934700608
05015,Carroll,Arkansas,1218237,19629,0.016112628330940532,1.6112628330940533
05017,Chicot,Arkansas,636823,15162,0.023808813437956856,2.3808813437956857
05019,Clark,Arkansas,910882,16264,0.017855221642320302,1.7855221642320303
05021,Clay,Arkansas,756419,19976,0.02640864388652321,2.640864388652321
05023,Cleburne,Arkansas,957054,27940,0.02919375500233007,2.9193755002330066
05025,Cleveland,Arkansas,403470,9990,0.024760205219718938,2.476020521971894
05027,Columbia,Arkansas,970017,21965,0.022643933044472417,2.2643933044472417
05029,Conway,Arkansas,922335,13067,0.014167303636964878,1.4167303636964879
05031,Craighead,Arkansas,5926429,72576,0.012246160377522452,1.2246160377522453
05033,Crawford,Arkansas,3002705,48205,0.01605385810460901,1.605385810460901
05035,Crittenden,Arkansas,2519893,42243,0.016763807034663774,1.6763807034663774
05037,Cross,Arkansas,834925,19661,0.023548222894271942,2.354822289427194
05039,Dallas,Arkansas,326457,5826,0.017846148191032817,1.7846148191032818
05041,Desha,Arkansas,558977,9117,0.016310152296069427,1.6310152296069427
05043,Drew,Arkansas,840830,16452,0.01956638083798152,1.9566380837981519
05045,Faulkner,Arkansas,5476076,64721,0.011818864456957866,1.1818864456957865
05047,Franklin,Arkansas,741474,15512,0.02092049080615099,2.092049080615099
05049,Fulton,Arkansas,494756,18858,0.03811575807064493,3.8115758070644925
05051,Garland,Arkansas,4423320,107569,0.024318611359793095,2.4318611359793096
05053,Grant,Arkansas,766712,13863,0.01808110476945711,1.808110476945711
05055,Greene,Arkansas,2716758,32725,0.012045607301055155,1.2045607301055155
05057,Hempstead,Arkansas,835836,8846,0.010583415885412928,1.0583415885412928
05059,Hot Spring,Arkansas,2179675,30766,0.014114948329452785,1.4114948329452786
05061,Howard,Arkansas,691068,10098,0.014612165517720398,1.4612165517720397
05063,Independence,Arkansas,1723183,48784,0.02831039999814297,2.831039999814297
05065,Izard,Arkansas,727464,16424,0.022577062232632818,2.257706223263282
05067,Jackson,Arkansas,1309053,14106,0.01077572871381067,1.077572871381067
05069,Jefferson,Arkansas,3693035,67938,0.018396251321744852,1.8396251321744852
05071,Johnson,Arkansas,1257791,15542,0.012356583883968004,1.2356583883968004
05073,Lafayette,Arkansas,233455,4824,0.02066351116917607,2.066351116917607
05075,Lawrence,Arkansas,914621,17103,0.018699548774847724,1.8699548774847723
05077,Lee,Arkansas,667348,14440,0.021637886080425803,2.1637886080425806
05079,Lincoln,Arkansas,1225952,17922,0.014618843152097308,1.4618843152097307
05081,Little River,Arkansas,544500,18321,0.03364738292011019,3.3647382920110194
05083,Logan,Arkansas,981788,10659,0.010856722632584631,1.0856722632584632
05085,Lonoke,Arkansas,3253803,49891,0.015333134796421295,1.5333134796421295
05087,Madison,Arkansas,668812,10180,0.01522101876162509,1.5221018761625091
05089,Marion,Arkansas,539810,14745,0.027315166447453732,2.731516644745373
05091,Miller,Arkansas,1801422,21421,0.011891161537940582,1.1891161537940582
05093,Mississippi,Arkansas,2412544,43307,0.017950760690789474,1.7950760690789473
05095,Monroe,Arkansas,351671,6923,0.019686013347702824,1.9686013347702824
05097,Montgomery,Arkansas,319789,12798,0.0400201382786775,4.00201382786775
05099,Nevada,Arkansas,366920,10333,0.028161452087648534,2.8161452087648535
05101,Newton,Arkansas,327788,10811,0.03298168328309761,3.298168328309761
05103,Ouachita,Arkansas,980100,23928,0.024413835322926233,2.4413835322926234
05105,Perry,Arkansas,395229,4914,0.012433298163849313,1.2433298163849313
05107,Phillips,Arkansas,834068,18592,0.022290748476143433,2.2290748476143434
05109,Pike,Arkansas,454128,9584,0.021104182080823028,2.1104182080823026
05111,Poinsett,Arkansas,1376402,30786,0.02236701196307474,2.236701196307474
05113,Polk,Arkansas,833229,29829,0.03579928207011518,3.579928207011518
05115,Pope,Arkansas,3400173,43843,0.012894343905442458,1.2894343905442458
05117,Prairie,Arkansas,372794,8725,0.0234043466364802,2.34043466364802
05119,Pulaski,Arkansas,16818166,262854,0.015629171456626127,1.5629171456626128
05121,Randolph,Arkansas,913607,18530,0.02028224389699291,2.028224389699291
05125,Saline,Arkansas,5216718,69625,0.013346514034302794,1.3346514034302794
05127,Scott,Arkansas,436205,6936,0.015900780596279272,1.5900780596279271
05129,Searcy,Arkansas,334496,7076,0.02115421410121496,2.1154214101214963
05131,Sebastian,Arkansas,6399608,109736,0.017147300272141668,1.7147300272141668
05133,Sevier,Arkansas,1140087,12020,0.01054305504755339,1.054305504755339
05135,Sharp,Arkansas,751276,19521,0.02598379290700089,2.598379290700089
05123,St. Francis,Arkansas,1449212,17713,0.012222504367890965,1.2222504367890965
05137,Stone,Arkansas,467547,12527,0.026793028294481623,2.6793028294481624
05139,Union,Arkansas,1650056,42761,0.025914878040502867,2.5914878040502867
05141,Van Buren,Arkansas,587094,10187,0.017351565507397453,1.7351565507397453
05143,Washington,Arkansas,12914007,140374,0.010869902734294631,1.0869902734294632
05145,White,Arkansas,3582199,51750,0.014446433601260009,1.444643360126001
05147,Woodruff,Arkansas,289720,5667,0.019560265083528924,1.9560265083528923
05149,Yell,Arkansas,1389715,25186,0.01812314035611618,1.812314035611618
06001,Alameda,California,35695328,484958,0.013586035685118231,1.3586035685118232
06003,Alpine,California,33141,0,0.0,0.0
06005,Amador,California,1541504,18295,0.011868279290874367,1.1868279290874366
06007,Butte,California,5883112,77834,0.013230072791406996,1.3230072791406997
06009,Calaveras,California,992460,21204,0.02136509279970981,2.1365092799709813
06011,Colusa,California,909909,6038,0.006635828418006636,0.6635828418006636
06013,Contra Costa,California,28657017,299566,0.01045349556096505,1.0453495560965052
06015,Del Norte,California,775491,6525,0.008414024147282173,0.8414024147282173
06017,El Dorado,California,4546801,43109,0.009481171487382008,0.9481171487382009
06019,Fresno,California,42503396,630937,0.014844390316482005,1.4844390316482003
06021,Glenn,California,1211583,11226,0.009265564142118205,0.9265564142118204
06023,Humboldt,California,2116420,23075,0.010902845370956616,1.0902845370956615
06025,Imperial,California,11412161,257515,0.022564963813602,2.2564963813601997
06027,Inyo,California,587427,13781,0.023459936298467723,2.3459936298467725
06029,Kern,California,43754546,489271,0.011182175219004673,1.1182175219004673
06031,Kings,California,9569456,95617,0.009991895046071585,0.9991895046071585
06033,Lake,California,1652721,23879,0.014448294660744312,1.4448294660744312
06035,Lassen,California,2294453,11307,0.0049279719392813885,0.49279719392813887
06037,Los Angeles,California,477580584,8623610,0.018056868911572,1.8056868911572
06039,Madera,California,6900034,89202,0.012927762384938972,1.2927762384938972
06041,Marin,California,5530026,81843,0.014799749585264156,1.4799749585264155
06043,Mariposa,California,273838,3501,0.012784931236716599,1.27849312367166
06045,Mendocino,California,1954987,21993,0.011249691174417016,1.1249691174417016
06047,Merced,California,12667978,180046,0.014212686507665233,1.4212686507665233
06049,Modoc,California,227443,2222,0.009769480705055773,0.9769480705055773
06051,Mono,California,511854,1560,0.003047744083273746,0.3047744083273746
06053,Monterey,California,16626806,167976,0.010102722074221592,1.0102722074221593
06055,Napa,California,3890941,30020,0.007715357287607291,0.7715357287607292
06057,Nevada,California,2267108,29581,0.013047900673457109,1.304790067345711
06059,Orange,California,104235810,1765955,0.016941922358544536,1.6941922358544537
06061,Placer,California,10313825,116333,0.011279326535014894,1.1279326535014895
06063,Plumas,California,368316,2281,0.006193051618718709,0.6193051618718709
06065,Riverside,California,117231314,1642208,0.014008270861827925,1.4008270861827925
06067,Sacramento,California,44494037,665439,0.014955689455645484,1.4955689455645484
06069,San Benito,California,2351270,23309,0.009913365968178899,0.9913365968178899
06071,San Bernardino,California,115185345,1683065,0.014611798054691767,1.4611798054691767
06073,San Diego,California,114366289,1342192,0.011735905848969183,1.1735905848969184
06075,San Francisco,California,15605007,195105,0.012502717877665803,1.2502717877665803
06077,San Joaquin,California,29984541,518870,0.01730458371865689,1.730458371865689
06079,San Luis Obispo,California,8673009,99178,0.011435246982909852,1.1435246982909852
06081,San Mateo,California,16575122,203106,0.0122536654632165,1.22536654632165
06083,Santa Barbara,California,13599757,165430,0.01216418793365205,1.2164187933652049
06085,Santa Clara,California,45796345,682724,0.014907827251279551,1.490782725127955
06087,Santa Cruz,California,6385522,72711,0.011386852946399684,1.1386852946399684
06089,Shasta,California,5889799,95281,0.01617729229809031,1.6177292298090309
06091,Sierra,California,36636,0,0.0,0.0
06093,Siskiyou,California,1071674,13788,0.012865852861971085,1.2865852861971085
06095,Solano,California,13424900,94287,0.007023292538491907,0.7023292538491906
06097,Sonoma,California,12271497,122896,0.010014752071405795,1.0014752071405795
06099,Stanislaus,California,25099534,405559,0.016158029069384315,1.6158029069384314
06101,Sutter,California,3965815,46742,0.011786228051485003,1.1786228051485004
06103,Tehama,California,2359618,27052,0.011464567569835457,1.1464567569835458
06105,Trinity,California,190410,2387,0.012536106296938186,1.2536106296938185
06107,Tulare,California,22151859,310687,0.014025324014566904,1.4025324014566904
06109,Tuolumne,California,1881884,30201,0.016048279277575028,1.6048279277575028
06111,Ventura,California,31555064,361762,0.011464467319730361,1.146446731973036
06113,Yolo,California,5812635,77984,0.013416290546370106,1.3416290546370107
06115,Yuba,California,2790205,20205,0.007241403409426906,0.7241403409426906
08001,Adams,Colorado,23263179,279442,0.012012201771735497,1.2012201771735498
08003,Alamosa,Colorado,670466,13322,0.019869762225079274,1.9869762225079275
08005,Arapahoe,Colorado,24018679,299562,0.012472043112779017,1.2472043112779017
08007,Archuleta,Colorado,409184,992,0.0024243372174865096,0.24243372174865097
08009,Baca,Colorado,129505,1557,0.012022701826184317,1.2022701826184317
08011,Bent,Colorado,572185,8510,0.014872812114962818,1.487281211496282
08013,Boulder,Colorado,9175822,95785,0.010438846786696604,1.0438846786696603
08014,Broomfield,Colorado,1918349,28216,0.014708481094941536,1.4708481094941537
08015,Chaffee,Colorado,677736,9771,0.014417118169906866,1.4417118169906866
08017,Cheyenne,Colorado,54434,2265,0.04161002314729764,4.161002314729764
08019,Clear Creek,Colorado,200899,1290,0.006421136989233396,0.6421136989233396
08021,Conejos,Colorado,262180,7639,0.029136471126706844,2.9136471126706844
08023,Costilla,Colorado,99279,2002,0.020165392479779207,2.0165392479779207
08025,Crowley,Colorado,799488,6500,0.008130203330131284,0.8130203330131284
08027,Custer,Colorado,94556,1473,0.015578070138330725,1.5578070138330724
08029,Delta,Colorado,1143840,25795,0.022551230941390405,2.2551230941390403
08031,Denver,Colorado,27901104,311805,0.011175364243651434,1.1175364243651433
08033,Dolores,Colorado,50424,493,0.009777090274472473,0.9777090274472473
08035,Douglas,Colorado,11641312,99698,0.008564154968099815,0.8564154968099815
08037,Eagle,Colorado,2453675,9083,0.0037017942474044034,0.37017942474044035
08041,El Paso,Colorado,27926272,333557,0.011944200786986534,1.1944200786986534
08039,Elbert,Colorado,719801,5980,0.00830785175347075,0.8307851753470751
08043,Fremont,Colorado,2520812,25796,0.010233210568658035,1.0233210568658035
08045,Garfield,Colorado,2356493,18256,0.007747105550493891,0.7747105550493891
08047,Gilpin,Colorado,111263,1066,0.00958090290572787,0.958090290572787
08049,Grand,Colorado,587197,3158,0.005378092871727887,0.5378092871727888
08051,Gunnison,Colorado,534614,2796,0.005229941602726453,0.5229941602726453
08053,Hinsdale,Colorado,12351,0,0.0,0.0
08055,Huerfano,Colorado,176849,6593,0.03728039174663131,3.728039174663131
08057,Jackson,Colorado,26913,0,0.0,0.0
08059,Jefferson,Colorado,18545371,297375,0.01603499870668535,1.603499870668535
08061,Kiowa,Colorado,47230,1173,0.02483590937963159,2.483590937963159
08063,Kit Carson,Colorado,267318,4943,0.018491085523608584,1.8491085523608584
08067,La Plata,Colorado,1621827,16148,0.009956672320783906,0.9956672320783906
08065,Lake,Colorado,306993,203,0.0006612528624431175,0.06612528624431176
08069,Larimer,Colorado,10786364,95039,0.008811032151334778,0.8811032151334778
08071,Las Animas,Colorado,499941,5799,0.01159936872550961,1.159936872550961
08073,Lincoln,Colorado,401325,1783,0.004442783280383729,0.44427832803837286
08075,Logan,Colorado,1522603,26068,0.01712068083407165,1.712068083407165
08077,Mesa,Colorado,6648679,96049,0.014446328360866872,1.4446328360866874
08079,Mineral,Colorado,35889,366,0.010198110841762099,1.0198110841762098
08081,Moffat,Colorado,439857,10664,0.024244243015343624,2.4244243015343625
08083,Montezuma,Colorado,862968,10697,0.012395592884093037,1.2395592884093036
08085,Montrose,Colorado,1533978,25705,0.01675708517332061,1.675708517332061
08087,Morgan,Colorado,1062956,35270,0.033181053590176826,3.3181053590176828
08089,Otero,Colorado,812907,26080,0.03208239072858273,3.208239072858273
08091,Ouray,Colorado,121654,1454,0.011951929241948477,1.1951929241948478
08093,Park,Colorado,348588,2418,0.006936555475231506,0.6936555475231506
08095,Phillips,Colorado,153334,4749,0.030971604471284907,3.097160447128491
08097,Pitkin,Colorado,959750,1617,0.001684813753581662,0.1684813753581662
08099,Prowers,Colorado,503342,9142,0.018162601173754626,1.8162601173754627
08101,Pueblo,Colorado,7407734,157811,0.021303545726668913,2.1303545726668913
08103,Rio Blanco,Colorado,258759,2071,0.008003586348687388,0.8003586348687388
08105,Rio Grande,Colorado,379135,6648,0.017534651245598533,1.7534651245598534
08107,Routt,Colorado,926053,7624,0.0082327901318823,0.82327901318823
08109,Saguache,Colorado,175876,2210,0.012565671268393641,1.2565671268393641
08111,San Juan,Colorado,23576,61,0.0025873769935527654,0.2587376993552765
08113,San Miguel,Colorado,349858,614,0.0017549977419410161,0.17549977419410162
08115,Sedgwick,Colorado,90712,1144,0.012611341388129464,1.2611341388129464
08117,Summit,Colorado,1444697,3062,0.0021194755716942722,0.21194755716942723
08119,Teller,Colorado,742098,7764,0.010462230055868632,1.0462230055868633
08121,Washington,Colorado,184797,5327,0.028826225533964297,2.8826225533964296
08123,Weld,Colorado,13016269,137964,0.010599350704875568,1.0599350704875568
08125,Yuma,Colorado,357954,6304,0.017611201439291083,1.7611201439291082
09001,Fairfield,Connecticut,36068623,792285,0.021966045113504886,2.1966045113504884
09003,Hartford,Connecticut,31033502,881101,0.02839192947028666,2.839192947028666
09005,Litchfield,Connecticut,5336674,109014,0.020427329831276934,2.0427329831276935
09007,Middlesex,Connecticut,4698053,133623,0.028442207867812475,2.8442207867812477
09009,New Haven,Connecticut,33198187,761319,0.02293254749122294,2.2932547491222937
09011,New London,Connecticut,8486027,161544,0.019036470187992566,1.9036470187992567
09013,Tolland,Connecticut,3542027,66063,0.01865118475946118,1.865118475946118
09015,Windham,Connecticut,4106360,69980,0.017041857021790587,1.7041857021790587
10001,Kent,Delaware,7168963,130276,0.018172223793036735,1.8172223793036735
10003,New Castle,Delaware,24044795,308951,0.012848976254528266,1.2848976254528266
10005,Sussex,Delaware,10208774,187597,0.0183760557340186,1.8376055734018601
11001,District of Columbia,District of Columbia,18966666,403369,0.021267259095509986,2.1267259095509985
12001,Alachua,Florida,10675761,119831,0.011224586237927207,1.1224586237927208
12003,Baker,Florida,1592590,27420,0.017217237330386354,1.7217237330386355
12005,Bay,Florida,8646688,166149,0.019215334241272496,1.9215334241272495
12007,Bradford,Florida,1389762,24940,0.017945518729106134,1.7945518729106134
12009,Brevard,Florida,19568267,395886,0.020231019946733146,2.0231019946733144
12011,Broward,Florida,98364378,1217463,0.012377072114459972,1.2377072114459973
12013,Calhoun,Florida,781616,18890,0.02416787783259299,2.416787783259299
12015,Charlotte,Florida,5791527,168349,0.029068154219085915,2.9068154219085915
12017,Citrus,Florida,5087591,193901,0.03811253695511294,3.811253695511294
12019,Clay,Florida,8651221,156108,0.0180446205223517,1.80446205223517
12021,Collier,Florida,15181981,218634,0.01440088747311698,1.4400887473116981
12023,Columbia,Florida,3810485,74524,0.019557615369172165,1.9557615369172165
12027,DeSoto,Florida,1837118,36167,0.019686813802923926,1.9686813802923926
12029,Dixie,Florida,742947,9371,0.012613281970315514,1.2613281970315515
12031,Duval,Florida,43989097,632958,0.014388974613413865,1.4388974613413865
12033,Escambia,Florida,14777937,279081,0.018884976976150325,1.8884976976150325
12035,Flagler,Florida,3460801,50882,0.014702376704121388,1.4702376704121387
12037,Franklin,Florida,591668,8915,0.01506757167871171,1.506757167871171
12039,Gadsden,Florida,2426890,37825,0.015585790868148123,1.5585790868148124
12041,Gilchrist,Florida,760829,16414,0.021573835907937263,2.157383590793726
12043,Glades,Florida,404759,7589,0.018749428672370474,1.8749428672370474
12045,Gulf,Florida,835383,17350,0.020768916772306835,2.0768916772306834
12047,Hamilton,Florida,726636,10923,0.015032285766188298,1.5032285766188298
12049,Hardee,Florida,1490109,20247,0.013587596612059924,1.3587596612059925
12051,Hendry,Florida,2091613,33614,0.01607085058277989,1.6070850582779892
12053,Hernando,Florida,6744270,207895,0.030825426621413438,3.0825426621413436
12055,Highlands,Florida,3891452,143010,0.03674977874582547,3.674977874582547
12057,Hillsborough,Florida,61389243,740327,0.012059555775919896,1.2059555775919895
12059,Holmes,Florida,1010743,19242,0.01903748034861483,1.903748034861483
12061,Indian River,Florida,5644722,130525,0.023123370823222116,2.3123370823222116
12063,Jackson,Florida,2744423,63766,0.023234756449716388,2.323475644971639
12065,Jefferson,Florida,654555,10434,0.015940600866237366,1.5940600866237367
12067,Lafayette,Florida,662237,10916,0.01648352478040339,1.6483524780403391
12069,Lake,Florida,13539427,279795,0.020665202449113983,2.0665202449113984
12071,Lee,Florida,31404462,430881,0.013720375149238347,1.3720375149238346
12073,Leon,Florida,13674816,131182,0.009592962713355704,0.9592962713355704
12075,Levy,Florida,1657901,21551,0.012998966765808091,1.299896676580809
12077,Liberty,Florida,485005,6322,0.013034917165802415,1.3034917165802415
12079,Madison,Florida,933142,17135,0.018362692923477884,1.8362692923477884
12081,Manatee,Florida,16731595,278563,0.016648920799242392,1.6648920799242393
12083,Marion,Florida,14250454,412805,0.028967849024318804,2.8967849024318806
12085,Martin,Florida,5343764,132595,0.02481303440795664,2.481303440795664
12086,Miami-Dade,Florida,195254134,2477424,0.012688202545304367,1.2688202545304366
12087,Monroe,Florida,2870511,22123,0.007706990149140693,0.7706990149140693
12089,Nassau,Florida,3875143,55721,0.014379082268705955,1.4379082268705954
12091,Okaloosa,Florida,9033461,146678,0.016237187496575232,1.6237187496575232
12093,Okeechobee,Florida,1846253,36489,0.01976381351851561,1.9763813518515612
12095,Orange,Florida,59943024,537851,0.00897270381287404,0.8972703812874039
12097,Osceola,Florida,19081389,216356,0.011338587562991352,1.1338587562991351
12099,Palm Beach,Florida,60780494,1126695,0.018537114884258757,1.8537114884258756
12101,Pasco,Florida,19186152,345334,0.01799912770418998,1.799912770418998
12103,Pinellas,Florida,34649877,682045,0.01968390825745211,1.9683908257452112
12105,Polk,Florida,31653127,580278,0.01833240677927334,1.833240677927334
12107,Putnam,Florida,3121427,73381,0.02350879902044802,2.350879902044802
